province;red;green;blue;x;x
3839;15;16;1;NAME;x
3840;16;16;1;NAME;x
3841;17;16;1;NAME;x
3842;18;16;1;NAME;x
3843;19;16;1;NAME;x
3844;20;16;1;NAME;x
3845;21;16;1;NAME;x
3846;22;16;1;NAME;x
3847;23;16;1;NAME;x
3848;24;16;1;NAME;x
3849;25;16;1;NAME;x
3850;26;16;1;NAME;x
3851;27;16;1;NAME;x
3852;28;16;1;NAME;x
3853;29;16;1;NAME;x
3854;30;16;1;NAME;x
3855;31;16;1;NAME;x
3856;32;16;1;NAME;x
3857;33;16;1;NAME;x
3858;34;16;1;NAME;x
3859;35;16;1;NAME;x
3860;36;16;1;NAME;x
3861;37;16;1;NAME;x
3862;38;16;1;NAME;x
3863;39;16;1;NAME;x
3864;40;16;1;NAME;x
3865;41;16;1;NAME;x
3866;42;16;1;NAME;x
3867;43;16;1;NAME;x
3868;44;16;1;NAME;x
3869;45;16;1;NAME;x
3870;46;16;1;NAME;x
3871;47;16;1;NAME;x
3872;48;16;1;NAME;x
3873;49;16;1;NAME;x
3874;50;16;1;NAME;x
3875;51;16;1;NAME;x
3876;52;16;1;NAME;x
3877;53;16;1;NAME;x
3878;54;16;1;NAME;x
3879;55;16;1;NAME;x
3880;56;16;1;NAME;x
3881;57;16;1;NAME;x
3882;58;16;1;NAME;x
3883;59;16;1;NAME;x
3884;60;16;1;NAME;x
3885;61;16;1;NAME;x
3886;62;16;1;NAME;x
3887;63;16;1;NAME;x
3888;64;16;1;NAME;x
3889;65;16;1;NAME;x
3890;66;16;1;NAME;x
3891;67;16;1;NAME;x
3892;68;16;1;NAME;x
3893;69;16;1;NAME;x
3894;70;16;1;NAME;x
3895;71;16;1;NAME;x
3896;72;16;1;NAME;x
3897;73;16;1;NAME;x
3898;74;16;1;NAME;x
3899;75;16;1;NAME;x
3900;76;16;1;NAME;x
3901;77;16;1;NAME;x
3902;78;16;1;NAME;x
3903;79;16;1;NAME;x
3904;80;16;1;NAME;x
3905;81;16;1;NAME;x
3906;82;16;1;NAME;x
3907;83;16;1;NAME;x
3908;84;16;1;NAME;x
3909;85;16;1;NAME;x
3910;86;16;1;NAME;x
3911;87;16;1;NAME;x
3912;88;16;1;NAME;x
3913;89;16;1;NAME;x
3914;90;16;1;NAME;x
3915;91;16;1;NAME;x
3916;92;16;1;NAME;x
3917;93;16;1;NAME;x
3918;94;16;1;NAME;x
3919;95;16;1;NAME;x
3920;96;16;1;NAME;x
3921;97;16;1;NAME;x
3922;98;16;1;NAME;x
3923;99;16;1;NAME;x
3924;100;16;1;NAME;x
3925;101;16;1;NAME;x
3926;102;16;1;NAME;x
3927;103;16;1;NAME;x
3928;104;16;1;NAME;x
3929;105;16;1;NAME;x
3930;106;16;1;NAME;x
3931;107;16;1;NAME;x
3932;108;16;1;NAME;x
3933;109;16;1;NAME;x
3934;110;16;1;NAME;x
3935;111;16;1;NAME;x
3936;112;16;1;NAME;x
3937;113;16;1;NAME;x
3938;114;16;1;NAME;x
3939;115;16;1;NAME;x
3940;116;16;1;NAME;x
3941;117;16;1;NAME;x
3942;118;16;1;NAME;x
3943;119;16;1;NAME;x
3944;120;16;1;NAME;x
3945;121;16;1;NAME;x
3946;122;16;1;NAME;x
3947;123;16;1;NAME;x
3948;124;16;1;NAME;x
3949;125;16;1;NAME;x
3950;126;16;1;NAME;x
3951;127;16;1;NAME;x
3952;128;16;1;NAME;x
3953;129;16;1;NAME;x
3954;130;16;1;NAME;x
3955;131;16;1;NAME;x
3956;132;16;1;NAME;x
3957;133;16;1;NAME;x
3958;134;16;1;NAME;x
3959;135;16;1;NAME;x
3960;136;16;1;NAME;x
3961;137;16;1;NAME;x
3962;138;16;1;NAME;x
3963;139;16;1;NAME;x
3964;140;16;1;NAME;x
3965;141;16;1;NAME;x
3966;142;16;1;NAME;x
3967;143;16;1;NAME;x
3968;144;16;1;NAME;x
3969;145;16;1;NAME;x
3970;146;16;1;NAME;x
3971;147;16;1;NAME;x
3972;148;16;1;NAME;x
3973;149;16;1;NAME;x
3974;150;16;1;NAME;x
3975;151;16;1;NAME;x
3976;152;16;1;NAME;x
3977;153;16;1;NAME;x
3978;154;16;1;NAME;x
3979;155;16;1;NAME;x
3980;156;16;1;NAME;x
3981;157;16;1;NAME;x
3982;158;16;1;NAME;x
3983;159;16;1;NAME;x
3984;160;16;1;NAME;x
3985;161;16;1;NAME;x
3986;162;16;1;NAME;x
3987;163;16;1;NAME;x
3988;164;16;1;NAME;x
3989;165;16;1;NAME;x
3990;166;16;1;NAME;x
3991;167;16;1;NAME;x
3992;168;16;1;NAME;x
3993;169;16;1;NAME;x
3994;170;16;1;NAME;x
3995;171;16;1;NAME;x
3996;172;16;1;NAME;x
3997;173;16;1;NAME;x
3998;174;16;1;NAME;x
3999;175;16;1;NAME;x
4000;176;16;1;NAME;x
4001;177;16;1;NAME;x
4002;178;16;1;NAME;x
4003;179;16;1;NAME;x
4004;180;16;1;NAME;x
4005;181;16;1;NAME;x
4006;182;16;1;NAME;x
4007;183;16;1;NAME;x
4008;184;16;1;NAME;x
4009;185;16;1;NAME;x
4010;186;16;1;NAME;x
4011;187;16;1;NAME;x
4012;188;16;1;NAME;x
4013;189;16;1;NAME;x
4014;190;16;1;NAME;x
4015;191;16;1;NAME;x
4016;192;16;1;NAME;x
4017;193;16;1;NAME;x
4018;194;16;1;NAME;x
4019;195;16;1;NAME;x
4020;196;16;1;NAME;x
4021;197;16;1;NAME;x
4022;198;16;1;NAME;x
4023;199;16;1;NAME;x
4024;200;16;1;NAME;x
4025;201;16;1;NAME;x
4026;202;16;1;NAME;x
4027;203;16;1;NAME;x
4028;204;16;1;NAME;x
4029;205;16;1;NAME;x
4030;206;16;1;NAME;x
4031;207;16;1;NAME;x
4032;208;16;1;NAME;x
4033;209;16;1;NAME;x
4034;210;16;1;NAME;x
4035;211;16;1;NAME;x
4036;212;16;1;NAME;x
4037;213;16;1;NAME;x
4038;214;16;1;NAME;x
4039;215;16;1;NAME;x
4040;216;16;1;NAME;x
4041;217;16;1;NAME;x
4042;218;16;1;NAME;x
4043;219;16;1;NAME;x
4044;220;16;1;NAME;x
4045;221;16;1;NAME;x
4046;222;16;1;NAME;x
4047;223;16;1;NAME;x
4048;224;16;1;NAME;x
4049;225;16;1;NAME;x
4050;226;16;1;NAME;x
4051;227;16;1;NAME;x
4052;228;16;1;NAME;x
4053;229;16;1;NAME;x
4054;230;16;1;NAME;x
4055;231;16;1;NAME;x
4056;232;16;1;NAME;x
4057;233;16;1;NAME;x
4058;234;16;1;NAME;x
4059;235;16;1;NAME;x
4060;236;16;1;NAME;x
4061;237;16;1;NAME;x
4062;238;16;1;NAME;x
4063;239;16;1;NAME;x
4064;240;16;1;NAME;x
4065;241;16;1;NAME;x
4066;242;16;1;NAME;x
4067;243;16;1;NAME;x
4068;244;16;1;NAME;x
4069;245;16;1;NAME;x
4070;246;16;1;NAME;x
4071;247;16;1;NAME;x
4072;248;16;1;NAME;x
4073;249;16;1;NAME;x
4074;250;16;1;NAME;x
4075;251;16;1;NAME;x
4076;252;16;1;NAME;x
4077;253;16;1;NAME;x
4078;254;16;1;NAME;x
4079;255;16;1;NAME;x
4080;1;17;1;NAME;x
4081;2;17;1;NAME;x
4082;3;17;1;NAME;x
4083;4;17;1;NAME;x
4084;5;17;1;NAME;x
4085;6;17;1;NAME;x
4086;7;17;1;NAME;x
4087;8;17;1;NAME;x
4088;9;17;1;NAME;x
4089;10;17;1;NAME;x
4090;11;17;1;NAME;x
4091;12;17;1;NAME;x
4092;13;17;1;NAME;x
4093;14;17;1;NAME;x
4094;15;17;1;NAME;x
4095;16;17;1;NAME;x
4096;17;17;1;NAME;x
4097;18;17;1;NAME;x
4098;19;17;1;NAME;x
4099;20;17;1;NAME;x
4100;21;17;1;NAME;x
4101;22;17;1;NAME;x
4102;23;17;1;NAME;x
4103;24;17;1;NAME;x
4104;25;17;1;NAME;x
4105;26;17;1;NAME;x
4106;27;17;1;NAME;x
4107;28;17;1;NAME;x
4108;29;17;1;NAME;x
4109;30;17;1;NAME;x
4110;31;17;1;NAME;x
4111;32;17;1;NAME;x
4112;33;17;1;NAME;x
4113;34;17;1;NAME;x
4114;35;17;1;NAME;x
4115;36;17;1;NAME;x
4116;37;17;1;NAME;x
4117;38;17;1;NAME;x
4118;39;17;1;NAME;x
4119;40;17;1;NAME;x
4120;41;17;1;NAME;x
4121;42;17;1;NAME;x
4122;43;17;1;NAME;x
4123;44;17;1;NAME;x
4124;45;17;1;NAME;x
4125;46;17;1;NAME;x
4126;47;17;1;NAME;x
4127;48;17;1;NAME;x
4128;49;17;1;NAME;x
4129;50;17;1;NAME;x
4130;51;17;1;NAME;x
4131;52;17;1;NAME;x
4132;53;17;1;NAME;x
4133;54;17;1;NAME;x
4134;55;17;1;NAME;x
4135;56;17;1;NAME;x
4136;57;17;1;NAME;x
4137;58;17;1;NAME;x
4138;59;17;1;NAME;x
4139;60;17;1;NAME;x
4140;61;17;1;NAME;x
4141;62;17;1;NAME;x
4142;63;17;1;NAME;x
4143;64;17;1;NAME;x
4144;65;17;1;NAME;x
4145;66;17;1;NAME;x
4146;67;17;1;NAME;x
4147;68;17;1;NAME;x
4148;69;17;1;NAME;x
4149;70;17;1;NAME;x
4150;72;17;1;NAME;x
4151;73;17;1;NAME;x
4152;74;17;1;NAME;x
4153;75;17;1;NAME;x
4154;76;17;1;NAME;x
4155;77;17;1;NAME;x
4156;78;17;1;NAME;x
4157;79;17;1;NAME;x
4158;80;17;1;NAME;x
4159;81;17;1;NAME;x
4160;82;17;1;NAME;x
4161;83;17;1;NAME;x
4162;84;17;1;NAME;x
4163;85;17;1;NAME;x
4164;86;17;1;NAME;x
4165;87;17;1;NAME;x
4166;88;17;1;NAME;x
4167;89;17;1;NAME;x
4168;90;17;1;NAME;x
4169;91;17;1;NAME;x
4170;92;17;1;NAME;x
4171;93;17;1;NAME;x
4172;94;17;1;NAME;x
4173;95;17;1;NAME;x
4174;96;17;1;NAME;x
4175;97;17;1;NAME;x
4176;98;17;1;NAME;x
4177;99;17;1;NAME;x
4178;100;17;1;NAME;x
4179;101;17;1;NAME;x
4180;102;17;1;NAME;x
4181;103;17;1;NAME;x
4182;104;17;1;NAME;x
4183;105;17;1;NAME;x
4184;106;17;1;NAME;x
4185;107;17;1;NAME;x
4186;108;17;1;NAME;x
4187;109;17;1;NAME;x
4188;110;17;1;NAME;x
4189;111;17;1;NAME;x
4190;112;17;1;NAME;x
4191;113;17;1;NAME;x
4192;114;17;1;NAME;x
4193;115;17;1;NAME;x
4194;116;17;1;NAME;x
4195;117;17;1;NAME;x
4196;118;17;1;NAME;x
4197;119;17;1;NAME;x
4198;120;17;1;NAME;x
4199;121;17;1;NAME;x
4200;122;17;1;NAME;x
4201;123;17;1;NAME;x
4202;124;17;1;NAME;x
4203;125;17;1;NAME;x
4204;126;17;1;NAME;x
4205;127;17;1;NAME;x
4206;128;17;1;NAME;x
4207;129;17;1;NAME;x
4208;130;17;1;NAME;x
4209;131;17;1;NAME;x
4210;132;17;1;NAME;x
4211;133;17;1;NAME;x
4212;134;17;1;NAME;x
4213;135;17;1;NAME;x
4214;136;17;1;NAME;x
4215;137;17;1;NAME;x
4216;138;17;1;NAME;x
4217;139;17;1;NAME;x
4218;140;17;1;NAME;x
4219;141;17;1;NAME;x
4220;142;17;1;NAME;x
4221;143;17;1;NAME;x
4222;144;17;1;NAME;x
4223;145;17;1;NAME;x
4224;146;17;1;NAME;x
4225;147;17;1;NAME;x
4226;148;17;1;NAME;x
4227;149;17;1;NAME;x
4228;150;17;1;NAME;x
4229;151;17;1;NAME;x
4230;152;17;1;NAME;x
4231;153;17;1;NAME;x
4232;154;17;1;NAME;x
4233;155;17;1;NAME;x
4234;156;17;1;NAME;x
4235;157;17;1;NAME;x
4236;158;17;1;NAME;x
4237;159;17;1;NAME;x
4238;160;17;1;NAME;x
4239;161;17;1;NAME;x
4240;162;17;1;NAME;x
4241;163;17;1;NAME;x
4242;164;17;1;NAME;x
4243;165;17;1;NAME;x
4244;166;17;1;NAME;x
4245;167;17;1;NAME;x
4246;168;17;1;NAME;x
4247;169;17;1;NAME;x
4248;170;17;1;NAME;x
4249;171;17;1;NAME;x
4250;172;17;1;NAME;x
4251;173;17;1;NAME;x
4252;174;17;1;NAME;x
4253;175;17;1;NAME;x
4254;176;17;1;NAME;x
4255;177;17;1;NAME;x
4256;178;17;1;NAME;x
4257;179;17;1;NAME;x
4258;180;17;1;NAME;x
4259;181;17;1;NAME;x
4260;182;17;1;NAME;x
4261;183;17;1;NAME;x
4262;184;17;1;NAME;x
4263;185;17;1;NAME;x
4264;186;17;1;NAME;x
4265;187;17;1;NAME;x
4266;188;17;1;NAME;x
4267;189;17;1;NAME;x
4268;190;17;1;NAME;x
4269;191;17;1;NAME;x
4270;192;17;1;NAME;x
4271;193;17;1;NAME;x
4272;194;17;1;NAME;x
4273;195;17;1;NAME;x
4274;196;17;1;NAME;x
4275;197;17;1;NAME;x
4276;198;17;1;NAME;x
4277;199;17;1;NAME;x
4278;200;17;1;NAME;x
4279;201;17;1;NAME;x
4280;202;17;1;NAME;x
4281;203;17;1;NAME;x
4282;204;17;1;NAME;x
4283;205;17;1;NAME;x
4284;206;17;1;NAME;x
4285;207;17;1;NAME;x
4286;208;17;1;NAME;x
4287;209;17;1;NAME;x
4288;210;17;1;NAME;x
4289;211;17;1;NAME;x
4290;212;17;1;NAME;x
4291;213;17;1;NAME;x
4292;214;17;1;NAME;x
4293;215;17;1;NAME;x
4294;216;17;1;NAME;x
4295;217;17;1;NAME;x
4296;218;17;1;NAME;x
4297;219;17;1;NAME;x
4298;220;17;1;NAME;x
4299;221;17;1;NAME;x
4300;222;17;1;NAME;x
4301;223;17;1;NAME;x
4302;224;17;1;NAME;x
4303;225;17;1;NAME;x
4304;226;17;1;NAME;x
4305;227;17;1;NAME;x
4306;228;17;1;NAME;x
4307;229;17;1;NAME;x
4308;230;17;1;NAME;x
4309;231;17;1;NAME;x
4310;232;17;1;NAME;x
4311;233;17;1;NAME;x
4312;234;17;1;NAME;x
4313;235;17;1;NAME;x
4314;236;17;1;NAME;x
4315;237;17;1;NAME;x
4316;238;17;1;NAME;x
4317;239;17;1;NAME;x
4318;240;17;1;NAME;x
4319;241;17;1;NAME;x
4320;242;17;1;NAME;x
4321;243;17;1;NAME;x
4322;244;17;1;NAME;x
4323;245;17;1;NAME;x
4324;246;17;1;NAME;x
4325;247;17;1;NAME;x
4326;248;17;1;NAME;x
4327;249;17;1;NAME;x
4328;250;17;1;NAME;x
4329;251;17;1;NAME;x
4330;252;17;1;NAME;x
4331;253;17;1;NAME;x
4332;254;17;1;NAME;x
4333;255;17;1;NAME;x
4334;1;18;1;NAME;x
4335;2;18;1;NAME;x
4336;3;18;1;NAME;x
4337;4;18;1;NAME;x
4338;5;18;1;NAME;x
4339;6;18;1;NAME;x
4340;7;18;1;NAME;x
4341;8;18;1;NAME;x
4342;9;18;1;NAME;x
4343;10;18;1;NAME;x
4344;11;18;1;NAME;x
4345;12;18;1;NAME;x
4346;13;18;1;NAME;x
4347;14;18;1;NAME;x
4348;15;18;1;NAME;x
4349;16;18;1;NAME;x
4350;17;18;1;NAME;x
4351;18;18;1;NAME;x
4352;19;18;1;NAME;x
4353;20;18;1;NAME;x
4354;21;18;1;NAME;x
4355;22;18;1;NAME;x
4356;23;18;1;NAME;x
4357;24;18;1;NAME;x
4358;25;18;1;NAME;x
4359;26;18;1;NAME;x
4360;27;18;1;NAME;x
4361;28;18;1;NAME;x
4362;29;18;1;NAME;x
4363;30;18;1;NAME;x
4364;31;18;1;NAME;x
4365;32;18;1;NAME;x
4366;33;18;1;NAME;x
4367;34;18;1;NAME;x
4368;35;18;1;NAME;x
4369;36;18;1;NAME;x
4370;37;18;1;NAME;x
4371;38;18;1;NAME;x
4372;39;18;1;NAME;x
4373;40;18;1;NAME;x
4374;41;18;1;NAME;x
4375;42;18;1;NAME;x
4376;43;18;1;NAME;x
4377;44;18;1;NAME;x
4378;45;18;1;NAME;x
4379;46;18;1;NAME;x
4380;47;18;1;NAME;x
4381;48;18;1;NAME;x
4382;49;18;1;NAME;x
4383;50;18;1;NAME;x
4384;51;18;1;NAME;x
4385;52;18;1;NAME;x
4386;53;18;1;NAME;x
4387;54;18;1;NAME;x
4388;55;18;1;NAME;x
4389;56;18;1;NAME;x
4390;57;18;1;NAME;x
4391;58;18;1;NAME;x
4392;59;18;1;NAME;x
4393;60;18;1;NAME;x
4394;61;18;1;NAME;x
4395;62;18;1;NAME;x
4396;63;18;1;NAME;x
4397;64;18;1;NAME;x
4398;65;18;1;NAME;x
4399;66;18;1;NAME;x
4400;67;18;1;NAME;x
4401;68;18;1;NAME;x
4402;69;18;1;NAME;x
4403;70;18;1;NAME;x
4404;71;18;1;NAME;x
4405;72;18;1;NAME;x
4406;73;18;1;NAME;x
4407;74;18;1;NAME;x
4408;75;18;1;NAME;x
4409;76;18;1;NAME;x
4410;77;18;1;NAME;x
4411;78;18;1;NAME;x
4412;79;18;1;NAME;x
4413;80;18;1;NAME;x
4414;81;18;1;NAME;x
4415;82;18;1;NAME;x
4416;83;18;1;NAME;x
4417;84;18;1;NAME;x
4418;85;18;1;NAME;x
4419;86;18;1;NAME;x
4420;87;18;1;NAME;x
4421;88;18;1;NAME;x
4422;89;18;1;NAME;x
4423;90;18;1;NAME;x
4424;91;18;1;NAME;x
4425;92;18;1;NAME;x
4426;93;18;1;NAME;x
4427;94;18;1;NAME;x
4428;95;18;1;NAME;x
4429;96;18;1;NAME;x
4430;97;18;1;NAME;x
4431;98;18;1;NAME;x
4432;99;18;1;NAME;x
4433;100;18;1;NAME;x
4434;101;18;1;NAME;x
4435;102;18;1;NAME;x
4436;103;18;1;NAME;x
4437;104;18;1;NAME;x
4438;105;18;1;NAME;x
4439;106;18;1;NAME;x
4440;107;18;1;NAME;x
4441;108;18;1;NAME;x
4442;109;18;1;NAME;x
4443;110;18;1;NAME;x
4444;111;18;1;NAME;x
4445;112;18;1;NAME;x
4446;113;18;1;NAME;x
4447;114;18;1;NAME;x
4448;115;18;1;NAME;x
4449;116;18;1;NAME;x
4450;117;18;1;NAME;x
4451;118;18;1;NAME;x
4452;119;18;1;NAME;x
4453;120;18;1;NAME;x
4454;121;18;1;NAME;x
4455;122;18;1;NAME;x
4456;123;18;1;NAME;x
4457;124;18;1;NAME;x
4458;125;18;1;NAME;x
4459;126;18;1;NAME;x
4460;127;18;1;NAME;x
4461;128;18;1;NAME;x
4462;129;18;1;NAME;x
4463;130;18;1;NAME;x
4464;131;18;1;NAME;x
4465;132;18;1;NAME;x
4466;133;18;1;NAME;x
4467;134;18;1;NAME;x
4468;135;18;1;NAME;x
4469;136;18;1;NAME;x
4470;137;18;1;NAME;x
4471;138;18;1;NAME;x
4472;139;18;1;NAME;x
4473;140;18;1;NAME;x
4474;141;18;1;NAME;x
4475;142;18;1;NAME;x
4476;143;18;1;NAME;x
4477;144;18;1;NAME;x
4478;145;18;1;NAME;x
4479;146;18;1;NAME;x
4480;147;18;1;NAME;x
4481;148;18;1;NAME;x
4482;149;18;1;NAME;x
4483;150;18;1;NAME;x
4484;151;18;1;NAME;x
4485;152;18;1;NAME;x
4486;153;18;1;NAME;x
4487;154;18;1;NAME;x
4488;155;18;1;NAME;x
4489;156;18;1;NAME;x
4490;157;18;1;NAME;x
4491;158;18;1;NAME;x
4492;159;18;1;NAME;x
4493;160;18;1;NAME;x
4494;161;18;1;NAME;x
4495;162;18;1;NAME;x
4496;163;18;1;NAME;x
4497;164;18;1;NAME;x
4498;165;18;1;NAME;x
4499;166;18;1;NAME;x
4500;167;18;1;NAME;x
4501;168;18;1;NAME;x
4502;169;18;1;NAME;x
4503;170;18;1;NAME;x
4504;171;18;1;NAME;x
4505;172;18;1;NAME;x
4506;173;18;1;NAME;x
4507;174;18;1;NAME;x
4508;175;18;1;NAME;x
4509;176;18;1;NAME;x
4510;177;18;1;NAME;x
4511;178;18;1;NAME;x
4512;179;18;1;NAME;x
4513;180;18;1;NAME;x
4514;181;18;1;NAME;x
4515;182;18;1;NAME;x
4516;183;18;1;NAME;x
4517;184;18;1;NAME;x
4518;185;18;1;NAME;x
4519;186;18;1;NAME;x
4520;187;18;1;NAME;x
4521;188;18;1;NAME;x
4522;189;18;1;NAME;x
4523;190;18;1;NAME;x
4524;191;18;1;NAME;x
4525;192;18;1;NAME;x
4526;193;18;1;NAME;x
4527;194;18;1;NAME;x
4528;195;18;1;NAME;x
4529;196;18;1;NAME;x
4530;197;18;1;NAME;x
4531;198;18;1;NAME;x
4532;199;18;1;NAME;x
4533;200;18;1;NAME;x
4534;201;18;1;NAME;x
4535;202;18;1;NAME;x
4536;203;18;1;NAME;x
4537;204;18;1;NAME;x
4538;205;18;1;NAME;x
4539;206;18;1;NAME;x
4540;207;18;1;NAME;x
4541;208;18;1;NAME;x
4542;209;18;1;NAME;x
4543;210;18;1;NAME;x
4544;211;18;1;NAME;x
4545;212;18;1;NAME;x
4546;213;18;1;NAME;x
4547;214;18;1;NAME;x
4548;215;18;1;NAME;x
4549;216;18;1;NAME;x
4550;217;18;1;NAME;x
4551;218;18;1;NAME;x
4552;219;18;1;NAME;x
4553;220;18;1;NAME;x
4554;221;18;1;NAME;x
4555;222;18;1;NAME;x
4556;223;18;1;NAME;x
4557;224;18;1;NAME;x
4558;225;18;1;NAME;x
4559;226;18;1;NAME;x
4560;227;18;1;NAME;x
4561;228;18;1;NAME;x
4562;229;18;1;NAME;x
4563;230;18;1;NAME;x
4564;231;18;1;NAME;x
4565;232;18;1;NAME;x
4566;233;18;1;NAME;x
4567;234;18;1;NAME;x
4568;235;18;1;NAME;x
4569;236;18;1;NAME;x
4570;237;18;1;NAME;x
4571;238;18;1;NAME;x
4572;239;18;1;NAME;x
4573;240;18;1;NAME;x
4574;241;18;1;NAME;x
4575;242;18;1;NAME;x
4576;243;18;1;NAME;x
4577;244;18;1;NAME;x
4578;245;18;1;NAME;x
4579;246;18;1;NAME;x
4580;247;18;1;NAME;x
4581;248;18;1;NAME;x
4582;249;18;1;NAME;x
4583;250;18;1;NAME;x
4584;251;18;1;NAME;x
4585;252;18;1;NAME;x
4586;253;18;1;NAME;x
4587;254;18;1;NAME;x
4588;255;18;1;NAME;x
4589;1;19;1;NAME;x
4590;2;19;1;NAME;x
4591;3;19;1;NAME;x
4592;4;19;1;NAME;x
4593;5;19;1;NAME;x
4594;6;19;1;NAME;x
4595;7;19;1;NAME;x
4596;8;19;1;NAME;x
4597;9;19;1;NAME;x
4598;10;19;1;NAME;x
4599;11;19;1;NAME;x
4600;12;19;1;NAME;x
4601;13;19;1;NAME;x
4602;14;19;1;NAME;x
4603;15;19;1;NAME;x
4604;16;19;1;NAME;x
4605;17;19;1;NAME;x
4606;18;19;1;NAME;x
4607;19;19;1;NAME;x
4608;20;19;1;NAME;x
4609;21;19;1;NAME;x
4610;22;19;1;NAME;x
4611;23;19;1;NAME;x
4612;24;19;1;NAME;x
4613;25;19;1;NAME;x
4614;26;19;1;NAME;x
4615;27;19;1;NAME;x
4616;28;19;1;NAME;x
4617;29;19;1;NAME;x
4618;30;19;1;NAME;x
4619;31;19;1;NAME;x
4620;32;19;1;NAME;x
4621;33;19;1;NAME;x
4622;34;19;1;NAME;x
4623;35;19;1;NAME;x
4624;36;19;1;NAME;x
4625;37;19;1;NAME;x
4626;38;19;1;NAME;x
4627;39;19;1;NAME;x
4628;40;19;1;NAME;x
4629;41;19;1;NAME;x
4630;42;19;1;NAME;x
4631;43;19;1;NAME;x
4632;44;19;1;NAME;x
4633;45;19;1;NAME;x
4634;46;19;1;NAME;x
4635;47;19;1;NAME;x
4636;48;19;1;NAME;x
4637;49;19;1;NAME;x
4638;50;19;1;NAME;x
4639;51;19;1;NAME;x
4640;52;19;1;NAME;x
4641;53;19;1;NAME;x
4642;54;19;1;NAME;x
4643;55;19;1;NAME;x
4644;56;19;1;NAME;x
4645;57;19;1;NAME;x
4646;58;19;1;NAME;x
4647;59;19;1;NAME;x
4648;60;19;1;NAME;x
4649;61;19;1;NAME;x
4650;62;19;1;NAME;x
4651;63;19;1;NAME;x
4652;64;19;1;NAME;x
4653;65;19;1;NAME;x
4654;66;19;1;NAME;x
4655;67;19;1;NAME;x
4656;68;19;1;NAME;x
4657;69;19;1;NAME;x
4658;70;19;1;NAME;x
4659;71;19;1;NAME;x
4660;72;19;1;NAME;x
4661;73;19;1;NAME;x
4662;74;19;1;NAME;x
4663;75;19;1;NAME;x
4664;76;19;1;NAME;x
4665;77;19;1;NAME;x
4666;78;19;1;NAME;x
4667;79;19;1;NAME;x
4668;80;19;1;NAME;x
4669;81;19;1;NAME;x
4670;82;19;1;NAME;x
4671;83;19;1;NAME;x
4672;84;19;1;NAME;x
4673;85;19;1;NAME;x
4674;86;19;1;NAME;x
4675;87;19;1;NAME;x
4676;88;19;1;NAME;x
4677;89;19;1;NAME;x
4678;90;19;1;NAME;x
4679;91;19;1;NAME;x
4680;92;19;1;NAME;x
4681;93;19;1;NAME;x
4682;94;19;1;NAME;x
4683;95;19;1;NAME;x
4684;96;19;1;NAME;x
4685;97;19;1;NAME;x
4686;98;19;1;NAME;x
4687;99;19;1;NAME;x
4688;100;19;1;NAME;x
4689;101;19;1;NAME;x
4690;102;19;1;NAME;x
4691;103;19;1;NAME;x
4692;104;19;1;NAME;x
4693;105;19;1;NAME;x
4694;106;19;1;NAME;x
4695;107;19;1;NAME;x
4696;108;19;1;NAME;x
4697;109;19;1;NAME;x
4698;110;19;1;NAME;x
4699;111;19;1;NAME;x
4700;112;19;1;NAME;x
4701;113;19;1;NAME;x
4702;114;19;1;NAME;x
4703;115;19;1;NAME;x
4704;116;19;1;NAME;x
4705;117;19;1;NAME;x
4706;118;19;1;NAME;x
4707;119;19;1;NAME;x
4708;120;19;1;NAME;x
4709;121;19;1;NAME;x
4710;122;19;1;NAME;x
4711;123;19;1;NAME;x
4712;124;19;1;NAME;x
4713;125;19;1;NAME;x
4714;126;19;1;NAME;x
4715;127;19;1;NAME;x
4716;128;19;1;NAME;x
4717;129;19;1;NAME;x
4718;130;19;1;NAME;x
4719;131;19;1;NAME;x
4720;132;19;1;NAME;x
4721;133;19;1;NAME;x
4722;134;19;1;NAME;x
4723;135;19;1;NAME;x
4724;136;19;1;NAME;x
4725;137;19;1;NAME;x
4726;138;19;1;NAME;x
4727;139;19;1;NAME;x
4728;140;19;1;NAME;x
4729;141;19;1;NAME;x
4730;142;19;1;NAME;x
4731;143;19;1;NAME;x
4732;144;19;1;NAME;x
4733;145;19;1;NAME;x
4734;146;19;1;NAME;x
4735;147;19;1;NAME;x
4736;148;19;1;NAME;x
4737;149;19;1;NAME;x
4738;150;19;1;NAME;x
4739;151;19;1;NAME;x
4740;152;19;1;NAME;x
4741;153;19;1;NAME;x
4742;154;19;1;NAME;x
4743;155;19;1;NAME;x
4744;156;19;1;NAME;x
4745;157;19;1;NAME;x
4746;158;19;1;NAME;x
4747;159;19;1;NAME;x
4748;160;19;1;NAME;x
4749;161;19;1;NAME;x
4750;162;19;1;NAME;x
4751;163;19;1;NAME;x
4752;164;19;1;NAME;x
4753;165;19;1;NAME;x
4754;166;19;1;NAME;x
4755;167;19;1;NAME;x
4756;168;19;1;NAME;x
4757;169;19;1;NAME;x
4758;170;19;1;NAME;x
4759;171;19;1;NAME;x
4760;172;19;1;NAME;x
4761;173;19;1;NAME;x
4762;174;19;1;NAME;x
4763;175;19;1;NAME;x
4764;176;19;1;NAME;x
4765;177;19;1;NAME;x
4766;178;19;1;NAME;x
4767;179;19;1;NAME;x
4768;180;19;1;NAME;x
4769;181;19;1;NAME;x
4770;182;19;1;NAME;x
