lon,lat,population
-99.950000,25.750000,256115.439360
-93.500000,41.700000,256106.349510
-122.500000,38.100000,256096.163463
-121.400000,38.350000,256092.739416
-99.000000,20.000000,256088.219597
-72.750000,41.300000,256087.291473
-82.650000,28.300000,256040.930661
-97.500000,27.850000,256037.488714
-82.400000,22.800000,256025.744764
-97.400000,37.550000,256016.903349
-119.200000,46.400000,256006.679438
-78.450000,35.800000,256005.339729
-122.150000,47.150000,255994.605768
-76.300000,42.900000,255976.765382
-116.400000,43.700000,255926.909672
-102.350000,19.950000,255918.824236
-90.000000,29.750000,255868.583459
-102.250000,17.950000,255866.980597
-85.100000,35.000000,255840.750170
-84.400000,38.250000,255837.552026
-88.450000,41.750000,255814.668704
-83.450000,41.700000,255803.671341
-73.800000,41.500000,255755.176831
-73.650000,42.750000,255661.077848
-121.800000,38.050000,255631.152250
-106.650000,31.500000,255624.188886
-93.550000,41.500000,255557.921083
-75.700000,45.650000,255515.653134
-96.150000,41.250000,255509.981263
-101.400000,27.000000,255480.331337
-109.050000,25.900000,255476.229476
-78.900000,44.050000,255471.269483
-90.200000,32.300000,255454.871593
-74.200000,41.450000,255436.864870
-101.450000,20.850000,255436.816691
-109.100000,25.850000,255429.986707
-81.700000,41.100000,255419.000303
-96.950000,50.000000,255409.457995
-122.400000,38.150000,255393.704835
-97.100000,18.700000,255383.561848
-81.950000,26.700000,255380.943696
-80.300000,36.050000,255358.064841
-86.600000,35.950000,255345.197326
-74.650000,40.200000,255336.364057
-102.250000,20.000000,255325.851058
-80.300000,26.450000,255299.168617
-116.950000,33.850000,255278.871642
-98.050000,26.300000,255264.369509
-82.250000,22.850000,255216.676361
-104.700000,39.600000,255199.968141
-111.850000,41.000000,255168.339337
-121.400000,38.900000,255168.004351
-97.050000,18.700000,255147.719247
-84.100000,33.750000,255101.988169
-103.200000,20.900000,255092.853163
-75.450000,45.450000,255086.103996
-122.450000,38.150000,255083.187184
-95.800000,36.000000,255066.121607
-119.000000,34.100000,255053.284192
-102.150000,19.350000,254960.272249
-117.550000,33.400000,254776.731901
-96.100000,41.100000,254766.585595
-71.750000,45.450000,254749.450837
-119.150000,35.450000,254748.660983
-80.000000,22.300000,254742.478442
-101.000000,20.650000,254723.930198
-84.200000,10.150000,254720.678412
-106.400000,31.950000,254704.602277
-104.700000,24.250000,254678.371363
-104.600000,24.250000,254678.371363
-86.100000,40.050000,254658.956324
-81.400000,28.300000,254650.273954
-118.000000,34.650000,254647.670941
-96.850000,32.550000,254626.874352
-91.850000,14.800000,254624.260224
-91.700000,15.000000,254593.001094
-71.900000,42.150000,254592.388950
-118.450000,34.500000,254588.165367
-80.000000,22.500000,254565.250473
-85.250000,34.900000,254556.436124
-96.800000,32.550000,254536.652960
-106.800000,34.950000,254532.503816
-104.800000,39.450000,254518.669024
-106.750000,52.100000,254507.093472
-85.550000,43.050000,254502.180650
-98.900000,20.250000,254491.043322
-119.300000,34.300000,254410.197902
-78.900000,35.050000,254404.035038
-76.550000,36.900000,254381.603536
-84.600000,39.350000,254381.462824
-79.900000,22.350000,254349.285495
-84.050000,33.900000,254327.854875
-98.050000,26.050000,254326.847910
-79.900000,43.950000,254320.881149
-114.850000,36.150000,254318.895294
-80.050000,25.600000,254293.076136
-97.300000,37.850000,254285.024007
-122.650000,38.300000,254277.876903
-73.350000,41.350000,254206.453334
-96.950000,16.950000,254162.388402
-77.700000,43.250000,254146.299642
-96.100000,19.350000,254115.463877
-79.150000,43.200000,254098.053685
-119.900000,39.650000,254096.826898
-78.700000,43.100000,254085.868403
-88.000000,42.500000,254078.578228
-101.450000,27.000000,254003.792672
-91.800000,14.550000,253995.663186
-88.250000,13.400000,253983.316501
-118.750000,34.100000,253982.000244
-122.100000,38.300000,253950.626739
-80.200000,27.150000,253950.183094
-71.500000,42.750000,253934.442150
-99.200000,18.650000,253914.870450
-81.900000,28.050000,253908.966155
-72.150000,19.650000,253895.228438
-82.600000,27.550000,253800.701838
-78.050000,34.150000,253793.587627
-89.650000,40.750000,253759.795357
-79.600000,8.800000,253746.449926
-96.250000,19.350000,253738.924341
-80.100000,32.900000,253721.266583
-86.300000,32.450000,253682.268390
-80.500000,43.600000,253668.215712
-80.950000,46.400000,253665.408672
-117.200000,33.450000,253661.090815
-97.300000,18.500000,253657.000210
-86.350000,39.950000,253629.471056
-91.250000,30.400000,253621.406983
-79.850000,32.900000,253599.886367
-79.250000,43.150000,253595.999603
-93.550000,41.750000,253594.345985
-75.150000,20.200000,253587.059715
-71.500000,42.700000,253571.681900
-71.800000,42.100000,253545.307352
-95.700000,29.550000,253536.282712
-111.900000,41.250000,253520.686593
-82.550000,38.300000,253467.141245
-122.950000,49.500000,253445.450985
-87.750000,41.400000,253437.993024
-116.200000,43.700000,253427.158731
-87.750000,42.300000,253389.362693
-91.050000,30.400000,253384.132873
-72.700000,18.500000,253348.643338
-117.000000,33.800000,253315.016140
-122.600000,38.400000,253314.821503
-101.500000,20.700000,253269.658976
-76.500000,39.600000,253207.554815
-72.750000,18.500000,253171.258047
-85.100000,41.050000,253169.450879
-72.450000,19.250000,253154.532380
-97.950000,18.950000,253139.462557
-117.300000,34.400000,253116.687097
-80.600000,28.100000,253116.444634
-117.350000,47.600000,253112.819089
-91.000000,14.300000,253111.764931
-111.850000,40.250000,253066.332106
-104.750000,38.650000,253039.199772
-119.650000,39.500000,252981.614684
-101.950000,19.350000,252974.520564
-98.050000,19.450000,252969.920228
-92.050000,14.850000,252926.782918
-94.350000,39.100000,252904.073724
-84.250000,9.750000,252874.277165
-61.300000,10.700000,252869.205878
-121.000000,37.500000,252854.466085
-97.300000,35.600000,252850.623720
-82.350000,28.200000,252837.946392
-77.700000,43.050000,252829.563858
-73.550000,41.300000,252814.764930
-102.150000,22.100000,252804.978255
-74.200000,39.950000,252797.531198
-121.750000,37.950000,252770.575567
-86.600000,34.750000,252719.325348
-90.650000,38.600000,252680.534014
-76.550000,36.950000,252647.216087
-85.950000,38.100000,252646.179345
-101.500000,20.750000,252618.768595
-74.200000,41.500000,252601.203968
-80.100000,32.850000,252597.121344
-103.050000,20.500000,252591.274545
-78.600000,36.000000,252589.186108
-76.250000,20.750000,252568.235639
-121.050000,37.800000,252548.234439
-73.550000,45.850000,252541.983962
-123.300000,49.400000,252534.055641
-122.000000,38.250000,252499.733558
-101.400000,20.450000,252496.068703
-85.300000,35.200000,252411.905253
-97.000000,19.700000,252411.304065
-79.850000,22.400000,252358.416801
-72.300000,19.750000,252347.041620
-76.350000,20.800000,252339.907192
-122.250000,38.200000,252338.582152
-79.150000,43.000000,252307.818629
-92.250000,14.800000,252291.244210
-74.150000,41.600000,252284.097545
-80.100000,25.550000,252282.820449
-96.950000,33.300000,252279.637705
-61.300000,10.550000,252254.712267
-72.700000,18.550000,252241.906730
-82.750000,38.500000,252235.878205
-72.750000,19.100000,252232.524708
-90.300000,29.950000,252232.353098
-61.000000,14.650000,252216.527077
-102.500000,22.850000,252213.514282
-105.150000,20.650000,252202.333495
-108.950000,25.700000,252200.540090
-88.200000,42.350000,252182.658185
-95.600000,29.700000,252180.367481
-81.950000,33.500000,252154.446851
-99.150000,23.850000,252133.134846
-91.050000,14.900000,252082.566840
-117.100000,33.250000,252079.672317
-105.300000,20.700000,252069.668322
-89.500000,40.700000,252053.914807
-87.300000,41.600000,252049.662497
-98.050000,22.400000,252048.900284
-78.000000,21.300000,252038.495937
-80.600000,28.150000,252033.951316
-100.800000,25.550000,252013.376907
-72.450000,41.900000,251988.175491
-101.800000,33.600000,251900.846595
-87.800000,42.750000,251896.627656
-94.350000,18.250000,251873.731757
-102.250000,19.950000,251865.781883
-71.500000,42.950000,251850.824505
-119.200000,34.100000,251844.314232
-88.050000,30.650000,251828.573353
-90.500000,14.300000,251820.218326
-90.550000,19.800000,251819.124093
-75.500000,39.850000,251807.419346
-90.300000,38.900000,251793.087502
-122.950000,45.600000,251790.038125
-111.150000,32.100000,251770.022722
-73.800000,41.250000,251765.095953
-86.600000,14.000000,251761.668825
-98.650000,19.250000,251761.160233
-90.350000,15.400000,251760.744134
-84.600000,34.000000,251735.349644
-72.800000,41.950000,251730.008477
-97.450000,20.600000,251728.882507
-78.650000,42.950000,251719.977605
-95.900000,36.300000,251705.708707
-122.500000,37.500000,251697.649428
-97.600000,30.550000,251671.886954
-101.850000,33.550000,251665.942451
-87.850000,42.700000,251646.902833
-121.150000,37.700000,251632.807984
-81.050000,34.000000,251632.282735
-92.900000,44.750000,251626.748548
-87.100000,12.600000,251602.364789
-118.550000,34.050000,251578.585655
-93.750000,32.550000,251563.723251
-79.250000,43.050000,251548.811009
-98.650000,19.300000,251545.237432
-74.100000,41.250000,251490.886751
-88.000000,30.700000,251487.249755
-96.350000,19.050000,251480.897194
-91.450000,14.500000,251475.294084
-61.000000,14.600000,251464.982720
-119.150000,34.350000,251462.675343
-89.550000,40.600000,251450.164904
-77.900000,34.400000,251439.248553
-97.500000,27.750000,251430.467903
-70.950000,41.950000,251430.223998
-79.950000,26.750000,251406.712667
-82.800000,38.400000,251380.491266
-74.850000,39.750000,251377.532512
-90.300000,30.000000,251345.988111
-81.200000,43.150000,251336.424405
-79.950000,32.700000,251326.924818
-122.200000,37.250000,251310.432865
-84.450000,34.150000,251273.177275
-79.950000,22.300000,251267.509628
-102.450000,22.800000,251259.770747
-92.300000,34.650000,251234.913532
-102.000000,19.300000,251218.534810
-86.700000,33.300000,251213.104916
-61.650000,10.700000,251212.755633
-71.000000,41.750000,251182.624131
-85.200000,41.150000,251090.821025
-92.300000,14.900000,251050.167747
-97.250000,50.100000,251049.735367
-96.850000,18.850000,251048.413810
-97.500000,20.500000,251008.424527
-88.150000,13.550000,251000.124064
-75.500000,40.600000,250971.373696
-123.450000,48.600000,250964.051907
-104.850000,24.200000,250963.504896
-104.450000,24.200000,250963.504896
-118.100000,34.350000,250957.517321
-92.800000,17.900000,250950.511781
-102.250000,18.000000,250940.853979
-84.250000,39.550000,250937.878144
-100.700000,20.650000,250912.916016
-97.350000,27.700000,250896.732261
-118.500000,34.550000,250865.579949
-86.900000,36.350000,250843.790474
-119.800000,36.550000,250800.076833
-92.050000,14.900000,250783.375513
-90.150000,32.300000,250776.561363
-109.950000,22.900000,250709.491970
-112.150000,40.700000,250699.175338
-63.400000,44.650000,250693.645753
-101.850000,33.650000,250693.331480
-81.450000,28.800000,250687.992770
-103.650000,19.250000,250679.634955
-95.700000,29.700000,250659.692098
-98.000000,19.350000,250654.739545
-87.700000,42.900000,250638.773058
-81.150000,19.350000,250628.546408
-91.100000,14.950000,250605.029496
-70.800000,42.200000,250600.530349
-84.250000,39.900000,250597.495666
-123.000000,45.000000,250590.015770
-94.750000,38.800000,250551.095355
-77.300000,37.550000,250502.267776
-72.650000,18.550000,250491.115267
-95.950000,19.200000,250488.372020
-98.750000,20.300000,250471.765413
-97.500000,37.700000,250404.628017
-87.800000,42.500000,250401.416334
-87.200000,30.400000,250391.530401
-106.300000,23.400000,250391.290408
-65.900000,18.500000,250369.970688
-81.350000,41.050000,250355.087894
-79.950000,25.950000,250350.054403
-122.150000,38.250000,250340.910524
-91.150000,15.000000,250340.063250
-117.400000,33.700000,250309.611475
-102.100000,19.300000,250301.430886
-81.600000,28.350000,250294.266364
-120.900000,37.500000,250281.199271
-76.650000,39.550000,250260.772786
-91.100000,30.350000,250242.661389
-75.500000,40.000000,250235.163958
-117.300000,33.500000,250203.148343
-102.050000,19.550000,250199.388062
-81.400000,43.050000,250168.005471
-90.600000,19.850000,250164.621923
-87.250000,30.500000,250164.175943
-88.350000,13.450000,250163.473380
-110.300000,24.150000,250141.000000
-91.350000,14.550000,250119.230258
-90.700000,38.650000,250119.208151
-71.350000,41.550000,250068.031103
-95.750000,29.800000,250033.366714
-106.450000,35.050000,250030.329529
-75.400000,40.200000,250024.917372
-104.900000,40.050000,249995.598267
-81.100000,34.000000,249952.736230
-79.700000,36.050000,249941.044673
-86.600000,33.500000,249933.683329
-119.250000,46.100000,249914.974223
-97.850000,19.000000,249905.456840
-74.000000,45.250000,249883.250083
-91.400000,15.050000,249878.465427
-123.000000,44.950000,249858.972295
-91.050000,30.500000,249840.968978
-111.850000,41.150000,249771.884492
-98.550000,20.200000,249753.857656
-85.100000,35.050000,249749.408126
-122.200000,47.100000,249731.517231
-121.150000,37.650000,249728.130921
-100.950000,20.350000,249727.639110
-117.000000,33.700000,249719.163215
-157.650000,21.450000,249699.806082
-71.000000,41.700000,249699.428296
-99.250000,18.650000,249680.256929
-97.450000,18.550000,249679.573348
-101.900000,33.600000,249667.082629
-85.300000,34.900000,249661.514264
-81.850000,26.700000,249653.484915
-72.400000,42.150000,249643.480244
-121.600000,38.800000,249615.591737
-157.700000,21.150000,249606.587381
-116.700000,31.750000,249601.950070
-99.650000,16.700000,249598.843246
-82.600000,28.300000,249595.479794
-77.600000,38.800000,249549.689347
-79.100000,42.900000,249546.161414
-61.400000,10.800000,249538.519730
-97.350000,50.000000,249512.420337
-98.550000,19.200000,249511.353652
-106.700000,52.050000,249479.472154
-106.600000,52.050000,249479.472154
-89.650000,13.900000,249442.512114
-78.750000,42.750000,249415.573240
-70.800000,42.100000,249360.691714
-87.950000,15.750000,249355.610873
-102.300000,20.050000,249350.499508
-80.150000,40.250000,249344.233626
-123.000000,45.450000,249338.909566
-119.700000,36.550000,249318.116546
-117.400000,34.500000,249312.856627
-109.100000,25.750000,249311.789583
-110.750000,32.300000,249272.549663
-75.450000,45.400000,249260.812227
-119.750000,39.700000,249256.593010
-76.650000,17.800000,249242.603937
-81.200000,19.200000,249224.140759
-81.950000,28.000000,249223.433644
-104.950000,38.750000,249221.232484
-80.050000,22.500000,249190.941376
-86.650000,14.100000,249187.709545
-116.200000,43.500000,249163.858093
-82.150000,27.900000,249162.829808
-97.750000,30.650000,249143.416380
-118.650000,34.550000,249052.576392
-117.250000,34.400000,249046.120265
-88.400000,41.650000,249032.382599
-86.600000,14.100000,249031.518024
-93.550000,44.750000,249005.016936
-112.150000,40.550000,248997.496186
-73.850000,42.600000,248994.484563
-83.350000,42.100000,248980.566705
-122.650000,49.400000,248979.671042
-86.650000,34.750000,248965.246765
-75.500000,40.100000,248946.335294
-118.200000,34.750000,248944.021088
-78.900000,36.100000,248913.636433
-81.800000,26.700000,248892.436158
-100.650000,20.650000,248887.171860
-77.400000,38.600000,248859.837413
-72.850000,40.850000,248845.694781
-112.050000,40.400000,248845.073397
-88.000000,42.800000,248842.875879
-79.900000,32.950000,248798.304511
-75.400000,39.800000,248796.337039
-78.950000,35.050000,248695.209688
-92.100000,14.950000,248688.845080
-122.500000,49.100000,248688.210517
-72.650000,18.350000,248677.004976
-74.800000,39.850000,248619.030655
-84.000000,10.150000,248617.447729
-84.450000,38.900000,248607.389849
-97.450000,27.700000,248599.436331
-76.000000,42.900000,248592.357129
-94.550000,18.250000,248567.816518
-74.650000,40.150000,248565.647271
-80.650000,28.150000,248557.040010
-82.600000,42.950000,248556.851683
-79.200000,44.050000,248551.558777
-82.250000,27.750000,248527.090766
-96.150000,36.050000,248503.035938
-91.750000,14.900000,248473.911023
-84.000000,39.850000,248450.521671
-87.000000,14.250000,248418.059409
-81.300000,43.150000,248386.045213
-121.000000,37.800000,248380.356220
-90.400000,15.450000,248380.111744
-77.350000,39.300000,248373.038082
-77.050000,17.950000,248322.138771
-79.050000,36.000000,248321.866278
-82.200000,28.050000,248296.594735
-92.150000,14.800000,248273.791293
-75.500000,40.650000,248237.605531
-82.550000,27.550000,248216.264188
-118.850000,34.350000,248181.052174
-96.750000,19.650000,248162.460909
-97.400000,37.850000,248160.450643
-90.200000,32.350000,248154.268661
-86.600000,33.550000,248142.306226
-88.100000,30.700000,248137.669221
-82.700000,27.600000,248133.071214
-119.100000,35.500000,248101.909688
-118.000000,34.600000,248100.843132
-81.400000,28.850000,248098.125125
-122.050000,38.300000,248088.335372
-113.850000,50.850000,248081.810096
-81.500000,40.900000,248062.417175
-117.050000,33.200000,248045.696571
-90.500000,19.850000,248037.114296
-97.750000,22.450000,248036.595935
-71.000000,41.800000,248031.627462
-97.700000,35.300000,247996.983081
-81.150000,28.750000,247987.189240
-92.250000,15.000000,247975.377107
-97.350000,49.800000,247894.714985
-96.950000,49.800000,247894.714985
-72.400000,42.100000,247882.701508
-92.200000,15.000000,247871.285376
-92.200000,34.850000,247869.918976
-84.200000,33.550000,247772.315163
-122.750000,45.750000,247721.680079
-71.850000,42.400000,247711.624009
-86.650000,14.000000,247698.449551
-122.700000,38.500000,247691.370911
-118.200000,34.550000,247666.270975
-87.050000,12.550000,247648.967056
-105.050000,39.450000,247561.907778
-94.650000,17.950000,247557.373466
-93.450000,45.300000,247538.984613
-106.700000,31.850000,247515.868382
-80.050000,22.300000,247470.540467
-123.500000,48.450000,247444.005268
-83.450000,41.600000,247415.851749
-89.900000,30.050000,247405.247765
-91.100000,30.550000,247392.779801
-97.700000,30.650000,247376.159391
-80.250000,36.000000,247371.453272
-101.050000,20.450000,247363.192699
-105.050000,40.100000,247342.563282
-106.450000,35.250000,247338.519079
-80.050000,32.750000,247282.550431
-71.850000,42.100000,247271.882036
-74.950000,40.450000,247270.641608
-80.300000,36.150000,247267.003015
-83.600000,42.500000,247251.809780
-90.150000,29.750000,247240.474229
-102.600000,22.850000,247209.150874
-122.550000,38.000000,247190.326765
-86.550000,14.050000,247181.733475
-100.950000,29.300000,247125.763632
-71.500000,42.650000,247113.279579
-82.550000,28.300000,247101.667793
-87.800000,15.400000,247086.846897
-100.700000,20.700000,247083.456224
-117.450000,33.050000,247061.087600
-71.000000,41.900000,247052.607288
-77.400000,39.250000,247051.047035
-78.950000,42.750000,247042.755539
-109.750000,22.950000,247035.070638
-96.900000,18.750000,247010.649951
-101.950000,19.500000,246999.339298
-92.400000,34.750000,246989.350023
-94.450000,38.850000,246960.635122
-66.300000,18.450000,246958.556163
-93.600000,44.800000,246902.858795
-73.100000,41.700000,246900.262692
-82.800000,40.150000,246830.447826
-102.100000,21.800000,246823.091256
-96.150000,41.200000,246810.942621
-86.450000,12.350000,246800.472373
-123.450000,48.400000,246790.606457
-97.250000,49.700000,246765.368012
-97.050000,49.700000,246765.368012
-103.350000,20.350000,246755.873951
-84.350000,39.700000,246747.486235
-61.650000,10.600000,246741.151025
-109.750000,23.000000,246715.929575
-76.150000,39.550000,246713.381187
-87.800000,42.800000,246709.288178
-73.950000,45.250000,246687.331066
-83.400000,42.700000,246683.843503
-98.300000,29.200000,246671.176408
-117.150000,33.350000,246648.231696
-98.100000,26.350000,246645.570331
-105.250000,40.050000,246624.498147
-72.600000,41.550000,246622.398455
-75.150000,20.100000,246620.845438
-88.350000,13.500000,246612.914996
-88.000000,15.750000,246592.199612
-106.500000,23.100000,246586.735821
-120.850000,37.700000,246479.511212
-117.400000,34.550000,246443.621625
-86.200000,11.850000,246420.914133
-87.050000,12.600000,246400.737717
-75.600000,45.650000,246357.298921
-84.150000,34.150000,246311.164102
-76.350000,42.950000,246307.956484
-79.100000,43.200000,246288.188304
-78.900000,35.100000,246271.812313
-95.750000,29.600000,246236.260722
-97.000000,18.700000,246230.253349
-97.350000,18.550000,246226.183523
-78.050000,21.400000,246222.875386
-79.800000,35.900000,246217.827494
-73.800000,41.450000,246199.241159
-116.600000,31.700000,246153.024431
-75.250000,20.100000,246121.137692
-117.050000,34.100000,246115.860887
-71.600000,42.450000,246088.525847
-98.850000,18.750000,246072.848745
-77.600000,43.000000,246071.268672
-74.150000,39.950000,246069.677440
-80.050000,36.000000,246045.283615
-99.500000,17.550000,246040.068607
-71.550000,42.450000,246036.350832
-106.550000,23.150000,245978.787599
-89.300000,43.150000,245959.835072
-78.750000,43.900000,245955.534835
-87.750000,43.200000,245934.025935
-81.150000,28.600000,245911.382686
-120.000000,36.850000,245894.310997
-83.900000,9.750000,245878.065087
-76.300000,43.250000,245847.175463
-94.600000,38.800000,245847.151963
-76.150000,20.800000,245836.946630
-91.650000,15.050000,245836.291436
-80.600000,28.050000,245812.484425
-104.600000,38.850000,245781.688287
-95.750000,41.150000,245778.290274
-71.600000,41.650000,245767.700882
-89.500000,40.650000,245755.160689
-87.950000,15.800000,245755.039373
-102.450000,22.700000,245741.585083
-87.050000,14.300000,245734.227740
-77.500000,43.250000,245711.042174
-81.450000,40.900000,245700.392708
-91.200000,30.350000,245690.502094
-122.950000,45.350000,245688.769209
-117.250000,33.450000,245677.307568
-82.850000,42.700000,245653.979260
-81.800000,30.550000,245618.942638
-86.400000,32.400000,245613.636426
-91.350000,15.050000,245606.431478
-87.000000,36.000000,245600.682489
-95.750000,29.650000,245577.496744
-121.450000,38.850000,245565.135931
-77.750000,43.150000,245564.287822
-110.800000,32.400000,245538.597424
-80.150000,35.950000,245529.895168
-78.450000,35.850000,245512.521203
-102.450000,22.100000,245476.018305
-80.250000,43.350000,245436.155255
-66.300000,18.400000,245424.600116
-79.200000,43.200000,245424.375645
-81.750000,26.450000,245414.160570
-119.150000,46.400000,245412.136791
-104.900000,39.400000,245387.350759
-90.550000,19.900000,245385.884502
-74.600000,40.900000,245349.884548
-93.800000,41.600000,245331.126872
-123.100000,45.000000,245323.500952
-77.800000,21.300000,245318.916460
-121.750000,38.050000,245312.224131
-84.550000,39.400000,245293.905483
-77.300000,37.500000,245271.234892
-158.050000,21.150000,245256.093457
-80.200000,35.950000,245235.291275
-84.050000,33.950000,245189.575289
-88.050000,30.750000,245188.932388
-91.900000,14.800000,245186.720263
-116.950000,33.800000,245132.250098
-94.400000,17.950000,245123.534146
-99.450000,19.050000,245122.266970
-106.550000,23.350000,245102.176242
-106.500000,23.400000,245102.176242
-81.350000,41.450000,245070.315445
-88.300000,13.400000,245068.018889
-116.350000,33.750000,245051.125782
-80.550000,43.300000,245031.598877
-106.800000,35.300000,245025.100190
-119.150000,34.100000,244977.072963
-77.950000,34.400000,244946.261889
-77.850000,34.150000,244942.444965
-87.250000,30.400000,244905.764593
-81.950000,28.050000,244894.301486
-72.700000,18.350000,244870.425516
-70.800000,42.150000,244856.714801
-76.300000,20.750000,244828.502325
-101.500000,26.850000,244801.954558
-122.700000,38.300000,244785.227990
-99.950000,25.500000,244776.937722
-105.200000,20.600000,244761.658291
-72.650000,41.500000,244749.487712
-73.500000,45.850000,244746.825801
-102.150000,17.950000,244719.556898
-72.300000,19.700000,244716.627728
-85.200000,41.050000,244688.711332
-93.750000,32.500000,244658.440807
-121.400000,37.750000,244658.025253
-104.750000,39.950000,244646.290043
-90.950000,14.250000,244643.632078
-72.450000,19.200000,244634.718239
-102.650000,22.750000,244611.531700
-90.950000,14.850000,244599.127776
-118.850000,35.250000,244575.833734
-73.700000,45.850000,244568.083043
-82.450000,35.500000,244566.299158
-123.100000,44.950000,244558.703774
-87.800000,43.250000,244542.901309
-84.650000,33.800000,244538.207064
-87.150000,30.450000,244534.998448
-82.950000,42.750000,244524.340142
-111.650000,40.450000,244516.799053
-95.000000,29.750000,244506.430626
-90.300000,15.450000,244488.898762
-91.750000,14.850000,244479.126971
-79.850000,40.600000,244466.652061
-112.100000,40.450000,244451.812433
-96.900000,33.300000,244415.741037
-77.050000,18.050000,244411.932856
-98.000000,26.150000,244403.998128
-118.250000,34.650000,244361.011344
-99.250000,23.750000,244349.022187
-99.150000,23.650000,244349.022187
-99.050000,23.750000,244349.022187
-78.800000,44.000000,244339.905698
-122.600000,38.350000,244336.884164
-72.750000,42.250000,244271.868513
-72.100000,19.750000,244228.404387
-82.650000,38.550000,244183.128614
-84.350000,39.400000,244176.038748
-96.650000,33.350000,244171.130567
-80.500000,27.300000,244161.832825
-90.550000,14.300000,244131.670093
-75.250000,20.200000,244113.060466
-96.250000,18.950000,244106.883989
-97.000000,19.350000,244105.648726
-114.950000,35.900000,244100.636247
-71.150000,42.900000,244092.975492
-101.350000,19.900000,244086.957022
-74.500000,41.000000,244063.184230
-90.150000,32.350000,244011.106779
-81.350000,41.000000,244010.502450
-114.850000,36.000000,243968.835032
-96.900000,19.050000,243944.812566
-87.800000,42.700000,243925.658563
-80.150000,36.150000,243898.331825
-103.800000,19.250000,243872.370577
-74.250000,40.050000,243853.167482
-88.450000,42.100000,243839.154321
-72.400000,42.050000,243824.913843
-117.300000,47.650000,243816.503825
-95.350000,29.500000,243811.931071
-104.650000,38.700000,243774.622615
-82.150000,28.050000,243762.791850
-86.400000,32.450000,243753.443183
-80.100000,22.350000,243746.733076
-89.650000,40.600000,243746.406337
-93.800000,41.650000,243625.501584
-92.950000,17.800000,243622.373584
-111.050000,32.000000,243614.330932
-81.050000,34.050000,243530.366621
-117.900000,34.300000,243499.656003
-74.000000,41.700000,243462.768245
-81.150000,28.650000,243447.098940
-122.500000,49.150000,243417.198865
-105.300000,20.650000,243391.827307
-80.100000,35.950000,243386.138476
-123.500000,48.550000,243383.152249
-87.100000,12.550000,243353.654994
-122.750000,38.350000,243349.783693
-84.200000,39.550000,243340.373570
-97.400000,26.100000,243304.338463
-88.000000,15.800000,243302.747114
-82.800000,38.450000,243297.212002
-119.250000,46.400000,243237.159699
-73.800000,41.350000,243181.878543
-76.150000,39.500000,243139.439971
-104.750000,21.400000,243131.776125
-102.350000,20.050000,243126.984003
-78.950000,36.100000,243117.355492
-72.400000,19.250000,243106.276438
-80.650000,28.100000,243077.418671
-118.050000,34.750000,243070.627229
-94.700000,38.800000,243053.971654
-105.200000,40.100000,243032.732493
-121.700000,36.750000,243018.192933
-88.000000,30.650000,243007.924896
-85.050000,32.350000,242997.747581
-79.050000,35.900000,242966.885626
-114.750000,32.500000,242899.470970
-74.100000,45.250000,242899.422034
-82.050000,26.550000,242894.091395
-80.350000,27.100000,242876.256279
-158.100000,21.200000,242859.473884
-115.250000,32.500000,242826.984695
-118.700000,34.100000,242821.498663
-122.900000,47.050000,242807.403517
-121.700000,36.700000,242784.098930
-79.900000,32.700000,242767.124584
-81.200000,28.850000,242756.768515
-81.150000,42.850000,242752.546813
-121.700000,37.150000,242739.118840
-79.750000,43.050000,242738.910127
-97.700000,22.400000,242706.027664
-112.100000,41.250000,242676.296363
-71.200000,42.900000,242614.061991
-76.600000,39.550000,242607.999479
-101.350000,19.500000,242582.944352
-89.600000,13.900000,242576.490475
-95.050000,29.800000,242512.832790
-117.200000,32.950000,242496.261235
-87.100000,12.650000,242495.914649
-97.200000,18.950000,242488.935051
-98.400000,19.450000,242478.027736
-98.700000,29.200000,242470.727614
-80.250000,27.100000,242467.161126
-73.800000,41.400000,242461.741924
-118.900000,35.200000,242459.949847
-80.200000,40.300000,242431.547302
-82.050000,41.500000,242378.957271
-119.350000,46.250000,242363.892328
-82.700000,38.300000,242356.366830
-81.100000,34.050000,242351.620648
-119.100000,34.350000,242344.172205
-102.200000,17.900000,242329.914297
-100.050000,16.700000,242288.710870
-80.100000,22.450000,242285.280151
-86.100000,11.800000,242254.541271
-104.850000,21.350000,242245.569699
-60.950000,14.600000,242215.416305
-104.450000,23.850000,242203.716167
-72.850000,40.800000,242203.033759
-74.550000,40.950000,242181.197498
-122.050000,47.300000,242158.674244
-77.100000,39.300000,242131.269374
-77.800000,34.200000,242126.359206
-110.050000,27.500000,242093.772672
-118.500000,33.700000,242091.517763
-90.200000,30.150000,242089.460361
-80.050000,36.050000,242061.201710
-103.650000,19.300000,242026.248784
-96.050000,41.050000,242016.135428
-73.800000,41.300000,242012.205120
-100.150000,25.450000,241997.761270
-98.800000,20.300000,241996.302092
-122.600000,38.450000,241986.195335
-85.100000,35.100000,241975.477407
-122.850000,47.050000,241973.905298
-111.950000,33.150000,241971.712770
-84.650000,33.750000,241967.208452
-80.000000,43.100000,241928.770319
-71.300000,41.550000,241924.178700
-103.050000,20.650000,241896.429054
-74.800000,40.300000,241885.595513
-78.950000,35.100000,241883.536795
-81.850000,30.500000,241836.186015
-74.100000,40.050000,241808.755486
