segment_id,level,province_count,endpoint_a,endpoint_b,vp_a,vp_b,regional_floor,endpoint_boost,boost_reason,state_a,state_b,owner_a,owner_b,province_list
227,3,5,4251,2088,0,0,3,2,none,"Houston, GA","Houston, GA",USG,USG,4251 6271 3380 2208 2088
228,3,4,2088,1661,0,10,3,2,none,"Houston, GA","Thomas, GA",USG,USG,2088 6315 926 1661
229,3,2,1661,3930,10,0,3,2,none,"Thomas, GA","Thomas, GA",USG,USG,1661 3930
230,3,2,3930,1261,0,0,3,2,none,"Thomas, GA","Lowndes, GA",USG,USG,3930 1261
231,3,2,1261,2711,0,0,3,2,none,"Lowndes, GA","Lowndes, GA",USG,USG,1261 2711
232,5,4,6234,4251,33,0,3,5,dense_metro,"South Metro Atlanta, GA","Houston, GA",USG,USG,6234 2374 1915 4251
233,3,4,2046,5082,0,0,3,2,none,"Muscogee, GA","Muscogee, GA",USG,USG,2046 565 2929 5082
234,3,2,5082,2088,0,0,3,2,none,"Muscogee, GA","Houston, GA",USG,USG,5082 2088
235,3,5,5082,874,0,0,3,2,none,"Muscogee, GA","Montgomery, Al",USG,ALF,5082 3865 4182 2461 874
236,3,2,874,1912,0,25,3,3,regional_city,"Montgomery, Al","Montgomery, Al",ALF,ALF,874 1912
237,3,6,1661,379,10,10,3,2,none,"Thomas, GA","Dothan, AL",USG,GCC,1661 2508 6349 632 6341 379
238,3,2,2711,4370,0,0,3,2,none,"Lowndes, GA","Lowndes, GA",USG,USG,2711 4370
239,3,2,4370,2678,0,0,3,2,none,"Lowndes, GA",da,USG,JMA,4370 2678
240,4,2,2678,6348,0,35,3,4,city_link,da,da,JMA,JMA,2678 6348
241,5,3,6348,1017,35,0,3,5,dense_metro,da,"Duval, FL",JMA,JMA,6348 4062 1017
242,5,3,1017,6390,0,0,3,5,dense_metro,"Duval, FL","Daytona Beach, FL",JMA,CFC,1017 2671 6390
243,5,4,6390,2190,0,0,3,5,dense_metro,"Daytona Beach, FL","Miami-Dade, FL",CFC,SFM,6390 4036 818 2190
244,5,6,2190,3556,0,40,3,5,dense_metro,"Miami-Dade, FL","Miami-Dade, FL",SFM,SFM,2190 3757 1235 2527 3909 3556
245,5,4,2190,4002,0,0,3,5,dense_metro,"Miami-Dade, FL","Hillsborough, FL",SFM,CFC,2190 4797 6424 4002
246,5,5,4002,6390,0,0,3,5,dense_metro,"Hillsborough, FL","Daytona Beach, FL",CFC,CFC,4002 3331 4533 6399 6390
247,5,4,4002,6423,0,0,3,5,dense_metro,"Hillsborough, FL","Hillsborough, FL",CFC,CFC,4002 3866 6427 6423
248,5,8,4002,3302,0,0,3,5,dense_metro,"Hillsborough, FL","Alachua, FL",CFC,CFC,4002 6406 3397 6396 239 6381 2754 3302
249,4,2,3302,6348,0,35,3,4,city_link,"Alachua, FL",da,CFC,JMA,3302 6348
250,4,3,6348,3930,35,0,3,4,city_link,da,"Thomas, GA",JMA,USG,6348 3481 3930
251,3,8,3302,1022,0,0,3,2,none,"Alachua, FL","Escambia, FL",CFC,GCC,3302 6353 6360 4591 1801 1534 2067 1022
252,5,3,1017,6348,0,35,3,5,dense_metro,"Duval, FL",da,JMA,JMA,1017 1405 6348
253,3,2,1261,4370,0,0,3,2,none,"Lowndes, GA","Lowndes, GA",USG,USG,1261 4370
254,3,5,2678,4490,0,0,3,2,none,da,"Chatham, GA",JMA,USG,2678 6337 2667 95 4490
255,5,6,6140,3935,0,0,3,5,dense_metro,"Jackson, TN","Memphis, TN",TMA,TMA,6140 1963 4211 2093 1965 3935
256,5,2,3935,6205,0,6,3,5,dense_metro,"Memphis, TN","Oxford, MS",TMA,AMA,3935 6205
257,3,6,6205,4636,6,0,3,2,none,"Oxford, MS","Greenville, MS",AMA,AMA,6205 1470 4688 6236 4391 4636
258,3,5,4636,144,0,0,3,2,none,"Greenville, MS","Jackson, MS",AMA,NOM,4636 2058 6294 6306 144
259,3,4,144,2328,0,0,3,2,none,"Jackson, MS","Baton Rouge, LA",NOM,NOM,144 4254 4960 2328
260,4,3,2328,2606,0,40,2,4,city_link,"Baton Rouge, LA","New Orleans, LA",NOM,NOM,2328 1888 2606
261,3,5,6205,2472,6,0,3,2,none,"Oxford, MS","Tupelo, MS",AMA,BIR,6205 21 58 1607 2472
262,3,4,6256,4636,0,0,3,2,none,"Tupelo, MS","Greenville, MS",BIR,AMA,6256 3645 6259 4636
263,3,4,144,2202,0,0,3,2,none,"Jackson, MS","Meridian, MS",NOM,BIR,144 4385 6307 2202
264,3,2,2202,1436,0,0,3,2,none,"Meridian, MS","Meridian, MS",BIR,BIR,2202 1436
265,3,3,2202,412,0,0,3,2,none,"Meridian, MS","Hattiesburg, MS",BIR,BIR,2202 4547 412
266,3,3,412,4109,0,0,3,2,none,"Hattiesburg, MS","Gulfport, MS",BIR,GCC,412 6351 4109
267,3,2,4109,6358,0,0,3,2,none,"Gulfport, MS","Mobile, AL",GCC,GCC,4109 6358
268,3,5,412,953,0,0,3,2,none,"Hattiesburg, MS","Baton Rouge, LA",BIR,NOM,412 1101 4689 3753 953
269,4,2,953,2606,0,40,3,4,city_link,"Baton Rouge, LA","New Orleans, LA",NOM,NOM,953 2606
270,3,4,953,4109,0,0,3,2,none,"Baton Rouge, LA","Gulfport, MS",NOM,GCC,953 4781 3908 4109
271,3,4,4109,203,0,0,3,2,none,"Gulfport, MS","Butler, AL",GCC,ALF,4109 725 6359 203
272,3,3,203,2424,0,0,3,2,none,"Butler, AL","Butler, AL",ALF,ALF,203 6338 2424
273,3,3,2424,1912,0,25,3,3,regional_city,"Butler, AL","Montgomery, Al",ALF,ALF,2424 1384 1912
274,3,3,4851,203,0,0,3,2,none,"Escambia, FL","Butler, AL",GCC,ALF,4851 3695 203
275,3,2,203,2424,0,0,3,2,none,"Butler, AL","Butler, AL",ALF,ALF,203 2424
276,3,6,4851,1022,0,0,3,2,none,"Escambia, FL","Escambia, FL",GCC,GCC,4851 2553 6354 1401 1718 1022
277,3,2,6277,2284,0,0,3,2,none,"Tuscaloosa, AL","Autauga, AL",BIR,BIR,6277 2284
278,3,5,1912,2046,25,0,3,3,regional_city,"Montgomery, Al","Muscogee, GA",ALF,USG,1912 6286 2580 2596 2046
279,3,5,144,6309,0,0,3,2,none,"Jackson, MS","Monroe, LA",NOM,NOM,144 6321 1251 328 6309
280,2,3,6309,6317,0,0,2,2,none,"Monroe, LA","Shreveport, LA",NOM,NOM,6309 4474 6317
281,2,4,6317,3276,0,0,2,2,none,"Shreveport, LA","Shreveport, LA",NOM,STX,6317 4457 525 3276
282,2,4,3276,6350,0,0,2,2,none,"Shreveport, LA","Natchitoches, LA",STX,NOM,3276 138 1970 6350
283,2,3,6350,2315,0,0,2,2,none,"Natchitoches, LA","Lake Charles, LA",NOM,NOM,6350 2956 2315
284,2,2,2315,6387,0,0,2,2,none,"Lake Charles, LA","Lake Charles, LA",NOM,NOM,2315 6387
285,3,9,1221,2260,0,0,3,2,none,"Springfield, IL","Kankakee, IL",USM,NGI,1221 1716 2355 3498 1919 1315 1840 5879 2260
286,5,2,2260,5848,0,16,3,5,dense_metro,"Kankakee, IL","Chicago Metro, IL",NGI,EFG,2260 5848
287,5,3,5820,2119,0,0,3,5,dense_metro,"Chicago Metro, IL","Chicago Metro, IL",EFG,EFG,5820 5817 2119
288,5,4,2119,3160,0,0,3,5,dense_metro,"Chicago Metro, IL","Rockford, IL",EFG,EFG,2119 5812 1397 3160
289,3,6,3160,497,0,0,3,2,none,"Rockford, IL","La Crosse, WI",EFG,SWI,3160 5062 3043 4683 714 497
290,3,4,497,2764,0,0,3,2,none,"La Crosse, WI","Eau Claire, WI",SWI,SWI,497 5714 1125 2764
291,3,2,2764,5656,0,0,3,2,none,"Eau Claire, WI","Eau Claire, WI",SWI,SWI,2764 5656
292,3,2,5656,3781,0,0,3,2,none,"Eau Claire, WI","Eau Claire, WI",SWI,SWI,5656 3781
293,3,4,3781,1184,0,0,3,2,none,"Eau Claire, WI","Isanti, MN",SWI,SMN,3781 4101 854 1184
294,3,2,1184,5587,0,6,3,2,none,"Isanti, MN","Superior, WI",SMN,SWI,1184 5587
295,3,6,5587,3983,6,0,3,2,none,"Superior, WI","Duluth, MN",SWI,SMN,5587 2032 2418 3607 2808 3983
296,3,6,3983,4829,0,0,3,2,none,"Duluth, MN","Hanover, MB",SMN,CAN,3983 3408 2710 4098 108 4829
297,3,2,4829,2736,0,0,3,2,none,"Hanover, MB","Hanover, MB",CAN,CAN,4829 2736
298,3,2,2736,4189,0,0,3,2,none,"Hanover, MB","Hanover, MB",CAN,CAN,2736 4189
299,3,2,4189,5449,0,0,3,2,none,"Hanover, MB","Brandon, MB",CAN,CAN,4189 5449
300,3,2,5449,5437,0,33,3,4,city_link,"Brandon, MB","Winnipeg, MB",CAN,CAN,5449 5437
301,5,4,2119,3160,0,0,3,5,dense_metro,"Chicago Metro, IL","Rockford, IL",EFG,EFG,2119 5831 4822 3160
302,3,4,3160,5855,0,0,3,2,none,"Rockford, IL","Davenport, IA",EFG,SIA,3160 5830 906 5855
303,5,6,4848,4768,16,0,3,5,dense_metro,"Chicago Metro, IL","Knox, IL",EFG,NGI,4848 5846 3802 2916 5875 4768
304,3,2,4768,1796,0,0,3,2,none,"Knox, IL","Knox, IL",NGI,NGI,4768 1796
305,2,2,1796,3945,0,0,2,2,none,"Knox, IL","Iowa City, IA",NGI,SIA,1796 3945
306,2,2,3945,3497,0,0,2,2,none,"Iowa City, IA","Iowa City, IA",SIA,SIA,3945 3497
307,2,2,3497,4086,0,0,2,2,none,"Iowa City, IA","Iowa City, IA",SIA,SIA,3497 4086
308,2,2,4086,3918,0,0,2,2,none,"Iowa City, IA","Ottumwa, IA",SIA,SIA,4086 3918
309,3,6,2260,4768,0,0,3,2,none,"Kankakee, IL","Knox, IL",NGI,NGI,2260 3209 2852 1274 5892 4768
310,3,2,4768,1796,0,0,3,2,none,"Knox, IL","Knox, IL",NGI,NGI,4768 1796
311,2,2,1796,3497,0,0,2,2,none,"Knox, IL","Iowa City, IA",NGI,SIA,1796 3497
312,2,7,3497,4906,0,0,2,2,none,"Iowa City, IA","Adalair, MO",SIA,CKC,3497 1559 1537 3281 5955 602 4906
313,2,2,4906,2369,0,0,2,2,none,"Adalair, MO","North Kansas City, MO",CKC,CKC,4906 2369
314,3,2,2914,1276,25,0,3,3,regional_city,"Eau Claire, WI","Eau Claire, WI",SWI,SWI,2914 1276
315,3,6,1276,159,0,0,3,2,none,"Eau Claire, WI","Stevens Point, WI",SWI,EFG,1276 3308 552 5643 393 159
316,3,2,159,820,0,0,3,2,none,"Stevens Point, WI","Appleton, WI",EFG,EFG,159 820
317,3,3,820,3225,0,0,3,2,none,"Appleton, WI","Green Bay, WI",EFG,EFG,820 4006 3225
318,3,4,1276,2385,0,0,3,2,none,"Eau Claire, WI","La Crosse, WI",SWI,SWI,1276 258 5699 2385
319,3,4,2385,2601,0,0,3,2,none,"La Crosse, WI","Madison, WI",SWI,EFG,2385 5708 2680 2601
320,5,4,2601,2642,0,0,3,5,dense_metro,"Madison, WI","Milwaukee, WI",EFG,EFG,2601 5755 4725 2642
321,3,2,497,2385,0,0,3,2,none,"La Crosse, WI","La Crosse, WI",SWI,SWI,497 2385
322,3,2,4502,983,0,0,3,2,none,"Hayward, WI","Hayward, WI",SWI,SWI,4502 983
323,3,4,983,3781,0,0,3,2,none,"Hayward, WI","Eau Claire, WI",SWI,SWI,983 2591 3260 3781
324,3,2,3781,3009,0,0,3,2,none,"Eau Claire, WI","Isanti, MN",SWI,SMN,3781 3009
325,3,2,2764,2914,0,25,3,3,regional_city,"Eau Claire, WI","Eau Claire, WI",SWI,SWI,2764 2914
326,3,2,2914,2876,25,0,3,3,regional_city,"Eau Claire, WI","Hayward, WI",SWI,SWI,2914 2876
327,3,2,2876,4502,0,0,3,2,none,"Hayward, WI","Hayward, WI",SWI,SWI,2876 4502
328,3,3,4502,3016,0,0,3,2,none,"Hayward, WI","Stevens Point, WI",SWI,EFG,4502 5611 3016
329,4,11,3016,5536,0,0,3,5,dense_metro,"Stevens Point, WI",Ontario,EFG,CAN,3016 5617 1577 5045 3580 2633 3178 4909 4072 4888 5536
330,3,3,5536,3219,0,0,3,2,none,Ontario,Ontario,CAN,CAN,5536 5513 3219
331,3,2,3219,5480,0,0,3,2,none,Ontario,Ontario,CAN,CAN,3219 5480
332,3,2,5480,1865,0,0,3,2,none,Ontario,Ontario,CAN,CAN,5480 1865
333,3,3,1865,1805,0,0,3,2,none,Ontario,Ontario,CAN,CAN,1865 2849 1805
334,5,5,2601,3396,0,0,3,5,dense_metro,"Madison, WI","Chicago Metro, IL",EFG,EFG,2601 2801 1135 5795 3396
335,5,5,2642,820,0,0,3,5,dense_metro,"Milwaukee, WI","Appleton, WI",EFG,EFG,2642 5740 25 5689 820
336,3,3,159,3016,0,0,3,2,none,"Stevens Point, WI","Stevens Point, WI",EFG,EFG,159 994 3016
337,3,2,1276,2876,0,0,3,2,none,"Eau Claire, WI","Hayward, WI",SWI,SWI,1276 2876
338,3,2,2876,983,0,0,3,2,none,"Hayward, WI","Hayward, WI",SWI,SWI,2876 983
339,3,4,983,5587,0,6,3,2,none,"Hayward, WI","Superior, WI",SWI,SWI,983 5601 1960 5587
340,3,9,5587,505,6,0,3,2,none,"Superior, WI","Clearwater, MN",SWI,SMN,5587 4625 1206 4770 204 1252 2733 781 505
341,2,10,505,4932,0,0,2,2,none,"Clearwater, MN","Minot, ND",SMN,SDA,505 1971 4173 3488 5506 774 4278 2434 4523 4932
342,2,5,4932,1789,0,0,2,2,none,"Minot, ND","Butte, MT",SDA,MMS,4932 3138 5489 2656 1789
343,2,11,1789,161,0,0,2,2,none,"Butte, MT","Great Falls, MT",MMS,MMS,1789 3664 2044 3631 260 3968 3902 498 3201 2939 161
344,2,3,161,1816,0,0,2,2,none,"Great Falls, MT","Great Falls, MT",MMS,MMS,161 4008 1816
345,2,7,1816,4149,0,0,2,2,none,"Great Falls, MT","Kalispell, MT",MMS,MMS,1816 2439 5456 888 5445 954 4149
346,2,4,4149,3239,0,0,2,2,none,"Kalispell, MT","Coeur d'Alene, ID",MMS,SWA,4149 3336 2554 3239
347,2,3,3239,5448,0,0,2,2,none,"Coeur d'Alene, ID","Columbia Basin, WA",SWA,SWA,3239 3944 5448
348,4,10,5448,4005,0,40,2,4,city_link,"Columbia Basin, WA","North Puget Sound, WA",SWA,SWA,5448 5452 4630 465 3726 3371 1238 5427 2306 4005
349,4,5,4005,3776,40,33,2,4,city_link,"North Puget Sound, WA",Northern British Columbia,SWA,CAN,4005 5402 1685 3709 3776
350,3,2,3776,2173,33,0,2,4,city_link,Northern British Columbia,Northern British Columbia,CAN,CAN,3776 2173
351,3,2,2173,2224,0,16,2,3,regional_city,Northern British Columbia,Northern British Columbia,CAN,CAN,2173 2224
352,3,4,505,4338,0,0,3,2,none,"Clearwater, MN","Hanover, MB",SMN,CAN,505 5521 5493 4338
353,3,2,4338,4829,0,0,3,2,none,"Hanover, MB","Hanover, MB",CAN,CAN,4338 4829
354,3,2,4338,2736,0,0,3,2,none,"Hanover, MB","Hanover, MB",CAN,CAN,4338 2736
355,3,2,1184,2377,0,0,3,2,none,"Isanti, MN","Isanti, MN",SMN,SMN,1184 2377
356,3,3,2377,5634,0,0,3,2,none,"Isanti, MN","Isanti, MN",SMN,SMN,2377 4360 5634
357,3,2,5634,3492,0,0,3,2,none,"Isanti, MN","Isanti, MN",SMN,SMN,5634 3492
358,3,7,3492,5023,0,6,3,2,none,"Isanti, MN","Clay, MN",SMN,SMN,3492 4988 5628 3192 2329 982 5023
359,2,3,5023,2875,6,0,2,2,none,"Clay, MN","Fargo, ND",SMN,SDA,5023 1358 2875
360,2,9,2875,4932,0,0,2,2,none,"Fargo, ND","Minot, ND",SDA,SDA,2875 2827 98 4641 5551 5541 5535 5036 4932
361,3,6,4932,2498,0,0,3,2,none,"Minot, ND","Saskatoon, SK",SDA,CAN,4932 2270 2699 5442 3158 2498
362,3,3,2377,3009,0,0,3,2,none,"Isanti, MN","Isanti, MN",SMN,SMN,2377 1900 3009
363,3,3,3009,5634,0,0,3,2,none,"Isanti, MN","Isanti, MN",SMN,SMN,3009 5639 5634
364,3,6,3492,5023,0,6,3,2,none,"Isanti, MN","Clay, MN",SMN,SMN,3492 1675 1100 5605 2548 5023
365,3,2,3009,4050,0,0,3,2,none,"Isanti, MN","Saint Paul, MN",SMN,SMN,3009 4050
366,3,11,4050,3786,0,10,3,2,none,"Saint Paul, MN","Council Bluffs, IA",SMN,SIA,4050 5676 2935 2232 1369 2655 1711 2975 3420 4518 3786
367,2,2,3786,5878,10,0,2,2,none,"Council Bluffs, IA","Council Bluffs, IA",SIA,SIA,3786 5878
368,3,5,5878,4498,0,16,2,3,regional_city,"Council Bluffs, IA","Kansas City, MO",SIA,CKC,5878 5937 3541 3783 4498
369,3,2,4498,3433,16,16,2,3,regional_city,"Kansas City, MO","Overland Park, KS",CKC,CKC,4498 3433
370,3,4,3433,6070,16,0,2,3,regional_city,"Overland Park, KS","Emporia, KS",CKC,OMA,3433 6033 2981 6070
371,2,4,6070,6130,0,0,2,2,none,"Emporia, KS","Tulsa, OK",OMA,OMA,6070 385 4465 6130
372,2,7,6130,4676,0,0,2,2,none,"Tulsa, OK","Stillwater, OK",OMA,OKC,6130 4882 744 4097 3379 5018 4676
373,2,3,4676,4653,0,0,2,2,none,"Stillwater, OK","Oklahoma City, OK",OKC,OKC,4676 2360 4653
374,5,5,4653,2666,0,16,2,5,dense_metro,"Oklahoma City, OK","Wichita Falls, TX",OKC,STX,4653 3810 2944 2228 2666
375,5,3,2666,6280,16,0,2,5,dense_metro,"Wichita Falls, TX","Greater Dallas-Fort Worth Area, TX",STX,STX,2666 3482 6280
376,5,2,6280,3456,0,0,2,5,dense_metro,"Greater Dallas-Fort Worth Area, TX","Greater Dallas-Fort Worth Area, TX",STX,STX,6280 3456
377,5,2,3456,6302,0,40,2,5,dense_metro,"Greater Dallas-Fort Worth Area, TX","Dallas-Fort Worth, TX",STX,STX,3456 6302
378,5,2,6302,821,40,0,2,5,dense_metro,"Dallas-Fort Worth, TX","Dallas-Fort Worth, TX",STX,STX,6302 821
379,5,2,821,2608,0,0,2,5,dense_metro,"Dallas-Fort Worth, TX","Greater Dallas-Fort Worth Area, TX",STX,STX,821 2608
380,5,2,2608,6330,0,16,2,5,dense_metro,"Greater Dallas-Fort Worth Area, TX","Navarro, TX",STX,STX,2608 6330
381,5,2,6330,3473,16,10,2,5,dense_urban_link,"Navarro, TX","Waco, TX",STX,STX,6330 3473
382,2,2,3473,206,10,0,2,2,none,"Waco, TX","Waco, TX",STX,STX,3473 206
383,2,2,206,2964,0,0,2,2,none,"Waco, TX","Bastrop, TX",STX,HMA,206 2964
384,2,2,2964,1255,0,0,2,2,none,"Bastrop, TX","Bastrop, TX",HMA,HMA,2964 1255
385,2,3,1255,2433,0,0,2,2,none,"Bastrop, TX","Victoria, TX",HMA,HMA,1255 5011 2433
386,2,2,2433,6415,0,0,2,2,none,"Victoria, TX","Victoria, TX",HMA,HMA,2433 6415
387,5,3,6415,3065,0,0,2,5,dense_metro,"Victoria, TX","Houston, TX",HMA,HMA,6415 4376 3065
388,5,2,3065,1081,0,0,2,5,dense_metro,"Houston, TX","Houston, TX",HMA,HMA,3065 1081
389,5,2,1081,6763,0,10,2,5,dense_metro,"Houston, TX","Beaumont, TX",HMA,HMA,1081 6763
390,3,5,4050,497,0,0,3,2,none,"Saint Paul, MN","La Crosse, WI",SMN,SWI,4050 3287 3504 5738 497
391,3,2,5656,3009,0,0,3,2,none,"Eau Claire, WI","Isanti, MN",SWI,SMN,5656 3009
392,3,10,4050,648,0,0,3,2,none,"Saint Paul, MN","Ottumwa, IA",SMN,SIA,4050 2799 1930 1982 4834 5779 391 2502 5841 648
393,2,2,648,3918,0,0,2,2,none,"Ottumwa, IA","Ottumwa, IA",SIA,SIA,648 3918
394,2,5,3918,4906,0,0,2,2,none,"Ottumwa, IA","Adalair, MO",SIA,CKC,3918 5906 1355 3139 4906
395,2,3,4906,2369,0,0,2,2,none,"Adalair, MO","North Kansas City, MO",CKC,CKC,4906 5984 2369
396,3,2,2369,4498,0,16,2,3,regional_city,"North Kansas City, MO","Kansas City, MO",CKC,CKC,2369 4498
397,3,2,4498,3433,16,16,2,3,regional_city,"Kansas City, MO","Overland Park, KS",CKC,CKC,4498 3433
398,3,5,3433,6042,16,0,2,3,regional_city,"Overland Park, KS","Emporia, KS",CKC,OMA,3433 4069 6013 290 6042
399,2,2,6042,2156,0,0,2,2,none,"Emporia, KS","Cowley, KS",OMA,OMA,6042 2156
400,3,2,2156,1768,0,25,2,3,regional_city,"Cowley, KS","Cowley, KS",OMA,OMA,2156 1768
401,3,13,1768,2331,25,0,2,3,regional_city,"Cowley, KS","Trinidad, CO",OMA,LMA,1768 532 3240 237 605 6086 2440 6053 2712 4481 1545 6047 2331
402,2,2,2331,2142,0,0,2,2,none,"Trinidad, CO","Trinidad, CO",LMA,LMA,2331 2142
403,2,5,2142,1896,0,0,2,2,none,"Trinidad, CO","Aspen, CO",LMA,DMA,2142 4772 596 862 1896
404,2,14,1896,5850,0,0,2,2,none,"Aspen, CO","Salt Lake City, UT",DMA,SUT,1896 5972 4681 2560 5977 4440 3387 367 5968 790 5913 1820 40 5850
405,4,2,5850,3142,0,35,2,4,city_link,"Salt Lake City, UT","Salt Lake City, UT",SUT,SUT,5850 3142
406,4,2,3142,4407,35,10,2,4,city_link,"Salt Lake City, UT","Ogden, UT",SUT,WAR,3142 4407
407,2,5,4407,751,10,10,2,2,none,"Ogden, UT","Pocatello, ID",WAR,WAR,4407 1269 4284 1060 751
408,2,2,751,5719,10,0,2,2,none,"Pocatello, ID","Idaho Falls, ID",WAR,WAR,751 5719
409,2,8,5719,2004,0,6,2,2,none,"Idaho Falls, ID","Dillon, MT",WAR,BAR,5719 502 2755 3564 271 4482 617 2004
410,2,3,2004,55,6,0,2,2,none,"Dillon, MT","Missoula, MT",BAR,MMS,2004 4049 55
411,2,5,55,4149,0,0,2,2,none,"Missoula, MT","Kalispell, MT",MMS,MMS,55 792 2800 1398 4149
412,2,2,3239,1658,0,0,2,2,none,"Coeur d'Alene, ID","Eastern Okanogan Highlands, WA",SWA,SWA,3239 1658
413,2,2,1658,5448,0,0,2,2,none,"Eastern Okanogan Highlands, WA","Columbia Basin, WA",SWA,SWA,1658 5448
414,2,9,5448,540,0,0,2,2,none,"Columbia Basin, WA","South Puget Sound, WA",SWA,SWA,5448 1955 2054 2280 1360 2837 1413 1541 540
415,4,2,540,4005,0,40,2,4,city_link,"South Puget Sound, WA","North Puget Sound, WA",SWA,SWA,540 4005
416,2,6,540,2485,0,0,2,2,none,"South Puget Sound, WA","Salem, OR",SWA,SOR,540 4872 3363 500 1389 2485
417,2,6,2485,5574,0,0,2,2,none,"Salem, OR","Eugene, OR",SOR,SOR,2485 3115 4487 4642 5563 5574
418,2,8,5574,2643,0,10,2,2,none,"Eugene, OR","Yreka, CA",SOR,SCA,5574 347 2806 301 5635 3506 5000 2643
419,2,7,2643,4540,10,0,2,2,none,"Yreka, CA","Napa, CA",SCA,SCA,2643 1395 2790 2121 1185 992 4540
420,5,3,4540,4628,0,20,2,5,dense_metro,"Napa, CA","San Francisco Metro, CA",SCA,SCA,4540 3896 4628
421,5,2,4628,5921,20,30,2,5,dense_metro,"San Francisco Metro, CA","San Francisco Metro, CA",SCA,SCA,4628 5921
422,5,2,5921,4946,30,45,2,5,dense_metro,"San Francisco Metro, CA","San Francisco, CA",SCA,SCA,5921 4946
423,5,4,5921,2549,30,0,2,5,dense_metro,"San Francisco Metro, CA","Salinas, CA",SCA,SCA,5921 3341 3054 2549
424,5,9,2549,6129,0,20,2,5,dense_metro,"Salinas, CA","Los Angeles Metro, CA",SCA,SCA,2549 1077 3329 860 4041 4493 4986 3092 6129
425,5,4,6129,330,20,0,2,5,dense_metro,"Los Angeles Metro, CA","Sequoia, CA",SCA,SCA,6129 6131 4917 330
426,5,2,6129,6142,20,25,2,5,dense_metro,"Los Angeles Metro, CA","Los Angeles, CA",SCA,SCA,6129 6142
427,5,3,6142,1823,25,50,2,5,major_corridor,"Los Angeles, CA","Los Angeles, CA",SCA,SCA,6142 3860 1823
428,5,2,1823,4039,50,25,2,5,major_corridor,"Los Angeles, CA","Los Angeles, CA",SCA,SCA,1823 4039
429,5,8,4039,2160,25,5,2,5,dense_metro,"Los Angeles, CA","El Centro, CA",SCA,SCA,4039 3624 6191 4172 429 6235 6227 2160
430,5,8,2160,6157,5,25,2,5,dense_metro,"El Centro, CA","Los Angeles Metro, CA",SCA,SCA,2160 6211 2773 6178 2831 3959 6162 6157
431,2,6,330,3811,0,0,2,2,none,"Sequoia, CA","Fresno, CA",SCA,SCA,330 4947 6069 4881 2138 3811
432,5,3,3811,4869,0,25,2,5,dense_metro,"Fresno, CA","Fresno, CA",SCA,SCA,3811 253 4869
433,5,6,4869,5903,25,0,2,5,dense_metro,"Fresno, CA","San Francisco Metro, CA",SCA,SCA,4869 2641 5960 2899 1916 5903
434,5,4,5903,4720,0,50,2,5,major_corridor,"San Francisco Metro, CA","Sacremento, CA",SCA,SCA,5903 5887 3182 4720
435,5,2,4720,4114,50,0,2,5,major_corridor,"Sacremento, CA","Sacremento, CA",SCA,SCA,4720 4114
436,2,4,4114,2289,0,0,2,2,none,"Sacremento, CA","Susanville, CA",SCA,SCA,4114 2788 3701 2289
437,2,6,2289,2357,0,4,2,2,none,"Susanville, CA","Klamath Falls, OR",SCA,SOR,2289 3104 2810 4607 745 2357
438,2,6,2357,5574,4,0,2,2,none,"Klamath Falls, OR","Eugene, OR",SOR,SOR,2357 1850 5603 10 2501 5574
439,5,3,4869,3811,25,0,2,5,dense_metro,"Fresno, CA","Fresno, CA",SCA,SCA,4869 6012 3811
440,5,2,4039,6157,25,25,2,5,dense_metro,"Los Angeles, CA","Los Angeles Metro, CA",SCA,SCA,4039 6157
441,5,4,6157,6126,25,0,2,5,dense_metro,"Los Angeles Metro, CA","Mojave, CA",SCA,SCA,6157 6154 2481 6126
442,2,2,6126,6100,0,10,2,2,none,"Mojave, CA","Mojave, CA",SCA,SCA,6126 6100
443,2,19,6100,5850,10,0,2,2,none,"Mojave, CA","Salt Lake City, UT",SCA,SUT,6100 3581 6103 6112 1898 2437 6096 467 427 3273 3425 3489 2395 4191 495 3298 4803 2695 5850
444,2,26,6126,2579,0,0,2,2,none,"Mojave, CA","Santa Fe, NM",SCA,AMO,6126 2233 2447 3222 6148 4826 927 4539 116 1130 6136 6127 3027 969 6160 1070 4260 3183 2484 1797 3535 322 2482 150 6165 2579
445,2,4,2579,2411,0,0,2,2,none,"Santa Fe, NM","Santa Fe, NM",AMO,AMO,2579 2731 2721 2411
446,2,5,2411,1569,0,0,2,2,none,"Santa Fe, NM","Clovis, NM",AMO,AMO,2411 6218 3135 1795 1569
447,2,2,1569,1270,0,0,2,2,none,"Clovis, NM","Tucumcari, NM",AMO,LMA,1569 1270
448,2,5,1270,3175,0,0,2,2,none,"Tucumcari, NM","Plainville, TX",LMA,STX,1270 6208 750 3014 3175
449,2,2,3175,3765,0,15,2,2,none,"Plainville, TX","Amarillo, TX",STX,LMA,3175 3765
450,2,6,3765,3352,15,0,2,2,none,"Amarillo, TX","Vernon, TX",LMA,STX,3765 303 2295 2081 2690 3352
451,5,3,3352,2666,0,16,2,5,dense_urban_link,"Vernon, TX","Wichita Falls, TX",STX,STX,3352 3655 2666
452,5,3,2666,3456,16,0,2,5,dense_metro,"Wichita Falls, TX","Greater Dallas-Fort Worth Area, TX",STX,STX,2666 6278 3456
