city,abbr,label,population,province_id,state_id,state_name,value,included,reason
Terrell,TX,"Terrell, TX",16981,3000,575,"Navarro, TX",4,0,pending
Athens,TX,"Athens, TX",12788,4396,575,"Navarro, TX",4,1,quota_dense
Corsicana,TX,"Corsicana, TX",23952,6328,575,"Navarro, TX",4,0,pending
Bainbridge,GA,"Bainbridge, GA",12507,1980,576,"Thomas, GA",4,1,quota_dense
Perry,GA,"Perry, GA",15457,3930,576,"Thomas, GA",4,0,pending
Hibbing,MN,"Hibbing, MN",16204,3197,577,"Duluth, MN",4,0,pending
Guachochi,CH,"Guachochi, CH",14513,1538,579,Chihuahua,4,1,quota_dense
El Fuerte,SI,"El Fuerte, SI",12566,1723,579,Chihuahua,4,0,pending
Manuel Ojinaga,CH,"Manuel Ojinaga, CH",22744,2984,579,Chihuahua,4,0,pending
San Juanito,CH,"San Juanito, CH",10535,3146,579,Chihuahua,4,0,pending
Ascension,CH,"Ascension, CH",13456,3295,579,Chihuahua,4,0,pending
Juan Aldama,CH,"Juan Aldama, CH",18642,3638,579,Chihuahua,4,0,pending
Pedro Meoqui,CH,"Pedro Meoqui, CH",22574,3799,579,Chihuahua,4,0,pending
Madera,CH,"Madera, CH",15447,4320,579,Chihuahua,4,1,quota_dense
Jacksonville,TX,"Jacksonville, TX",14884,6333,580,"Tyler, TX",4,0,pending
Natchitoches,LA,"Natchitoches, LA",18365,1067,584,"Houma, LA",4,0,pending
Hewitt,TX,"Hewitt, TX",14252,8764,587,"Waco, TX",4,0,pending
Belton,TX,"Belton, TX",20547,8766,587,"Waco, TX",4,0,pending
Camp Verde,AZ,"Camp Verde, AZ",11155,523,588,"San Carlos, AZ",4,0,pending
Homosassa Springs,FL,"Homosassa Springs, FL",13791,1091,593,"Alachua, FL",4,0,pending
On Top of the World,FL,"On Top of the World, FL",12668,6381,593,"Alachua, FL",4,0,pending
Brenham,TX,"Brenham, TX",16579,1255,602,"Bastrop, TX",4,0,pending
Lockhart,TX,"Lockhart, TX",13446,4356,602,"Bastrop, TX",4,0,pending
Canyon Lake,TX,"Canyon Lake, TX",21262,6397,602,"Bastrop, TX",4,0,pending
Sandy,OR,"Sandy, OR",10644,3115,603,"Salem, OR",4,1,quota_dense
Lebanon,OR,"Lebanon, OR",16324,4642,603,"Salem, OR",4,1,quota_dense
Bartow,FL,"Bartow, FL",18972,3397,604,"Marion, FL",4,0,pending
Groveland,FL,"Groveland, FL",11528,6396,604,"Marion, FL",4,0,pending
Lakeland Highlands,FL,"Lakeland Highlands, FL",11056,8790,604,"Marion, FL",4,1,quota_dense+relabel
Elk River,MN,"Elk River, MN",23963,480,606,"Hutchinson, MN",4,1,quota_medium
Buffalo,MN,"Buffalo, MN",16026,5651,606,"Hutchinson, MN",4,0,pending
Saint Helens,OR,"Saint Helens, OR",12883,2685,609,"Eugene, OR",4,0,pending
Astoria,OR,"Astoria, OR",10181,4691,609,"Eugene, OR",4,1,quota_dense
Agate Beach,OR,"Agate Beach, OR",12351,4877,609,"Eugene, OR",4,1,quota_dense
Haines City,FL,"Haines City, FL",22807,8791,610,"Orlando, FL",4,0,pending
New Caney,TX,"New Caney, TX",20000,6393,611,"Houston, TX",4,0,pending
Uvalde,TX,"Uvalde, TX",16476,183,613,"San Antonio, TX",4,1,quota_dense
Kerrville,TX,"Kerrville, TX",23136,4342,613,"San Antonio, TX",4,1,quota_dense
Bay City,TX,"Bay City, TX",17598,2509,614,"Victoria, TX",4,1,quota_dense
Beeville,TX,"Beeville, TX",13277,2780,614,"Victoria, TX",4,0,pending
El Campo,TX,"El Campo, TX",11604,6415,614,"Victoria, TX",4,0,pending
Sombrerete,ZA,"Sombrerete, ZA",21702,149,615,Coahuila,4,1,quota_dense
Cuatro Cienegas de Carranza,CO,"Cuatro Cienegas de Carranza, CO",10309,2338,615,Coahuila,4,0,pending
Juan Aldama,ZA,"Juan Aldama, ZA",15431,3377,615,Coahuila,4,0,pending
Sebring,FL,"Sebring, FL",10497,4002,621,"Hillsborough, FL",4,1,quota_dense
Key Largo,FL,"Key Largo, FL",10433,2399,627,"Miami-Dade, FL",4,0,pending
Golden Gate,FL,"Golden Gate, FL",23961,3922,628,"Sarasota, FL",4,0,pending
Belle Glade,FL,"Belle Glade, FL",18251,8799,628,"Sarasota, FL",4,1,quota_dense
Sedalia,MO,"Sedalia, MO",21516,8887,630,"Whiteman AFB, MO",4,1,quota_sparse
Port Lavaca,TX,"Port Lavaca, TX",12416,6766,631,"Aransas, TX",4,0,pending
Ciudad Gustavo Diaz Ordaz,TM,"Ciudad Gustavo Diaz Ordaz, TM",11523,2723,633,"Corpus Christi, TX",4,0,pending
Alice,TX,"Alice, TX",19408,3244,633,"Corpus Christi, TX",4,0,pending
Ciudad Miguel Aleman,TM,"Ciudad Miguel Aleman, TM",19997,4861,633,"Corpus Christi, TX",4,1,quota_dense
Doctor Arroyo,NL,"Doctor Arroyo, NL",10272,813,635,"Monterrey, NL",4,1,quota_dense
Ahome,SI,"Ahome, SI",11331,2108,640,"El Carrizo, SI",4,1,quota_sparse
Eldorado,SI,"Eldorado, SI",13197,4702,642,"Gomez Palacio, DG",4,0,pending
Costa Rica,SI,"Costa Rica, SI",24874,6459,642,"Gomez Palacio, DG",4,1,quota_dense
La Cruz,SI,"La Cruz, SI",15657,6474,642,"Gomez Palacio, DG",4,1,quota_dense
King City,CA,"King City, CA",14000,2549,643,"Salinas, CA",4,0,pending
Ramona,CA,"Ramona, CA",20292,890,655,"San Diego Metro, CA",4,0,pending
Lakeside,CA,"Lakeside, CA",20648,2387,655,"San Diego Metro, CA",4,0,pending
Grass Valley,CA,"Grass Valley, CA",12944,2788,661,"Sacremento, CA",4,0,pending
Auburn,CA,"Auburn, CA",13776,4114,661,"Sacremento, CA",4,0,pending
Rosamond,CA,"Rosamond, CA",18150,330,669,"Sequoia, CA",4,1,quota_sparse
Villa Union,SI,"Villa Union, SI",13404,6491,670,"Durango, DG",4,0,pending
Tuxpan,NA,"Tuxpan, NA",21709,6501,670,"Durango, DG",4,1,quota_dense
Valparaiso,ZA,"Valparaiso, ZA",12919,3723,671,"Fresnillo, ZA",4,1,quota_dense
Tlaltenango de Sanchez Roman,ZA,"Tlaltenango de Sanchez Roman, ZA",16396,3975,671,"Fresnillo, ZA",4,1,quota_dense
Villanueva,ZA,"Villanueva, ZA",12269,5013,671,"Fresnillo, ZA",4,0,pending
Trancoso,ZA,"Trancoso, ZA",14021,5081,671,"Fresnillo, ZA",4,1,quota_dense
Lakeway,TX,"Lakeway, TX",14217,4993,678,"Austin, TX",4,0,pending
Providenciales,TC,Providenciales,23769,6810,679,Turks and Caicos Islands,4,1,quota_medium
Palestine,TX,"Palestine, TX",18288,6347,681,"Huntsville, TX",4,1,quota_dense
Henderson,TX,"Henderson, TX",13529,8765,681,"Huntsville, TX",4,1,quota_dense
Nochistlan de Mejia,ZA,"Nochistlan de Mejia, ZA",16562,2234,682,"Monctezuma, SL",4,1,quota_dense
Loreto,ZA,"Loreto, ZA",24260,6503,682,"Monctezuma, SL",4,1,quota_dense
Riverton,WY,"Riverton, WY (2)",11129,8650,684,"Cody, WY",4,1,quota_dense+suffix
Santiago Ixcuintla,NA,"Santiago Ixcuintla, NA",18241,1695,687,"Zacatecas, ZA",4,0,pending
San Blas,NA,"San Blas, NA",10187,6518,687,"Zacatecas, ZA",4,0,pending
Ixtlan del Rio,NA,"Ixtlan del Rio, NA",23303,6529,687,"Zacatecas, ZA",4,0,pending
Ciudad Tula,TM,"Ciudad Tula, TM",10043,1110,688,"Ciudad Victoria, TM",4,1,quota_dense
Tehachapi,CA,"Tehachapi, CA",13021,1693,692,"Bakersfield, CA",4,0,pending
Coalinga,CA,"Coalinga, CA",16564,28,695,"Fresno, CA",4,0,pending
Oakdale,CA,"Oakdale, CA",22259,1916,695,"Fresno, CA",4,0,pending
Mendota,CA,"Mendota, CA",11430,5993,695,"Fresno, CA",4,0,pending
South Lake Tahoe,CA,"South Lake Tahoe, CA",21706,2211,701,"Yosemite, CA",4,1,quota_dense
Diamond Springs,CA,"Diamond Springs, CA",11037,5857,701,"Yosemite, CA",4,0,pending
Truckee,CA,"Truckee, CA",16299,5833,703,"Susanville, CA",4,1,quota_medium
Susanville,CA,"Susanville, CA (2)",17748,8657,703,"Susanville, CA",4,1,quota_medium+suffix
Red Bluff,CA,"Red Bluff, CA",14131,2121,704,"Napa, CA",4,1,quota_medium
Los Lunas,NM,"Los Lunas, NM",15336,8886,720,"Kirtland AFB, NM",4,1,quota_sparse
San Jose del Valle,NA,"San Jose del Valle, NA",22541,4358,725,"Mezquitic, JA",4,1,quota_medium
Terrier Rouge,HT,Terrier Rouge,21328,6533,726,"Nord-Est, HT",4,1,quota_dense
Fort Liberte,HT,Fort Liberte,11465,4696,730,"Dajabon, DO",4,1,quota_sparse
Hinche,HT,Hinche,18590,6547,744,"Centre, HT",4,0,pending
Grand Rapids,MN,"Grand Rapids, MN",11127,204,745,"Brainerd, MN",4,1,quota_medium
Cerritos,SL,"Cerritos, SL",14804,270,747,"San Luis Potosi, SL",4,1,quota_dense
Zimapan,HG,"Zimapan, HG",13243,3509,754,Veracruz,4,0,pending
Tamazula de Gordiano,JA,"Tamazula de Gordiano, JA",18787,3017,755,Jalisco,4,0,pending
Jocotepec,JA,"Jocotepec, JA",18852,3217,755,Jalisco,4,0,pending
San Pedro Cahro,MI,"San Pedro Cahro, MI",11987,2677,759,Guanajuato,4,0,pending
Jiquilpan de Juarez,MI,"Jiquilpan de Juarez, MI",24233,6564,759,Guanajuato,4,0,pending
Fond Parisien,HT,Fond Parisien,18256,6557,760,"Ouest, HT",4,0,pending
Jose Maria Morelos,QR,"Jose Maria Morelos, QR",11750,2288,761,Yucatan,4,0,pending
Nevada,MO,"Nevada, MO",8253,4578,3,"Joplin, MO",3,1,quota_medium
Edson,AB,"Edson, AB",7975,231,6,Northern Alberta,3,0,pending
Whitecourt,AB,"Whitecourt, AB",8763,3212,6,Northern Alberta,3,0,pending
Slave Lake,AB,"Slave Lake, AB",6836,3246,6,Northern Alberta,3,0,pending
Peace River,AB,"Peace River, AB",6842,5142,6,Northern Alberta,3,0,pending
Hinton,AB,"Hinton, AB",9889,5256,6,Northern Alberta,3,0,pending
Morinville,AB,"Morinville, AB",9848,5266,6,Northern Alberta,3,0,pending
Drayton Valley,AB,"Drayton Valley, AB",6099,5288,6,Northern Alberta,3,0,pending
Chisasibi,QC,"Chisasibi, QC",5397,2932,9,Quebec,3,0,pending
Anticosti Island,QC,"Anticosti Island, QC",7800,3596,9,Quebec,3,0,pending
Port-Cartier,QC,"Port-Cartier, QC",6516,4075,9,Quebec,3,0,pending
La Malbaie,QC,"La Malbaie, QC",8959,4194,9,Quebec,3,0,pending
Iqaluit,NU,"Iqaluit, NU",7740,4436,9,Quebec,3,0,pending
Chibougamau,QC,"Chibougamau, QC",7563,8452,9,Quebec,3,0,pending
La Sarre,QC,"La Sarre, QC",7719,8509,9,Quebec,3,0,pending
Hazard,KY,Hazard,5341,6058,11,"Floyd County, KY",3,0,pending
Newberry,MI,"Newberry, MI",1440,3178,12,"Newberry, MI",3,0,pending
Norway House,MB,"Norway House, MB",5753,5317,14,Central Northern Manitoba,3,0,pending
Flin Flon,MB,"Flin Flon, MB",5865,8320,14,Central Northern Manitoba,3,0,pending
Marshfield,MO,"Marshfield, MO",7138,2230,15,"Springfield, MO",3,0,pending
Shannon,MO,"Shannon, MO",9988,2453,15,"Springfield, MO",3,0,pending
Ironwood,MI,"Ironwood, MI",5002,2888,16,"Houghton, MI",3,1,quota_medium
Tell City,IN,"Tell City, IN",7255,4390,19,"Evansville, IN",3,0,pending
Perryville,MO,"Perryville, MO",8398,1987,22,"Poplar Bluff, MO",3,0,pending
Dexter,MO,"Dexter, MO",7992,4115,22,"Poplar Bluff, MO",3,0,pending
Charleston,MO,"Charleston, MO",5815,6097,22,"Poplar Bluff, MO",3,0,pending
Caruthersville,MO,"Caruthersville, MO",5930,8702,22,"Poplar Bluff, MO",3,0,pending
Smithers,BC,"Smithers, BC",5351,488,23,Northern British Columbia,3,0,pending
Sechelt,BC,"Sechelt, BC",8832,653,23,Northern British Columbia,3,0,pending
Quesnel,BC,"Quesnel, BC",9879,4311,23,Northern British Columbia,3,0,pending
Kitimat,BC,"Kitimat, BC",8987,6596,23,Northern British Columbia,3,0,pending
Qualicum Beach,BC,"Qualicum Beach, BC",9303,6666,23,Northern British Columbia,3,0,pending
Ladysmith,BC,"Ladysmith, BC",8537,6677,23,Northern British Columbia,3,0,pending
Clinton,MO,"Clinton, MO",8899,2443,27,"Harrisonville, MO",3,0,pending
Chillicothe,MO,"Chillicothe, MO",9487,3139,29,"Adalair, MO",3,0,pending
Macon,MO,"Macon, MO",5436,5955,29,"Adalair, MO",3,0,pending
Tipton,IN,"Tipton, IN",5144,5910,35,"Howard, IN",3,0,pending
Sandpoint,ID,"Sandpoint, ID",7782,3239,36,"Coeur d'Alene, ID",3,0,pending
Hoopeston,IL,"Hoopeston, IL",5220,336,37,"Kankakee, IL",3,0,pending
Saint Anne,IL,"Saint Anne, IL",6600,559,37,"Kankakee, IL",3,0,pending
Belcher Islands,NU,"Belcher Islands, NU",3000,6608,38,"Belcher Islands, NU",3,0,pending
Princeton,KY,Princeton,6174,3831,39,"Christian, KY",3,0,pending
Morehead,KY,Morehead,7622,6080,39,"Christian, KY",3,0,pending
Mahomet,IL,"Mahomet, IL",8056,1315,41,"Peoria, IL",3,0,pending
Happy Valley-Goose Bay,NL,"Happy Valley-Goose Bay, NL",7572,645,42,Newfoundland,3,0,pending
Sisimiut,GL,Sisimiut,5227,2335,42,Newfoundland,3,0,pending
Stephenville,NL,"Stephenville, NL",6540,3464,42,Newfoundland,3,0,pending
Labrador City,NL,"Labrador City, NL",7220,5271,42,Newfoundland,3,0,pending
Crossett,AR,"Crossett, AR",5220,2884,44,"El Dorado, AR",3,0,pending
Warren,AR,"Warren, AR",5804,3678,44,"El Dorado, AR",3,0,pending
Olney,IL,"Olney, IL",9005,995,46,"Champaign, IL",3,0,pending
Robinson,IL,"Robinson, IL",7631,2817,46,"Champaign, IL",3,0,pending
Paris,IL,"Paris, IL",8432,3503,46,"Champaign, IL",3,0,pending
Russellville,KY,Russellville,7056,5021,49,"Bowling Green, KY",3,0,pending
Oak Grove,KY,Oak Grove,7989,6092,49,"Bowling Green, KY",3,0,pending
Leitchfield,KY,Leitchfield,6873,8693,49,"Bowling Green, KY",3,0,pending
Knoxville,IA,"Knoxville, IA",7248,648,54,"Ottumwa, IA",3,1,quota_medium
Washington,IA,"Washington, IA",7408,91,55,"Iowa City, IA",3,0,pending
Manchester,IA,"Manchester, IA",5073,1396,56,"Dubuque, IA",3,0,pending
Charles City,IA,"Charles City, IA",7455,1422,56,"Dubuque, IA",3,0,pending
Oelwein,IA,"Oelwein, IA",6153,2236,56,"Dubuque, IA",3,0,pending
Independence,IA,"Independence, IA",6028,3394,56,"Dubuque, IA",3,0,pending
Decorah,IA,"Decorah, IA",7907,4132,56,"Dubuque, IA",3,1,quota_medium
Vinton,IA,"Vinton, IA",5148,5792,56,"Dubuque, IA",3,0,pending
Grinnell,IA,"Grinnell, IA",9141,4758,57,"Waterloo, IA",3,0,pending
Webster City,IA,"Webster City, IA",7814,5800,57,"Waterloo, IA",3,0,pending
Paris,KY,Paris,9870,2169,58,"Covington, KY",3,1,quota_medium
Mount Sterling,KY,Mount Sterling,7208,2493,58,"Covington, KY",3,0,pending
Maysville,KY,Maysville,8819,5995,58,"Covington, KY",3,0,pending
Creston,IA,"Creston, IA",7854,691,60,"Des Moines, IA",3,0,pending
Peachland,BC,"Peachland, BC",5006,538,62,"Vancouver, BC",3,0,pending
Kimberley,BC,"Kimberley, BC",7425,584,62,"Vancouver, BC",3,0,pending
Creston,BC,"Creston, BC",5583,3148,62,"Vancouver, BC",3,0,pending
Castlegar,BC,"Castlegar, BC",8338,4779,62,"Vancouver, BC",3,0,pending
Revelstoke,BC,"Revelstoke, BC",7547,5053,62,"Vancouver, BC",3,0,pending
Merritt,BC,"Merritt, BC",7139,5356,62,"Vancouver, BC",3,0,pending
Fernie,BC,"Fernie, BC",5249,5405,62,"Vancouver, BC",3,0,pending
La Ronge,SK,"La Ronge, SK",5671,3521,63,Northern Saskatchwan,3,1,state_coverage_guarantee
Meadow Lake,SK,"Meadow Lake, SK",5266,5295,63,Northern Saskatchwan,3,0,pending
Richmond,MO,"Richmond, MO",5595,2369,64,"North Kansas City, MO",3,0,pending
Stewartville,MN,"Stewartville, MN",6037,2576,65,"Rochester, MN",3,0,pending
Carroll,IA,"Carroll, IA",9968,1351,67,"Sioux City, IA",3,0,pending
Sheldon,IA,"Sheldon, IA",5088,1711,67,"Sioux City, IA",3,0,pending
Le Mars,IA,"Le Mars, IA",9761,2975,67,"Sioux City, IA",3,0,pending
Estherville,IA,"Estherville, IA",6011,4899,67,"Sioux City, IA",3,0,pending
Denison,IA,"Denison, IA",8334,5834,67,"Sioux City, IA",3,0,pending
Cockburn Island,ON,"Cockburn Island, ON",5000,3156,69,Ontario,3,0,pending
Fort Frances,ON,"Fort Frances, ON",7739,3408,69,Ontario,3,0,pending
St. Joseph Island,ON,"St. Joseph Island, ON",4302,3417,69,Ontario,3,0,pending
Kapuskasing,ON,"Kapuskasing, ON",8292,3965,69,Ontario,3,0,pending
Akimiski Island,NU,"Akimiski Island, NU",5000,4304,69,Ontario,3,0,pending
Charlton Island,NU,"Charlton Island, NU",5000,4378,69,Ontario,3,0,pending
Kirkland Lake,ON,"Kirkland Lake, ON",7775,4613,69,Ontario,3,0,pending
Cochrane,ON,"Cochrane, ON",5390,4674,69,Ontario,3,0,pending
Sioux Lookout,ON,"Sioux Lookout, ON",5839,4787,69,Ontario,3,0,pending
Dryden,ON,"Dryden, ON",8195,8518,69,Ontario,3,0,pending
Perth,ON,"Perth, ON",5573,8604,69,Ontario,3,0,pending
Savannah,TN,"Savannah, TN",7027,4211,70,"Jackson, TN",3,0,pending
Lexington,TN,"Lexington, TN",7822,6140,70,"Jackson, TN",3,0,pending
Allegan,MI,"Allegan, MI",5071,4596,74,"Kalamazoo, MI",3,0,pending
Three Rivers,MI,"Three Rivers, MI",7752,5808,74,"Kalamazoo, MI",3,0,pending
Holmen,WI,"Holmen, WI",9651,258,75,"Eau Claire, WI",3,0,pending
New Richmond,WI,"New Richmond, WI",8821,3781,75,"Eau Claire, WI",3,0,pending
Sparta,WI,"Sparta, WI",9679,5699,75,"Eau Claire, WI",3,0,pending
New London,WI,"New London, WI",7172,5671,76,"Appleton, WI",3,0,pending
Berlin,WI,"Berlin, WI",5420,8645,76,"Appleton, WI",3,0,pending
Odessa,MO,"Odessa, MO",5178,1428,77,"Kansas City, MO",3,0,pending
Tomah,WI,"Tomah, WI",9357,3899,80,"Wausau, WI",3,0,pending
Prairie du Chien,WI,"Prairie du Chien, WI",5757,714,81,"La Crosse, WI",3,1,quota_medium
Richland Center,WI,"Richland Center, WI",5013,3235,81,"La Crosse, WI",3,0,pending
Portland,IN,"Portland, IN",6186,1579,83,"Delaware, IN",3,0,pending
Hartford City,IN,"Hartford City, IN",5992,2278,83,"Delaware, IN",3,0,pending
Wainwright,AB,"Wainwright, AB",6270,486,85,"Edmonton, AB",3,0,pending
Stettler,AB,"Stettler, AB",5494,1588,85,"Edmonton, AB",3,0,pending
Vegreville,AB,"Vegreville, AB",5708,1637,85,"Edmonton, AB",3,0,pending
Olds,AB,"Olds, AB",9209,1699,85,"Edmonton, AB",3,0,pending
Rocky Mountain House,AB,"Rocky Mountain House, AB",6527,2241,85,"Edmonton, AB",3,0,pending
Innisfail,AB,"Innisfail, AB",7672,2253,85,"Edmonton, AB",3,0,pending
Bonnyville,AB,"Bonnyville, AB",5975,4798,85,"Edmonton, AB",3,0,pending
Drumheller,AB,"Drumheller, AB",8430,5362,85,"Edmonton, AB",3,0,pending
St. Paul,AB,"St. Paul, AB",5728,8307,85,"Edmonton, AB",3,0,pending
Beaumont,AB,"Beaumont, AB",7366,8327,85,"Edmonton, AB",3,0,pending
Wahpeton,ND,"Wahpeton, ND",7899,2636,87,"Fargo, ND",3,0,pending
Valley City,ND,"Valley City, ND",6669,3002,87,"Fargo, ND",3,0,pending
Melfort,SK,"Melfort, SK",5778,2244,95,"Saskatoon, SK",3,0,pending
Lambertville,MI,"Lambertville, MI",9953,629,97,"Ann Arbor, MI",3,0,pending
Hillsdale,MI,"Hillsdale, MI",8163,3705,97,"Ann Arbor, MI",3,0,pending
Belle Fourche,SD,"Belle Fourche, SD",5696,3568,99,"Rapid City, SD",3,0,pending
Dauphin,MB,"Dauphin, MB",8457,728,100,"Winnipeg, MB",3,0,pending
The Pas,MB,"The Pas, MB",5513,2199,100,"Winnipeg, MB",3,0,pending
Maple Creek,MB,"Maple Creek, MB",3000,3443,100,"Winnipeg, MB",3,0,pending
Watford City,ND,"Watford City, ND",6708,5530,102,"Dickinson, ND",3,0,pending
Monticello,AR,"Monticello, AR",9820,3354,106,"Pine Bluff, AR",3,1,quota_medium
Chadron,NE,"Chadron, NE",5775,967,108,"Scottsbluff, NE",3,1,quota_medium
Alliance,NE,"Alliance, NE",8522,5802,108,"Scottsbluff, NE",3,0,pending
Blair,NE,"Blair, NE",7975,1316,109,"Fremont, NE",3,0,pending
Wayne,NE,"Wayne, NE",5569,1575,109,"Fremont, NE",3,0,pending
Ogallala,NE,"Ogallala, NE",5671,4255,110,"Grand Island, NE",3,0,pending
Abilene,KS,"Abilene, KS",6558,2116,112,"Salina, KS",3,0,pending
Coffeyville,KS,"Coffeyville, KS",9669,6101,113,"Cowley, KS",3,0,pending
Ionia,MI,"Ionia, MI",8400,5762,116,"East Lansing, MI",3,0,pending
Taber,AB,"Taber, AB",8163,2104,117,"Calgary, AB",3,0,pending
Coaldale,AB,"Coaldale, AB",8215,8482,117,"Calgary, AB",3,0,pending
Cortez,CO,"Cortez, CO",8715,3028,119,"Durango, CO",3,0,pending
Lebanon,KY,Lebanon,5680,3461,121,"Hardin, KY",3,0,pending
Colby,KS,"Colby, KS",5417,1225,122,"Dodge City, KS",3,0,pending
Saint Francis,KS,"Saint Francis, KS",1532,5975,122,"Dodge City, KS",3,0,pending
Clarksville,AR,"Clarksville, AR",9433,1348,124,"Fort Smith, AR",3,0,pending
Greenwood,AR,"Greenwood, AR",9322,6217,124,"Fort Smith, AR",3,0,pending
Breckenridge,CO,"Breckenridge, CO",1777,1030,126,"Thornton, CO",3,0,pending
Evergreen,CO,"Evergreen, CO",9038,2014,126,"Thornton, CO",3,0,pending
Red Chute,LA,"Red Chute, LA",6261,255,130,"La Salle, LA",3,1,quota_medium
Roxborough Park,CO,"Roxborough Park, CO",9099,2072,131,"Colorado Springs, CO",3,0,pending
Charlotte,MI,"Charlotte, MI",9054,1019,134,"Lansing, MI",3,0,pending
Albion,MI,"Albion, MI",8229,2902,134,"Lansing, MI",3,0,pending
Sidney,MT,"Sidney, MT",6828,4984,135,"Miles City, MT",3,0,pending
Glendive,MT,"Glendive, MT",4873,5544,135,"Miles City, MT",3,0,pending
Howell,MI,"Howell, MI",9521,3618,138,"Flint, MI",3,0,pending
Saint Johns,MI,"Saint Johns, MI",7865,3858,138,"Flint, MI",3,0,pending
Alma,MI,"Alma, MI",9193,5733,138,"Flint, MI",3,0,pending
Brighton,MI,"Brighton, MI",7609,5770,138,"Flint, MI",3,0,pending
Browning,MT,"Browning, MT",1219,5456,139,"Great Falls, MT",3,0,pending
North Bend,WA,"North Bend, WA",6679,1541,140,"Northern Cascades, WA",3,0,pending
Campbellton,NB,"Campbellton, NB",6883,419,141,New Brunswick,3,0,pending
Grand Falls,NB,"Grand Falls, NB",5220,2417,141,New Brunswick,3,0,pending
Hautes-Terres,NB,"Hautes-Terres, NB",6140,4437,141,New Brunswick,3,0,pending
Ile-de-Lameque,NB,"Ile-de-Lameque, NB",5627,4517,141,New Brunswick,3,0,pending
Three Points,AZ,"Three Points, AZ",5581,1818,143,"Tucson, AZ",3,0,pending
Ephraim,UT,"Ephraim, UT",6857,1299,149,"Provo, UT",3,0,pending
Price,UT,"Price, UT",8378,1820,149,"Provo, UT",3,0,pending
Nephi,UT,"Nephi, UT",5560,5874,149,"Provo, UT",3,0,pending
Sequim,WA,"Sequim, WA",6826,6689,156,"Puget Islands, WA",3,0,pending
Whitefish,MT,"Whitefish, MT",7073,5455,161,"Kalispell, MT",3,0,pending
Greenwood,NS,"Greenwood, NS",5369,169,163,Nova Scotia,3,0,pending
Antigonish,NS,"Antigonish, NS",5003,2819,163,Nova Scotia,3,0,pending
Yarmouth,NS,"Yarmouth, NS",6829,3755,163,Nova Scotia,3,0,pending
Bridgewater,NS,"Bridgewater, NS",8790,3997,163,Nova Scotia,3,0,pending
Amherst,NS,"Amherst, NS",9404,5481,163,Nova Scotia,3,0,pending
Roosevelt,UT,"Roosevelt, UT",6980,88,164,"Vernal, UT",3,0,pending
Randell,UT,"Randell, UT",8000,1365,164,"Vernal, UT",3,0,pending
Lacombe,LA,"Lacombe, LA",8679,4929,165,"Shreveport, LA",3,0,pending
Springhill,LA,"Springhill, LA",5097,6331,165,"Shreveport, LA",3,0,pending
Caribou,ME,"Caribou, ME",8189,3361,168,"Aroostook, ME",3,0,pending
Berryville,AR,"Berryville, AR",5371,3747,171,"Fayetteville, AR",3,0,pending
Ephrata,WA,"Ephrata, WA",8047,3371,172,"Columbia Basin, WA",3,0,pending
Othello,WA,"Othello, WA",7809,4319,172,"Columbia Basin, WA",3,0,pending
Enoch,UT,"Enoch, UT",6265,3489,175,"Cedar City, UT",3,0,pending
Anaconda,MT,"Anaconda, MT",9417,4049,186,"Missoula, MT",3,1,quota_medium
Green,OR,"Green, OR",7515,301,190,"Roseburg, OR",3,0,pending
Florence,OR,"Florence, OR",8649,380,190,"Roseburg, OR",3,0,pending
Cottage Grove,OR,"Cottage Grove, OR",9969,5585,190,"Roseburg, OR",3,0,pending
Devils Lake,ND,"Devils Lake, ND",7351,8577,193,"Grand Forks, ND",3,1,state_coverage_guarantee
Beebe,AR,"Beebe, AR",8106,642,194,"Conway, AR",3,0,pending
Stuttgart,AR,"Stuttgart, AR",9056,6194,194,"Conway, AR",3,0,pending
Detroit Lakes,MN,"Detroit Lakes, MN",9002,982,199,"Clay, MN",3,0,pending
Pike Road,AL,"Pike Road, AL",8274,2284,202,"Autauga, AL",3,1,quota_medium
Ellsworth,ME,"Ellsworth, ME",7857,5027,203,"Downeast, ME",3,0,pending
Lewistown,MT,"Lewistown, MT",5874,2250,204,"Billings, MT",3,0,pending
Laurel,MT,"Laurel, MT",6943,2406,204,"Billings, MT",3,0,pending
Malmstrom AFB,MT,"Malmstrom AFB, MT",1500,4258,204,"Billings, MT",3,0,pending
Clarkston,WA,"Clarkston, WA",7317,5522,206,"Blue Mountains, WA",3,0,pending
Barksdale AFB,LA,"Barksdale AFB, LA",1500,973,208,"Alexandra, LA",3,0,pending
Madras,OR,"Madras, OR",6662,1824,209,"Bend, OR",3,0,pending
Helena Valley West Central,MT,"Helena Valley West Central, MT",7883,3484,211,"Phillipsburg, MT",3,0,pending
Meraux,LA,"Meraux, LA",5816,4670,215,"Monroe, LA",3,0,pending
Paris,ME,"Paris, ME",5073,5576,216,"Western Mountains, ME",3,0,pending
Baker City,OR,"Baker City, OR",9752,727,217,"Pendleton, OR",3,0,pending
Milton-Freewater,OR,"Milton-Freewater, OR",7035,2686,217,"Pendleton, OR",3,0,pending
Baker,MT,"Baker, MT",2126,3430,220,"Baker, MT",3,0,pending
Belfast,ME,"Belfast, ME",6682,4175,221,"Penobscot Bay, ME",3,0,pending
Iron Mountain,MI,"Iron Mountain, MI",7504,630,222,"Marquette, MI",3,0,pending
