id,file,name,owner,energy_factor,category,population,coastal,has_port,is_base,base_type,dam_sites,dam_province,reactor_sites,shared_slots,slot_budget,thermoelectric_plant,hydroelectric_plant,nuclear_reactor,schools,offices,hospitals,prisons,barracks,dockyard,radar_station,anti_air_building,missile_silo
176,history/states/176-State_176.txt,"New Orleans, LA",NOM,1.01,large_town,108788,True,True,False,,,,,5,8,1,0,0,1,0,1,1,0,1,0,0,0
177,history/states/177-State_177.txt,"Butte, MT",MMS,0.8,city,158525,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
178,history/states/178-State_178.txt,"Capitol Reef, UT",SUT,0.84,wasteland,1000,True,False,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,history/states/179-State_179.txt,"Willapa Hills, WA",SWA,0.94,large_town,123664,True,False,False,,,,,4,8,1,0,0,1,0,1,1,0,0,0,0,0
180,history/states/180-State_180.txt,"Lafayette, LA",NOM,1.01,town,34874,True,False,False,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0
181,history/states/181-State_181.txt,"Moscow, ID",SWA,0.94,large_town,123368,True,False,False,,,,,3,8,0,0,0,1,0,1,1,0,0,0,0,0
182,history/states/182-State_182.txt,"Houlton, ME",CMM,0.99,large_town,77005,True,False,False,,,,,3,8,1,0,0,1,0,1,0,0,0,0,0,0
183,history/states/183-State_183.txt,"Southern Cascades, WA",SWA,0.94,large_town,110304,True,False,False,,,,,4,8,1,0,0,1,0,1,1,0,0,0,0,0
184,history/states/184-State_184.txt,"St. John, NB",CAN,1.4,city,132128,True,True,False,,,,,11,12,4,3,0,1,0,1,1,0,1,0,0,0
185,history/states/185-State_185.txt,"Yakima, WA",SWA,0.94,large_city,415884,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
186,history/states/186-State_186.txt,"Missoula, MT",MMS,0.8,town,58301,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
187,history/states/187-State_187.txt,"Naval Submarine Base Bangor, WA",DMA,1.02,large_town,42501,True,False,True,naval,,,,3,8,1,0,0,0,0,0,0,1,1,0,0,0
188,history/states/188-State_188.txt,"Piscataquis, ME",CMM,0.99,pastoral,2301,True,False,False,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0
189,history/states/189-State_189.txt,"Middlesex, NJ",CAN,1.4,large_town,536,True,False,False,,,,,6,8,4,2,0,0,0,0,0,0,0,0,0,0
190,history/states/190-State_190.txt,"Roseburg, OR",SOR,0.86,city,224281,True,True,False,,,,,7,12,1,0,0,1,1,1,1,1,1,0,0,0
191,history/states/191-State_191.txt,"Muskegon, MI",WOL,0.75,city,239579,True,True,False,,,,,7,12,1,0,0,1,1,1,1,1,1,0,0,0
192,history/states/192-State_192.txt,"Bismarck, ND",SDA,0.77,city,153528,True,False,False,,Garrison Dam,506,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
193,history/states/193-State_193.txt,"Grand Forks, ND",SDA,0.77,city,143256,True,False,False,,,,,5,12,2,0,0,1,0,1,1,0,0,0,0,0
194,history/states/194-State_194.txt,"Conway, AR",AMA,0.9,large_city,301282,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
195,history/states/195-State_195.txt,"Mahoosuc Range, ME",CMM,0.99,pastoral,4600,True,False,False,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0
196,history/states/196-State_196.txt,"Phillips, AR",AMA,0.9,large_town,102447,True,False,False,,,,,3,8,0,0,0,1,0,1,1,0,0,0,0,0
197,history/states/197-State_197.txt,"Natchitoches, LA",NOM,1.01,city,277348,True,False,False,,,,,7,12,1,0,0,2,1,1,1,1,0,0,0,0
198,history/states/198-State_198.txt,"Lake Charles, LA",NOM,1.01,town,51212,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
199,history/states/199-State_199.txt,"Clay, MN",SMN,0.98,large_town,102855,True,False,False,,,,,3,8,0,0,0,1,0,1,1,0,0,0,0,0
200,history/states/200-State_200.txt,"Isanti, MN",SMN,0.98,large_city,474269,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,1,0,0
201,history/states/201-State_201.txt,"Vancouver, WA",SWA,0.94,city,138389,True,False,False,,Bonneville Dam,1389,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
202,history/states/202-State_202.txt,"Autauga, AL",BIR,0.89,city,138936,True,False,False,,,,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
203,history/states/203-State_203.txt,"Downeast, ME",SOM,0.66,city,228177,True,False,False,,,,,6,12,1,0,0,1,1,1,1,1,0,0,0,0
204,history/states/204-State_204.txt,"Billings, MT",MMS,0.8,city,294070,True,False,False,,,,,8,12,2,0,0,2,1,1,1,1,0,0,0,0
205,history/states/205-State_205.txt,"West Mahoosuc, ME",MAR,0.63,pastoral,2564,True,False,False,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0
206,history/states/206-State_206.txt,"Blue Mountains, WA",BAR,0.82,city,162846,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
207,history/states/207-State_207.txt,"Somerset, ME",CMM,0.99,city,133950,True,True,False,,,,,7,12,3,0,0,1,0,1,1,0,1,0,0,0
208,history/states/208-State_208.txt,"Alexandra, LA",NOM,1.01,city,207578,True,False,False,,,,,6,12,1,0,0,1,1,1,1,1,0,0,0,0
209,history/states/209-State_209.txt,"Bend, OR",SOR,0.86,large_town,71067,True,False,False,,,,,3,8,1,0,0,1,0,1,0,0,0,0,0,0
210,history/states/210-State_210.txt,"Isle Royale, MI",SPM,1.11,wasteland,4,True,False,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,history/states/211-State_211.txt,"Phillipsburg, MT",MMS,0.8,large_town,74526,True,False,False,,,,,3,8,1,0,0,1,0,1,0,0,0,0,0,0
212,history/states/212-State_212.txt,"Mercer, ND",WAR,0.83,town,56586,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
213,history/states/213-State_213.txt,"Orange, NY",,0.6,pastoral,1106,True,True,False,,,,,1,2,0,0,0,0,0,0,0,0,1,0,0,0
214,history/states/214-State_214.txt,"Dothan, AL",GCC,0.96,town,51721,True,False,False,,,,,3,6,1,0,0,1,0,1,0,0,0,0,0,0
215,history/states/215-State_215.txt,"Monroe, LA",NOM,1.01,large_city,517622,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,1,0,0
216,history/states/216-State_216.txt,"Western Mountains, ME",MAR,0.63,large_town,84028,True,False,False,,,,,3,8,1,0,0,1,0,1,0,0,0,0,0,0
217,history/states/217-State_217.txt,"Pendleton, OR",BAR,0.82,city,144158,True,False,False,,The Dalles Dam|John Day Dam,727,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
218,history/states/218-State_218.txt,"Monteregie, QC",CAN,1.4,large_city,373379,True,True,False,,,,,15,16,4,3,0,2,1,2,1,1,1,0,0,0
219,history/states/219-State_219.txt,"ile Marie, QC",CAN,1.4,town,1575,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
220,history/states/220-State_220.txt,"Baker, MT",WAR,0.83,city,144361,True,False,False,,,,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
221,history/states/221-State_221.txt,"Penobscot Bay, ME",SOM,0.66,city,133548,True,True,False,,,,,6,12,2,0,0,1,0,1,1,0,1,0,0,0
222,history/states/222-State_222.txt,"Marquette, MI",SPM,1.11,large_town,97103,True,False,False,,,,,7,8,4,0,0,1,0,1,1,0,0,0,0,0
223,history/states/223-State_223.txt,"Great North Woods, NH",VER,0.72,town,45893,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
224,history/states/224-State_224.txt,"Cascade, ID",BAR,0.82,town,31749,True,False,False,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0
225,history/states/225-State_225.txt,"ile Jesus, QC",CAN,1.4,large_city,570889,True,False,False,,,,,14,16,4,3,0,2,1,2,1,1,0,1,0,0
226,history/states/226-State_226.txt,"ile de Montreal, QC",CAN,1.4,metropolis,885872,True,False,False,,,,,16,20,4,3,0,2,2,2,2,1,0,1,1,0
227,history/states/227-State_227.txt,"Montgomery, Al",ALF,0.78,city,167354,True,False,False,,,,,7,12,3,0,0,1,1,1,1,0,0,0,0,0
228,history/states/228-State_228.txt,"Saint Cloud, MN",SMN,0.98,large_city,396096,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
229,history/states/229-State_229.txt,"ile Bizardl, QC",CAN,1.4,city,41586,True,False,False,,,,,9,12,4,3,0,1,0,1,0,0,0,0,0,0
230,history/states/230-State_230.txt,"ile Perrot, QC",CAN,1.4,town,6960,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
231,history/states/231-State_231.txt,"Northeast Kingdom, VT",VER,0.72,town,59999,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
232,history/states/232-State_232.txt,"Portland Casco Bay, ME",MAR,0.63,metropolis,624788,True,True,False,,,,,11,20,2,0,0,2,1,2,2,1,1,1,0,0
233,history/states/233-State_233.txt,"Cadillac, MI",WOL,0.75,city,137431,False,False,False,,,,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
234,history/states/234-State_234.txt,"Jamestown, ND",SDA,0.77,rural,14275,True,False,False,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0
235,history/states/235-State_235.txt,"Clarke, AL",ALF,0.78,rural,6796,True,False,False,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0
236,history/states/236-State_236.txt,"Franklin, VT",VER,0.72,city,173895,True,False,False,,,,,6,12,2,0,0,1,1,1,1,0,0,0,0,0
237,history/states/237-State_237.txt,"Butler, AL",ALF,0.78,rural,14435,True,False,False,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0
238,history/states/238-State_238.txt,"Alger, MI",SPM,1.11,large_town,91611,True,True,False,,,,,7,8,3,0,0,1,0,1,1,0,1,0,0,0
239,history/states/239-State_239.txt,"Dillon, MT",BAR,0.82,large_town,61338,True,False,False,,,,,3,8,1,0,0,1,0,1,0,0,0,0,0,0
240,history/states/240-State_240.txt,"Sugar Island, MI",SPM,1.11,small_island,10000,True,False,False,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0
241,history/states/241-State_241.txt,"Superior, WI",SWI,0.75,town,50577,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
242,history/states/242-State_242.txt,"St. Lawrence, NY",WTB,0.75,large_town,98568,True,False,False,,,,,4,8,1,0,0,1,0,1,1,0,0,0,0,0
243,history/states/243-State_243.txt,"Salmon, ID",BAR,0.82,rural,8525,True,False,False,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0
244,history/states/244-State_244.txt,"White Mountains, NH",SNH,0.76,large_town,65231,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
245,history/states/245-State_245.txt,"Manhattan, NYC",NYC,1.25,metropolis,702675,True,False,False,,,,,16,20,4,3,0,2,2,2,2,1,0,1,1,0
246,history/states/246-State_246.txt,"St. Joseph Island, ON",CAN,1.4,town,10000,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
247,history/states/247-State_247.txt,"Athens, OH",SOH,1.04,city,295699,True,False,False,,,,,7,12,1,0,0,2,1,1,1,1,0,0,0,0
248,history/states/248-State_248.txt,"Grand Isle, VT",VER,0.72,large_town,75784,True,False,False,,,,,3,8,1,0,0,1,0,1,0,0,0,0,0,0
249,history/states/249-State_249.txt,"Powder River, MT",WAR,0.83,rural,15438,True,False,False,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0
250,history/states/250-State_250.txt,"Addison, VT",VER,0.72,city,143339,True,False,False,,,,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
251,history/states/251-State_251.txt,"Hayward, WI",SWI,0.75,large_city,313965,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
252,history/states/252-State_252.txt,"Manitoulin Island, ON",CAN,1.4,town,10000,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
253,history/states/253-State_253.txt,"Rutland, VT",VER,0.72,city,240319,True,False,False,,,,,6,12,1,0,0,1,1,1,1,1,0,0,0,0
254,history/states/254-State_254.txt,"Drummond Island, MI",SPM,1.11,small_island,10000,True,False,False,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0
255,history/states/255-State_255.txt,"Carrollton, OH",REO,0.94,metropolis,951307,True,False,False,,,,,12,20,3,0,0,2,2,2,2,1,0,1,1,0
256,history/states/256-State_256.txt,"Hardin, MT",WAR,0.83,rural,7691,True,False,False,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0
257,history/states/257-State_257.txt,"Cockburn Island, ON",CAN,1.4,town,10000,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
258,history/states/258-State_258.txt,"East Bozeman, MT",WAR,0.83,rural,17111,True,False,False,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0
259,history/states/259-State_259.txt,"Madison, MT",BAR,0.82,town,25483,True,False,False,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0
260,history/states/260-State_260.txt,"Merrimack, NH",SNH,0.76,city,169494,True,False,False,,,,Seabrook Station,6,13,1,0,1,1,1,1,1,0,0,0,0,0
261,history/states/261-State_261.txt,"Westport, NY",ALB,0.92,town,29448,True,False,False,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0
262,history/states/262-State_262.txt,"Ontario, OR",BAR,0.82,city,197814,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
263,history/states/263-State_263.txt,"Mackinac Island, MI",SPM,1.11,small_island,10000,True,False,False,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0
264,history/states/264-State_264.txt,"Toledo, OH",SOH,1.04,large_city,365966,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
265,history/states/265-State_265.txt,"Stevens Point, WI",EFG,1.3,large_city,343592,True,False,False,,,,,12,16,4,1,0,2,1,2,1,1,0,0,0,0
266,history/states/266-State_266.txt,"Dayton, OH",SOH,1.04,metropolis,1422898,True,False,False,,,,,15,20,3,0,0,3,2,3,2,2,0,1,1,0
267,history/states/267-State_267.txt,"Mackinac City, MI",SPM,1.11,town,55217,True,True,False,,,,,5,6,2,0,0,1,0,1,0,0,1,0,0,0
268,history/states/268-State_268.txt,"Grafton, NH",SNH,0.76,city,188953,True,False,False,,,,,4,12,0,0,0,1,1,1,1,0,0,0,0,0
269,history/states/269-State_269.txt,"Clearwater, MN",SMN,0.98,large_town,106063,True,False,False,,,,,3,8,0,0,0,1,0,1,1,0,0,0,0,0
270,history/states/270-State_270.txt,"Beaver Island, MI",SPM,1.11,small_island,10000,True,False,False,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0
271,history/states/271-State_271.txt,"Harding, SD",WAR,0.83,large_town,107450,True,False,False,,,,,3,8,0,0,0,1,0,1,1,0,0,0,0,0
272,history/states/272-State_272.txt,"Iosco, MI",WOL,0.75,town,54480,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
273,history/states/273-State_273.txt,"Hamilton, NY",ALB,0.92,city,226912,True,False,False,,,,,6,12,1,0,0,1,1,1,1,1,0,0,0,0
274,history/states/274-State_274.txt,"Strafford, NH",BRA,1.04,metropolis,680600,True,False,False,,,,,12,20,4,0,0,2,1,2,2,1,0,1,0,0
275,history/states/275-State_275.txt,"Mobridge, SD",WAR,0.83,large_town,84913,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
276,history/states/276-State_276.txt,"Aberdeen, SD",SSD,0.77,large_town,84879,True,False,False,,,,,3,8,1,0,0,1,0,1,0,0,0,0,0,0
277,history/states/277-State_277.txt,"Concord, NH",SNH,0.76,large_city,462878,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,1,0,0
278,history/states/278-State_278.txt,"Medford, OR",SOR,0.86,city,248409,True,False,False,,,,,6,12,1,0,0,1,1,1,1,1,0,0,0,0
279,history/states/279-State_279.txt,"Watertown, SD",SSD,0.77,large_town,103416,True,False,False,,,,,4,8,1,0,0,1,0,1,1,0,0,0,0,0
280,history/states/280-State_280.txt,"Lewis, NY",WTB,0.75,large_city,327389,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
281,history/states/281-State_281.txt,"Old Faithful, WY",BAR,0.82,town,21465,True,False,False,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0
282,history/states/282-State_282.txt,"Troy, NY",ALB,0.92,metropolis,852850,True,False,False,,,,,12,20,3,0,0,2,2,2,2,1,0,1,1,0
283,history/states/283-State_283.txt,"Casper, WY",WAR,0.83,large_town,84559,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
284,history/states/284-State_284.txt,"Philadelphia, PA",PHI,1.15,metropolis,887354,True,True,False,,,,Limerick Generating Station,15,21,3,0,1,2,2,2,2,1,2,1,1,0
285,history/states/285-State_285.txt,"Schenectady, NY",ALB,0.92,city,186563,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
286,history/states/286-State_286.txt,"Richland, OH",SOH,1.04,metropolis,708697,True,False,False,,,,,12,20,3,0,0,2,2,2,2,1,0,1,1,0
287,history/states/287-State_287.txt,"Roberts, ID",BAR,0.82,city,161577,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
288,history/states/288-State_288.txt,"Boise, ID",BAR,0.82,city,273863,True,False,False,,,,,7,12,1,0,0,2,1,1,1,1,0,0,0,0
289,history/states/289-State_289.txt,"Baileys Harbor, WI",EFG,1.3,rural,14436,True,False,False,,,,,1,3,1,0,0,0,0,0,0,0,0,0,0,0
290,history/states/290-State_290.txt,"Grand Traverse, MI",WOL,0.75,city,242433,True,False,False,,,,,6,12,1,0,0,1,1,1,1,1,0,0,0,0
291,history/states/291-State_291.txt,"Oswego, NY",SYR,0.68,large_city,525604,True,False,False,,,,,10,16,3,0,0,2,1,2,1,1,0,1,0,0
292,history/states/292-State_292.txt,"Hillsborough, NH",BRA,1.04,large_city,342741,True,False,False,,,,,10,16,3,0,0,2,1,2,1,1,0,0,0,0
293,history/states/293-State_293.txt,"Windham, VT",MCA,0.8,large_town,123626,True,False,False,,,,,4,8,1,0,0,1,0,1,1,0,0,0,0,0
294,history/states/294-State_294.txt,"Nampa, ID",BAR,0.82,large_town,61618,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
295,history/states/295-State_295.txt,"Jackson, WY",WAR,0.83,rural,12630,True,False,False,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0
296,history/states/296-State_296.txt,"Crescent City, CA",SCA,1.3,large_town,55720,True,False,False,,,,,8,8,4,3,0,0,0,1,0,0,0,0,0,0
297,history/states/297-State_297.txt,"Jerome, ID",BAR,0.82,city,142096,True,False,False,,,,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
298,history/states/298-State_298.txt,"Marshall, MN",SMN,0.98,large_town,69988,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
299,history/states/299-State_299.txt,"Suffolk, MA",BRA,1.04,metropolis,1321891,True,False,False,,,,,15,20,3,0,0,3,2,3,2,2,0,1,1,0
300,history/states/300-State_300.txt,"Worchester, MA",NGM,0.81,megalopolis,1767781,True,False,False,,,,,15,22,3,0,0,3,2,3,2,2,0,2,1,0
301,history/states/301-State_301.txt,"Wayne, NY",ROC,1.02,city,290450,True,False,False,,,,,8,12,2,0,0,2,1,1,1,1,0,0,0,0
302,history/states/302-State_302.txt,"Berkshire, MA",MCA,0.8,city,189544,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
303,history/states/303-State_303.txt,"Mojave, CA",SCA,1.3,large_city,250932,True,False,False,,,,,13,16,4,3,0,2,1,1,1,1,0,0,0,0
304,history/states/304-State_304.txt,"Saint Paul, MN",SMN,0.98,large_city,536118,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,1,0,0
305,history/states/305-State_305.txt,"Chenango, NY",ITH,0.92,city,212137,True,False,False,,,,,7,12,2,0,0,1,1,1,1,1,0,0,0,0
306,history/states/306-State_306.txt,"Delaware, NY",ALB,0.92,large_town,80221,True,False,False,,,,,3,8,1,0,0,1,0,1,0,0,0,0,0,0
307,history/states/307-State_307.txt,"Plymouth, MA",NGM,0.81,metropolis,1395466,True,True,False,,,,,17,20,3,0,0,3,2,3,2,2,2,1,1,0
308,history/states/308-State_308.txt,"Onondaga, NY",ITH,0.92,city,187835,True,False,False,,,,,6,12,2,0,0,1,1,1,1,0,0,0,0,0
309,history/states/309-State_309.txt,"Trippe, SD",DMA,1.02,city,131245,True,False,False,,,,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
310,history/states/310-State_310.txt,"Pocatello, ID",WAR,0.83,large_town,102150,True,False,False,,,,,4,8,1,0,0,1,0,1,1,0,0,0,0,0
311,history/states/311-State_311.txt,"Murray, MN",SMN,0.98,large_town,95861,True,False,False,,,,,4,8,1,0,0,1,0,1,1,0,0,0,0,0
312,history/states/312-State_312.txt,"Huron, MI",WOL,0.75,city,154690,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
313,history/states/313-State_313.txt,"Monroe, NY",ROC,1.02,metropolis,702558,True,False,False,,,,,13,20,4,0,0,2,2,2,2,1,0,1,1,0
314,history/states/314-State_314.txt,"Genesse, NY",ROC,1.02,city,212619,True,False,False,,,,,7,12,2,0,0,1,1,1,1,1,0,0,0,0
315,history/states/315-State_315.txt,"Barnstable, MA",NGM,0.81,large_town,121879,True,False,False,,,,,4,8,1,0,0,1,0,1,1,0,0,0,0,0
316,history/states/316-State_316.txt,"Columbia, NY",ALB,0.92,city,210011,True,False,False,,,,,6,12,1,0,0,1,1,1,1,1,0,0,0,0
317,history/states/317-State_317.txt,"Mason, MI",WOL,0.75,large_town,67180,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
318,history/states/318-State_318.txt,"Saginaw, MI",WOL,0.75,large_city,371833,True,True,False,,,,,9,16,1,0,0,2,1,2,1,1,1,0,0,0
319,history/states/319-State_319.txt,"Providence, RI",SRI,0.78,metropolis,1147285,True,False,False,,,,,11,20,1,0,0,2,2,2,2,2,0,1,1,0
320,history/states/320-State_320.txt,"Albany, NY",ALB,0.92,town,44504,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
321,history/states/321-State_321.txt,"New London, CT",SRI,0.78,metropolis,1481610,True,False,False,,,,Millstone Nuclear Power Plant,15,21,2,0,1,3,2,3,2,2,0,1,1,0
322,history/states/322-State_322.txt,"Mankato, MN",SMN,0.98,large_city,313265,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
323,history/states/323-State_323.txt,"Ithaca, NY",ITH,0.92,large_city,481620,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,1,0,0
324,history/states/324-State_324.txt,"Lovelock, NV",SCA,1.3,pastoral,1506,False,False,False,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
325,history/states/325-State_325.txt,"Cattaraugus, NY",ROC,1.02,city,178356,True,False,False,,,,,6,12,2,0,0,1,1,1,1,0,0,0,0,0
326,history/states/326-State_326.txt,"Buffalo, NY",ROC,1.02,large_town,76857,True,True,False,,Robert Moses Niagara Power Plant,3729,,4,8,1,0,0,1,0,1,0,0,1,0,0,0
327,history/states/327-State_327.txt,"Windham, NY",ALB,0.92,large_town,77790,True,False,False,,,,,3,8,1,0,0,1,0,1,0,0,0,0,0,0
328,history/states/328-State_328.txt,"Hartford, CT",MCA,0.8,metropolis,1398665,True,True,False,,,,,17,20,3,0,0,3,2,3,2,2,2,1,1,0
329,history/states/329-State_329.txt,"Benton Harbor, MI",EFG,1.3,city,184223,True,False,False,,,,,8,12,4,0,0,1,1,1,1,0,0,0,0,0
330,history/states/330-State_330.txt,Grand Island,CAN,1.4,town,10000,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
331,history/states/331-State_331.txt,"Mojave, NV",GBR,0.6,large_town,62462,False,False,False,,,,,3,8,1,0,0,1,0,1,0,0,0,0,0,0
332,history/states/332-State_332.txt,"Detroit, MI",DET,1.23,metropolis,1109912,True,True,False,,,,,19,20,4,3,0,2,2,2,2,2,2,1,1,0
333,history/states/333-State_333.txt,"Hamburg, NY",ERE,0.82,large_city,405971,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
334,history/states/334-State_334.txt,"Alpena, MI",WOL,0.75,large_town,64561,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
335,history/states/335-State_335.txt,"Steuben, NY",ITH,0.92,town,55889,True,False,False,,,,,3,6,1,0,0,1,0,1,0,0,0,0,0,0
336,history/states/336-State_336.txt,"Oakland, MI",DET,1.23,metropolis,891682,False,False,False,,,,,16,20,4,3,0,2,2,2,2,1,0,1,1,0
337,history/states/337-State_337.txt,"Dutchess, NY",HUD,0.94,megalopolis,1766705,True,False,False,,,,,15,22,3,0,0,3,2,3,2,2,0,2,1,0
338,history/states/338-State_338.txt,"Orange, NY",HUD,0.94,metropolis,813536,True,False,False,,,,Indian Point Energy Center,12,21,2,0,1,2,2,2,2,1,0,1,1,0
339,history/states/339-State_339.txt,"St. Clair, MI",DET,1.23,large_city,300997,True,False,False,,,,,14,16,4,3,0,2,1,2,1,1,0,0,0,0
340,history/states/340-State_340.txt,"Douglas, WY",DMA,1.02,rural,19987,True,False,False,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0
341,history/states/341-State_341.txt,"Chautauqua, NY",ERE,0.82,city,178581,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
342,history/states/342-State_342.txt,"Lackawanna, PA",PHI,1.15,metropolis,629747,True,False,False,,,,,11,20,3,0,0,2,1,2,2,1,0,1,0,0
343,history/states/343-State_343.txt,"Fairfield, CT",HUD,0.94,metropolis,704520,True,False,False,,,,,11,20,2,0,0,2,2,2,2,1,0,1,1,0
344,history/states/344-State_344.txt,"West Wendover, NV",GBR,0.6,pastoral,2502,False,False,False,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0
345,history/states/345-State_345.txt,"Allegheny, PA",RWP,1.09,metropolis,917456,True,False,False,,,,,12,20,3,0,0,2,2,2,2,1,0,1,1,0
346,history/states/346-State_346.txt,"Bradford, PA",CPN,0.66,large_city,349822,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
347,history/states/347-State_347.txt,"Davenport, IA",SIA,0.92,large_city,481024,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,1,0,0
348,history/states/348-State_348.txt,"Detroit Metro, MI",DET,1.23,megalopolis,2604301,True,False,False,,,,,19,22,4,3,0,3,2,3,2,2,0,2,1,0
349,history/states/349-State_349.txt,"Mason City, IA",SIA,0.92,large_city,301589,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
350,history/states/350-State_350.txt,"Council Bluffs, IA",SIA,0.92,city,141714,True,False,False,,,,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
351,history/states/351-State_351.txt,"Kent, MI",EFG,1.3,metropolis,886928,True,False,False,,,,,15,20,4,2,0,2,2,2,2,1,0,1,1,0
352,history/states/352-State_352.txt,"Delta, UT",GBR,0.6,city,291546,False,False,False,,,,,8,12,2,0,0,2,1,1,1,1,0,0,0,0
353,history/states/353-State_353.txt,"Erie, PA",ERE,0.82,large_city,421517,True,True,False,,,,,10,16,2,0,0,2,1,2,1,1,1,0,0,0
