state_id,state_name,country,land_pixels,grid_raw,city_sum,old_manpower,new_manpower,delta_pct,estimate_source
324,"Lovelock, NV",US,11799,1446,0,1506,1506,0.0,grid_2000_scaled
325,"Cattaraugus, NY",US,2610,171237,88953,178355,178356,0.0,grid_2000_scaled
326,"Buffalo, NY",US,423,73789,317185,76857,76857,0.0,grid_2000_scaled
327,"Windham, NY",US,2817,74685,2640,77790,77790,0.0,grid_2000_scaled
328,"Hartford, CT",US,2412,1342837,1194659,1398662,1398665,0.0,grid_2000_scaled
329,"Benton Harbor, MI",US,1445,176870,48561,184223,184223,0.0,grid_2000_scaled
330,Grand Island,OTHER,31,3322,0,10000,10000,0.0,special_override
331,"Mojave, NV",US,53580,59969,15301,62462,62462,0.0,grid_2000_scaled
332,"Detroit, MI",US,251,1065610,1136692,1109910,1109912,0.0,grid_2000_scaled
333,"Hamburg, NY",US,815,389767,480628,405970,405971,0.0,grid_2000_scaled
334,"Alpena, MI",US,3026,61984,37576,64561,64561,0.0,grid_2000_scaled
335,"Steuben, NY",US,1180,53659,124106,55889,55889,0.0,grid_2000_scaled
336,"Oakland, MI",US,1335,856090,417685,891680,891682,0.0,grid_2000_scaled
337,"Dutchess, NY",US,1408,1696186,1016834,1766701,1766705,0.0,grid_2000_scaled
338,"Orange, NY",US,2470,781064,327545,813534,813536,0.0,grid_2000_scaled
339,"St. Clair, MI",US,1288,288983,266790,300996,300997,0.0,grid_2000_scaled
340,"Douglas, WY",US,6313,19189,9168,19987,19987,0.0,grid_2000_scaled
341,"Chautauqua, NY",US,2448,171453,336564,178581,178581,0.0,grid_2000_scaled
342,"Lackawanna, PA",US,4293,604610,182967,629746,629747,0.0,grid_2000_scaled
343,"Fairfield, CT",US,671,676399,865402,704519,704520,0.0,grid_2000_scaled
344,"West Wendover, NV",US,7724,451,3128,2502,2502,0.0,grid_2000_scaled+city_validation
345,"Allegheny, PA",US,330,880835,765874,917454,917456,0.0,grid_2000_scaled
346,"Bradford, PA",US,5673,335859,105685,349822,349822,0.0,grid_2000_scaled
347,"Davenport, IA",US,4135,461823,180756,481023,481024,0.0,grid_2000_scaled
348,"Detroit Metro, MI",US,1187,2500350,1545828,2604296,2604301,0.0,grid_2000_scaled
349,"Mason City, IA",US,6539,289551,164228,301589,301589,0.0,grid_2000_scaled
350,"Council Bluffs, IA",US,4428,136057,95798,141714,141714,0.0,grid_2000_scaled
351,"Kent, MI",US,2701,851526,546882,886926,886928,0.0,grid_2000_scaled
352,"Delta, UT",US,23614,279909,59931,291545,291546,0.0,grid_2000_scaled
353,"Erie, PA",US,2765,404692,116535,421516,421517,0.0,grid_2000_scaled
354,"Long Island, NY",US,1156,2079847,3008236,2166312,2166316,0.0,grid_2000_scaled
355,"Cheyenne, WY",US,14258,49877,121280,51950,51950,0.0,grid_2000_scaled
356,"McKean, PA",US,4351,171410,83711,178535,178536,0.0,grid_2000_scaled
357,"Sussex, NJ",US,2049,2731284,3917885,2844830,2844836,0.0,grid_2000_scaled
358,"Cherry, NE",US,21834,122400,6855,127488,127489,0.0,grid_2000_scaled
359,"Lehigh, PA",US,3311,1079383,520857,1124256,1124259,0.0,grid_2000_scaled
360,"South Bairoil, WY",US,1899,90,10440,8352,8352,0.0,grid_2000_scaled+city_validation
361,"Sandusky, OH",US,2904,353844,130697,368555,368555,0.0,grid_2000_scaled
362,"Evanston, WY",US,5626,21021,15115,21894,21894,0.0,grid_2000_scaled
363,"Northumberland, PA",US,5790,566461,316918,590011,590012,0.0,grid_2000_scaled
364,"Rock Springs, WY",US,3120,36150,43598,37652,37653,0.0,grid_2000_scaled
365,"Lawrence, PA",US,3184,746011,350344,777024,777026,0.0,grid_2000_scaled
366,"Chicago Metro, IL",US,4946,5084686,4326203,5296069,5296080,0.0,grid_2000_scaled
367,"Middlesex, NJ",US,1526,2439014,2208499,2540410,2540415,0.0,grid_2000_scaled
368,"Superior, WY",US,497,136,0,142,142,0.0,grid_2000_scaled
369,"Rockford, IL",US,6016,600675,341505,625646,625648,0.0,grid_2000_scaled
370,"Carson City, NV",US,3002,32673,550736,34031,34031,0.0,grid_2000_scaled+city_validation
371,"Centre, PA",US,3685,414110,59743,431326,431327,0.0,grid_2000_scaled
372,"East Superior, WY",US,1527,426,5000,4000,4000,0.0,grid_2000_scaled+city_validation
373,"Wamsutter, WY",US,2272,12378,0,12893,12893,0.0,grid_2000_scaled
374,"Monmouth, NJ",US,2182,1087897,1553417,1133123,1133125,0.0,grid_2000_scaled
375,"Rawlins, WY",US,1243,1268,1677,1321,1321,0.0,grid_2000_scaled
376,"Bucks, PA",US,2266,3868958,1402922,4029801,4029809,0.0,grid_2000_scaled
377,"Chicago, IL",US,968,3678729,3690826,3831663,3831671,0.0,grid_2000_scaled
378,"Lancester, PA",US,3023,1316946,469979,1371694,1371697,0.0,grid_2000_scaled
379,"Williams, OH",US,1627,410990,68694,428076,428077,0.0,grid_2000_scaled
380,"Adobie Town Rim, WY",US,3683,1079,10000,8000,8000,0.0,grid_2000_scaled+city_validation
381,"Greenville, MS",US,10607,49710,74748,51777,51777,0.0,grid_2000_scaled
382,"Fort Wayne, IN",US,5093,865838,461569,901833,901835,0.0,grid_2000_scaled
383,"Columbus, OH",US,3802,1410194,1506204,1468820,1468823,0.0,grid_2000_scaled
384,"Ogallala, NE",US,2477,5761,0,6000,6000,0.0,grid_2000_scaled
385,"Gary, IN",US,2461,791123,788288,824012,824013,0.0,grid_2000_scaled
386,"Wheeling, OH",US,3401,259452,96708,270239,270239,0.0,grid_2000_scaled
387,"Blair, PA",US,3206,334663,24443,348576,348577,0.0,grid_2000_scaled
388,"York, PA",US,4273,882758,232853,919457,919459,0.0,grid_2000_scaled
389,"Camden, NJ",US,2440,808387,1074276,841994,841995,0.0,grid_2000_scaled
390,"Adams, IL",US,4005,74520,45201,77618,77619,0.0,grid_2000_scaled
391,"Westmoreland, PA",US,1955,818335,543042,852356,852357,0.0,grid_2000_scaled
392,"Jasper, IN",US,4377,226969,51636,236405,236406,0.0,grid_2000_scaled
393,"Washington, PA",US,2035,379855,86294,395647,395648,0.0,grid_2000_scaled
394,"Grand Junction, CO",US,10689,34726,8844,36170,36170,0.0,grid_2000_scaled
395,"Newcastle, DE",US,467,219531,256039,228657,228658,0.0,grid_2000_scaled
396,"Mount Vernon, IL",US,9824,419392,149613,436827,436828,0.0,grid_2000_scaled
397,"Steamboat Springs, CO",US,5419,20438,7560,21288,21288,0.0,grid_2000_scaled
398,"Saint Anne, IL",US,281,22425,0,23357,23357,0.0,grid_2000_scaled
399,"Walden, CO",US,451,1142,750,1190,1190,0.0,grid_2000_scaled
400,"Lincoln, NE",US,7394,471217,333118,490807,490808,0.0,grid_2000_scaled
401,"Kit Carson, CO",US,22888,276136,169406,287616,287616,0.0,grid_2000_scaled
402,"Aberdeen, MD",US,456,192613,335770,200620,200620,0.0,grid_2000_scaled
403,"Harford, MD",US,163,47931,15782,49923,49924,0.0,grid_2000_scaled
404,"Baltimore, MD",US,1366,1953775,1977038,2034999,2035003,0.0,grid_2000_scaled
405,"Bartholomew, IN",US,5719,385363,219350,401383,401384,0.0,grid_2000_scaled
406,"Carroll, MD",US,775,220439,103995,229603,229604,0.0,grid_2000_scaled
407,"Clinton, OH",US,3398,201898,38128,210292,210292,0.0,grid_2000_scaled
408,"Randell, UT",US,6295,10809,0,11258,11258,0.0,grid_2000_scaled
409,"North Platte, NE",US,7966,35702,0,37186,37186,0.0,grid_2000_scaled
410,"Kent, DE",US,710,105908,48331,110311,110311,0.0,grid_2000_scaled
411,"Queen Anne's, MD",US,2034,181419,91266,188961,188962,0.0,grid_2000_scaled
412,"Frederick, MD",US,700,223386,160163,232673,232673,0.0,grid_2000_scaled
413,"Adams, NE",US,4999,102685,93121,106954,106954,0.0,grid_2000_scaled
414,"Alleghany, MD",US,1113,67530,27742,70337,70338,0.0,grid_2000_scaled
415,"Berkeley, WV",US,832,105084,24672,109453,109453,0.0,grid_2000_scaled
416,"Morgantown, WV",US,3875,227025,88629,236463,236464,0.0,grid_2000_scaled
417,"Mineral, WV",US,1891,36183,43475,37687,37687,0.0,grid_2000_scaled
418,"Montgomery, MD",US,507,972263,951010,1012683,1012685,0.0,grid_2000_scaled
419,"Bishop, CA",US,5824,1890,0,1969,1969,0.0,grid_2000_scaled
420,"Sussex, DE",US,1049,154247,16137,160660,160660,0.0,grid_2000_scaled
421,"Monogalia, WV",US,3320,124142,21279,129302,129303,0.0,grid_2000_scaled
422,"Breckenridge, CO",US,1402,32681,0,34040,34040,0.0,grid_2000_scaled
423,"Frederick, VA",US,2990,221673,116179,230889,230889,0.0,grid_2000_scaled
424,"Fairfax, VA",US,2545,1589344,1920142,1655417,1655420,0.0,grid_2000_scaled
425,"Prince George's, MD",US,1966,1582205,2502098,1647982,1647985,0.0,grid_2000_scaled
426,"Bowling Green, MO",US,7012,996449,514902,1037874,1037877,0.0,grid_2000_scaled
427,"Bloomington, IL",US,2522,246797,35984,257057,257057,0.0,grid_2000_scaled
428,"Aspen, CO",US,12246,106414,73809,110838,110838,0.0,grid_2000_scaled
429,"Wood, WV",US,3766,267754,40311,278885,278886,0.0,grid_2000_scaled
430,"Furnass, NE",US,907,1349,7580,6064,6064,0.0,grid_2000_scaled+city_validation
431,"Wicomico, MD",US,1231,135682,61884,141323,141323,0.0,grid_2000_scaled
432,"Cincinnati, OH",US,2410,1147607,1045672,1195316,1195319,0.0,grid_2000_scaled
433,"Dove Creek, CO",US,10489,181176,160385,188708,188708,0.0,grid_2000_scaled
434,"Ellis, KS",US,13004,131034,36833,136481,136481,0.0,grid_2000_scaled
435,"Albemarle, VA",US,5101,394842,134491,411256,411257,0.0,grid_2000_scaled
436,"Topeka, KS",US,8333,393980,155407,410359,410360,0.0,grid_2000_scaled
437,"King George's, VA",US,3057,194293,73281,202371,202371,0.0,grid_2000_scaled
438,"Greenbrier, WV",US,6327,214277,49771,223185,223186,0.0,grid_2000_scaled
439,"Accomack, VA",US,595,44225,45966,46064,46064,0.0,grid_2000_scaled
440,"Spotslyvania, VA",US,2141,129268,9920,134642,134642,0.0,grid_2000_scaled
441,"Pueblo, CO",US,2532,40037,5467,41702,41702,0.0,grid_2000_scaled
442,"Moab, UT",US,7078,10118,0,10539,10539,0.0,grid_2000_scaled
443,"Lynchburg, VA",US,3111,379788,362588,395576,395577,0.0,grid_2000_scaled
444,"Emporia, KS",US,8593,551290,53059,574209,574210,0.0,grid_2000_scaled
445,"Springfield, IL",US,5593,356899,468313,371736,371737,0.0,grid_2000_scaled
446,"Madison, KY",US,4840,352856,228507,367526,367526,0.0,grid_2000_scaled
447,"Cabell, WV",US,2232,309468,169632,322334,322334,0.0,grid_2000_scaled
448,"Mesquite, NV",US,2866,5520,2247,5749,5749,0.0,grid_2000_scaled
449,"Kanawha, WV",US,387,157128,97370,163660,163661,0.0,grid_2000_scaled
450,"Richmond, VA",US,1492,894385,743303,931566,931568,0.0,grid_2000_scaled
451,"Jefferson, MO",US,4590,425927,190775,443634,443635,0.0,grid_2000_scaled
452,"Raleight, WV",US,4189,328916,52266,342590,342591,0.0,grid_2000_scaled
453,"Lawrence, KS",US,2608,284827,267228,296668,296669,0.0,grid_2000_scaled
454,"Danville, VA",US,4718,133634,8169,139189,139189,0.0,grid_2000_scaled
455,"Floyd, IN",US,1165,131776,223686,137254,137255,0.0,grid_2000_scaled
456,"Prince George, VA",US,2481,281853,175691,293570,293571,0.0,grid_2000_scaled
457,"Gasconade, MO",US,5279,511099,136116,532347,532348,0.0,grid_2000_scaled
458,"Las Vegas, NV",US,9537,1346921,2082421,1402916,1402919,0.0,grid_2000_scaled
459,"Hampton Roads, VA",US,2507,1170997,1619691,1219679,1219681,0.0,grid_2000_scaled
460,"Trinidad, CO",US,17301,131981,25906,137468,137468,0.0,grid_2000_scaled
461,"Belleville, IL",US,560,17967,13973,18714,18714,0.0,grid_2000_scaled
462,"Kaibab, AZ",US,9689,105807,5000,110206,110206,0.0,grid_2000_scaled
463,"Roanoake, VA",US,5928,496140,178135,516766,516767,0.0,grid_2000_scaled
464,"Washington, VA",US,3258,186830,45003,194597,194597,0.0,grid_2000_scaled
465,"Wichita, KS",US,10130,286661,80211,298579,298579,0.0,grid_2000_scaled
466,"Wise, VA",US,3422,370963,70077,386385,386385,0.0,grid_2000_scaled
467,"Elizabeth City, NC",US,3046,146346,35745,152430,152430,0.0,grid_2000_scaled
468,"Mexican Hat, UT",US,2111,2993,5000,3117,3117,0.0,grid_2000_scaled
469,"Liberal, KS",US,9914,64886,29696,67583,67583,0.0,grid_2000_scaled
470,"Navajo Nation, AZ",US,22326,119863,37990,124847,124847,0.0,grid_2000_scaled
471,"Denver, CO",US,619,1447659,2353875,1507842,1507845,0.0,grid_2000_scaled
472,"Nash, NC",US,5414,652740,458127,679876,679877,0.0,grid_2000_scaled
473,"Wake, NC",US,2383,758061,835684,789575,789577,0.0,grid_2000_scaled
474,"Beaufort, NC",US,2973,63206,12566,65834,65834,0.0,grid_2000_scaled
475,"Wayne, KY",US,2510,158536,46113,165126,165127,0.0,grid_2000_scaled
476,"Mount Airy, NC",US,3425,601010,385303,625996,625997,0.0,grid_2000_scaled
477,"Farmington, NM",US,1169,82854,67960,86298,86298,0.0,grid_2000_scaled
478,"Cibola, NM",US,36306,138730,162183,144497,144498,0.0,grid_2000_scaled
479,"Pitt, NC",US,2810,424637,264572,442290,442291,0.0,grid_2000_scaled
480,"Johnson City, TN",US,3502,380912,238650,396747,396748,0.0,grid_2000_scaled
481,"Guilford, NC",US,3304,663400,601237,690979,690980,0.0,grid_2000_scaled
482,"McCracken, KY",US,2780,207759,76171,216396,216397,0.0,grid_2000_scaled
483,"Owens Island, KY",US,95,2081,0,10000,10000,0.0,special_override
484,"Albuquerque, NM",US,880,432032,751680,449993,449993,0.0,grid_2000_scaled
485,"Knoxville, TN",US,6776,892231,367689,929323,929325,0.0,grid_2000_scaled
486,"Tucumcari, NM",US,15896,129488,69557,134871,134871,0.0,grid_2000_scaled
487,"Mecklenberg, NC",US,4752,732145,431757,762582,762584,0.0,grid_2000_scaled
488,"Clayton, NM",US,9721,15881,15022,16541,16541,0.0,grid_2000_scaled
489,"Gaston, NC",US,4702,1683122,1308187,1753094,1753098,0.0,grid_2000_scaled
490,"Oklahoma Panhandle, OK",US,6453,35363,76721,61376,61376,0.0,grid_2000_scaled+city_validation
491,"Onslow, NC",US,3406,276785,239705,288291,288292,0.0,grid_2000_scaled
492,"Clarksville, TN",US,2768,138161,0,143905,143905,0.0,grid_2000_scaled
493,"Enid, OK",US,7914,201043,93218,209401,209401,0.0,grid_2000_scaled
494,"Buncombe, NC",US,4255,908429,490712,946195,946197,0.0,grid_2000_scaled
495,"Tulsa, OK",US,10996,910446,782490,948295,948297,0.0,grid_2000_scaled
496,"Dickson, TN",US,3458,151751,182081,158060,158060,0.0,grid_2000_scaled
497,"Cumberland, NC",US,3718,608402,405350,633695,633696,0.0,grid_2000_scaled
498,"Phoenix, AZ",US,2598,2847633,4228322,2966016,2966022,0.0,grid_2000_scaled
499,"Coffee, TN",US,4589,289621,339755,301662,301662,0.0,grid_2000_scaled
500,"Flagstaff, AZ",US,3074,87605,111360,91247,91247,0.0,grid_2000_scaled
501,"Northern Channel Islands, CA",US,228,3,2400,10000,10000,0.0,special_override
502,"Memphis, TN",US,4651,73967,0,77042,77042,0.0,grid_2000_scaled
503,"Nashville, TN",US,2719,481139,892233,501142,501143,0.0,grid_2000_scaled
504,"Chattanooga, TN",US,4325,468093,588250,487552,487553,0.0,grid_2000_scaled
505,"Tiptonville, KY",US,14,1560,0,1625,1625,0.0,grid_2000_scaled
506,"New Hanover, NC",US,4107,233052,29748,242740,242741,0.0,grid_2000_scaled
507,"Dumas, TX",US,10067,60252,34696,62757,62757,0.0,grid_2000_scaled
508,"Jonesboro, AR",US,5858,6234,21927,17541,17541,0.0,grid_2000_scaled+city_validation
509,"Randolph, AR",US,3590,191416,244105,199374,199374,0.0,grid_2000_scaled
510,"Santa Fe, NM",US,10819,332040,111011,345844,345845,0.0,grid_2000_scaled
511,"Stillwater, OK",US,11992,604706,256521,629845,629846,0.0,grid_2000_scaled
512,"Searcy, AR",US,3714,266612,58096,277695,277696,0.0,grid_2000_scaled
513,"Haywood, NC",US,2189,184809,6228,192492,192493,0.0,grid_2000_scaled
514,"Whiteville, NC",US,4136,380184,595627,395989,395990,0.0,grid_2000_scaled
515,"Saluda, NC",US,210,74488,0,77585,77585,0.0,grid_2000_scaled
516,"Maury, TN",US,6311,858022,336569,893692,893694,0.0,grid_2000_scaled
517,"York, SC",US,5445,457646,223179,476671,476672,0.0,grid_2000_scaled
518,"Greenville, SC",US,7974,818810,794047,852850,852851,0.0,grid_2000_scaled
519,"Amarillo, TX",US,13034,316848,61049,330020,330021,0.0,grid_2000_scaled
520,"Lawton, OK",US,9548,136938,41496,142631,142631,0.0,grid_2000_scaled
521,"Myrtle Beach, SC",US,2157,209791,121126,218513,218513,0.0,grid_2000_scaled
522,"Southern Channel Islands, CA",US,181,1,2400,10000,10000,0.0,special_override
523,"Prescott, AZ",US,34991,583527,480089,607786,607787,0.0,grid_2000_scaled
524,"Hall, GA",US,4732,312526,168764,325518,325519,0.0,grid_2000_scaled
525,"Horry, SC",US,5162,338176,77797,352235,352236,0.0,grid_2000_scaled
526,"Whitfield, GA",US,4863,759727,68027,791311,791312,0.0,grid_2000_scaled
527,"Little River, AR",US,4494,48773,12360,50801,50801,0.0,grid_2000_scaled
528,"Morgan, AL",US,5061,413868,323806,431074,431075,0.0,grid_2000_scaled
529,"Huntsville, AL",US,3019,86375,819964,89966,89966,0.0,grid_2000_scaled
530,"Sierra Vista, AZ",US,8454,317743,173826,330953,330953,0.0,grid_2000_scaled
531,"McAlester, OK",US,12206,236239,68735,246060,246061,0.0,grid_2000_scaled
532,"Ada, OK",US,12085,422721,186347,440295,440295,0.0,grid_2000_scaled
533,"Hattiesburg, MS",US,5757,54513,0,56780,56780,0.0,grid_2000_scaled
534,"Lowndes, MS",US,1594,48188,0,50192,50192,0.0,grid_2000_scaled
535,"Plainville, TX",US,10841,357390,307545,372248,372248,0.0,grid_2000_scaled
536,"Weldona, CO",US,1597,41450,141511,113208,113208,0.0,grid_2000_scaled+city_validation
537,"North Metro Atlanta, GA",US,3620,858622,248109,894317,894319,0.0,grid_2000_scaled
538,"Richland, SC",US,5888,350596,72070,365171,365172,0.0,grid_2000_scaled
539,"Roswell, NM",US,15011,75871,51159,79025,79025,0.0,grid_2000_scaled
540,"Clovis, NM",US,13265,70126,132608,73041,73041,0.0,grid_2000_scaled
541,"South Metro Atlanta, GA",US,6447,2697023,2212372,2809145,2809151,0.0,grid_2000_scaled
542,"Yoakum, TX",US,4169,63624,29064,66269,66269,0.0,grid_2000_scaled
543,"Lubbock, TX",US,7913,96393,165601,100400,100401,0.0,grid_2000_scaled
544,"Vernon, TX",US,9711,14863,20501,15481,15481,0.0,grid_2000_scaled
545,"Auburn, AL",US,7748,506924,525090,527998,527999,0.0,grid_2000_scaled
546,"Atlanta, GA",US,637,452877,574715,471704,471705,0.0,grid_2000_scaled
547,"Charleston, SC",US,1151,12377,0,12891,12891,0.0,grid_2000_scaled
548,"Pima, AZ",US,22452,511863,407176,533142,533143,0.0,grid_2000_scaled
549,Baja California,MX,32301,842529,3411293,24760,3018501,12091.0,grid_2000_scaled
550,"Beaufort, SC",US,5375,730522,634970,760891,760893,0.0,grid_2000_scaled
551,"Columbia, GA",US,5250,397496,286669,414020,414021,0.0,grid_2000_scaled
552,"Las Cruces, NM",US,9938,63262,33022,65892,65892,0.0,grid_2000_scaled
553,Sonora,MX,59156,1287654,2244372,37841,4613233,12091.1,grid_2000_scaled
554,"Wichita Falls, TX",US,8516,187438,146596,195230,195231,0.0,grid_2000_scaled
555,"Carlsbad, NM",US,14903,1786000,151249,1860249,1860253,0.0,grid_2000_scaled
556,"Watson, AR",US,30,4693,0,4888,4888,0.0,grid_2000_scaled
557,"Houston, GA",US,7744,802320,507791,835675,835676,0.0,grid_2000_scaled
558,"Texarkana, TX",US,8621,257357,66903,268056,268057,0.0,grid_2000_scaled
559,"Chatham, GA",US,7832,460334,353398,479471,479472,0.0,grid_2000_scaled
560,"San Angelo, TX",US,10077,165954,140523,172854,172854,0.0,grid_2000_scaled
561,"Abilene, TX",US,8217,203533,135991,211994,211995,0.0,grid_2000_scaled
562,"Duncan, AZ",US,1521,1225,200,1275,1275,0.0,grid_2000_scaled
563,"Muscogee, GA",US,5774,448872,32558,467533,467534,0.0,grid_2000_scaled
564,"Greater Dallas-Fort Worth Area, TX",US,6291,1918470,2775760,1998226,1998230,0.0,grid_2000_scaled
565,"ile Dondaine, QC",CA,14,687,0,722,722,0.0,grid_2000_scaled
566,"Citronelle, AL",US,3334,15073,0,15699,15699,0.0,grid_2000_scaled
567,"Stephenville, TX",US,10456,180250,65809,187743,187743,0.0,grid_2000_scaled
568,"Longview, TX",US,4642,160946,111120,167637,167637,0.0,grid_2000_scaled
569,"Jackson, MS",US,4470,151646,0,157950,157950,0.0,grid_2000_scaled
570,"Dallas-Fort Worth, TX",US,1618,2956529,3679112,3079439,3079446,0.0,grid_2000_scaled
571,"Shreveport, LA",US,2107,37785,0,39356,39356,0.0,grid_2000_scaled
572,"Deming, NM",US,6493,8273,0,8617,8617,0.0,grid_2000_scaled
573,"Lowndes, GA",US,6105,227364,188689,236816,236817,0.0,grid_2000_scaled
574,"Odessa, TX",US,11062,253496,160776,264035,264036,0.0,grid_2000_scaled
575,"Navarro, TX",US,10613,824318,433968,858587,858589,0.0,grid_2000_scaled
576,"Thomas, GA",US,12846,1146244,722347,1193896,1193898,0.0,grid_2000_scaled
577,"Duluth, MN",US,20287,270818,131183,282077,282078,0.0,grid_2000_scaled
578,"El Paso, TX",US,24682,483865,810018,503980,503981,0.0,grid_2000_scaled
579,Chihuahua,MX,106484,1856510,4728081,54558,6651252,12091.2,grid_2000_scaled
580,"Tyler, TX",US,6391,463037,267942,482286,482287,0.0,grid_2000_scaled
581,"Reeves, TX",US,11766,25622,29001,26687,26687,0.0,grid_2000_scaled
582,"Adams, MS",US,7282,363497,56336,378608,378609,0.0,grid_2000_scaled
583,"Barksdale AFB, LA",US,23,77,0,1500,1500,0.0,special_override
584,"Houma, LA",US,4024,45718,180893,144714,144714,0.0,grid_2000_scaled+city_validation
585,"Crockett, TX",US,10852,16060,8569,16728,16728,0.0,grid_2000_scaled
586,da,OTHER,2747,879039,0,25833,107979,318.0,grid_2000_scaled
587,"Waco, TX",US,6191,484355,516205,504491,504492,0.0,grid_2000_scaled
588,"San Carlos, AZ",US,23227,273670,117050,285047,285048,0.0,grid_2000_scaled
589,"Ciudad Obregon, SO",MX,19303,725071,0,4950477,2597687,-47.5,grid_2000_scaled
590,"Nogales, SO",MX,1674,2321,0,15848,8316,-47.5,grid_2000_scaled
591,"Escambia, FL",US,8557,100995,652499,105194,105194,0.0,grid_2000_scaled
592,"Fredericksburg, TX",US,15243,52396,18185,54574,54574,0.0,grid_2000_scaled
593,"Alachua, FL",US,5987,1388143,1565244,1445852,1445855,0.0,grid_2000_scaled
594,"Leon, FL",US,8157,643936,1773532,670706,670707,0.0,grid_2000_scaled
595,"Duval, FL",US,1923,505702,1356292,526725,526726,0.0,grid_2000_scaled
596,"Beaumont, TX",US,6461,352851,1160197,367520,367520,0.0,grid_2000_scaled
597,"Gulf Shores, AL",US,1653,35535,0,37013,37013,0.0,grid_2000_scaled
598,"Mobile, AL",US,1483,58932,0,61382,61382,0.0,grid_2000_scaled
599,"Gulfport, MS",US,3746,46968,0,48920,48920,0.0,grid_2000_scaled
600,"Baton Rouge, LA",US,5287,489764,710855,510124,510125,0.0,grid_2000_scaled
601,"Klamath Falls, OR",US,6247,2164,41070,32856,32856,0.0,grid_2000_scaled+city_validation
602,"Bastrop, TX",US,6532,332708,217375,346539,346540,0.0,grid_2000_scaled
603,"Salem, OR",US,7141,264797,54963,275806,275806,0.0,grid_2000_scaled
604,"Marion, FL",US,3157,723824,474758,753916,753917,0.0,grid_2000_scaled
605,"Daytona Beach, FL",US,2824,425177,1049614,442853,442854,0.0,grid_2000_scaled
606,"Hutchinson, MN",US,5657,788317,524358,821090,821091,0.0,grid_2000_scaled
607,"Lake, Ohio",OTHER,3899,1081417,0,31780,132839,318.0,grid_2000_scaled
608,"Minneapolis, MN",US,767,1750662,2297683,1823441,1823445,0.0,grid_2000_scaled
609,"Eugene, OR",US,8827,2254605,2332924,2348335,2348340,0.0,grid_2000_scaled
610,"Orlando, FL",US,4906,1579370,1484593,1645028,1645032,0.0,grid_2000_scaled
611,"Houston, TX",US,4341,2945260,3110917,3067702,3067709,0.0,grid_2000_scaled
612,"LaFourche, LA",US,2389,79870,8122,83191,83191,0.0,grid_2000_scaled
613,"San Antonio, TX",US,10062,1750810,1768214,1823596,1823600,0.0,grid_2000_scaled
614,"Victoria, TX",US,14189,332576,165054,346402,346403,0.0,grid_2000_scaled
615,Coahuila,MX,70035,1914954,2748276,56275,6860639,12091.3,grid_2000_scaled
616,"Yellowstone, WY",US,473,20,0,1000,1000,0.0,special_override
617,"Laredo, TX",US,13776,974333,340997,1014839,1014841,0.0,grid_2000_scaled
618,"Omaha, NE",US,612,476161,624233,495956,495957,0.0,grid_2000_scaled
619,Baja California Sur,MX,33161,8193,5538,4430,29351,562.6,grid_2000_scaled
620,"Cleveland, OH",US,1746,1700311,1808529,1770998,1771001,0.0,grid_2000_scaled
621,"Hillsborough, FL",US,5437,449665,525801,468359,468360,0.0,grid_2000_scaled
622,"Grand Manan Island, ME",US,78,52,3120,10000,10000,0.0,special_override
623,"Bar Harbor, ME",US,171,4061,7200,4230,4230,0.0,grid_2000_scaled
624,"Breton Sound Islands, LA",US,206,4718,1188544,10000,10000,0.0,special_override
625,"Shiprock, NM",US,3014,60640,30194,63161,63162,0.0,grid_2000_scaled
626,"Portland, TX",US,5189,63411,372806,66047,66047,0.0,grid_2000_scaled
627,"Miami-Dade, FL",US,9290,5050372,6187785,5260329,5260340,0.0,grid_2000_scaled
628,"Sarasota, FL",US,6914,416903,369906,434235,434236,0.0,grid_2000_scaled
629,"Freeport, BS",MX,1094,6149,5314,41984,22030,-47.5,grid_2000_scaled
630,"Whiteman AFB, MO",US,10,255,21516,1500,1500,0.0,special_override
631,"Aransas, TX",US,120,51,50506,40404,40404,0.0,grid_2000_scaled+city_validation
632,"Sterling, CO",US,2698,1395,0,1453,1453,0.0,grid_2000_scaled
633,"Corpus Christi, TX",US,15256,1039320,1039187,1082527,1082529,0.0,grid_2000_scaled
634,"Lee, FL",US,4753,1441,26444,21155,21155,0.0,grid_2000_scaled+city_validation
635,"Monterrey, NL",CA,16739,4338927,4667137,4562511,4560575,-0.0,grid_2000_scaled
636,District of Columbia,OTHER,54,514067,1235477,15107,63147,318.0,grid_2000_scaled
637,"Laredos, TM",MX,1048,10326,0,70504,36996,-47.5,grid_2000_scaled
638,"Los Mochis, SI",MX,13479,713159,515958,4869146,2555010,-47.5,grid_2000_scaled
639,"Guadalupe y Calvo, CH",MX,5189,880983,0,6014981,3156269,-47.5,grid_2000_scaled
640,"El Carrizo, SI",MX,1508,36288,17379,247761,130009,-47.5,grid_2000_scaled
641,"Kansas City, KS",US,481,368165,568451,383471,383472,0.0,grid_2000_scaled
642,"Gomez Palacio, DG",MX,36862,1069471,0,7301894,3831557,-47.5,grid_2000_scaled
643,"Salinas, CA",US,7124,1131149,805329,1178174,1178176,0.0,grid_2000_scaled
644,"Eleuthera, BS",MX,248,2242,0,15310,8034,-47.5,grid_2000_scaled
645,"Fremont-Winema, OR",US,21529,148219,142439,154381,154381,0.0,grid_2000_scaled
