state_id,state_name,category,province_count,existing_vps,proposed_new_vps,tier,quota,max_gap_px
453,"Lawrence, KS",large_town,5,1,1,medium,2,25.0
454,"Danville, VA",town,7,0,1,medium,2,46.6
455,"Floyd, IN",large_town,2,1,0,sparse,1,28.1
456,"Prince George, VA",town,5,1,0,medium,2,33.6
457,"Gasconade, MO",rural,6,1,1,medium,2,33.3
458,"Las Vegas, NV",large_city,6,1,1,dense,4,38.5
459,"Hampton Roads, VA",megalopolis,3,1,0,sparse,1,54.5
460,"Trinidad, CO",rural,20,1,0,dense,8,133.0
461,"Belleville, IL",town,1,0,1,sparse,1,22.9
462,"Kaibab, AZ",rural,6,1,0,medium,2,93.5
463,"Roanoake, VA",large_town,9,1,1,medium,3,47.4
464,"Washington, VA",large_town,4,1,1,medium,2,45.7
465,"Wichita, KS",large_city,11,0,1,dense,5,102.8
466,"Wise, VA",town,5,2,0,medium,2,31.4
467,"Elizabeth City, NC",town,6,1,1,medium,2,45.1
468,"Mexican Hat, UT",enclave,3,1,0,sparse,1,36.1
469,"Liberal, KS",town,8,1,0,medium,3,69.6
470,"Navajo Nation, AZ",city,20,4,0,dense,8,80.9
471,"Denver, CO",metropolis,1,1,0,dense,3,0.0
472,"Nash, NC",large_town,6,1,0,medium,2,71.5
473,"Wake, NC",metropolis,4,1,0,dense,3,36.0
474,"Beaufort, NC",town,5,0,2,medium,2,44.6
475,"Wayne, KY",town,3,1,0,sparse,1,86.8
476,"Mount Airy, NC",rural,5,1,1,medium,2,42.2
477,"Farmington, NM",town,1,1,0,sparse,1,0.0
478,"Cibola, NM",town,38,1,1,dense,8,191.8
479,"Pitt, NC",city,4,1,0,dense,3,28.5
480,"Johnson City, TN",large_town,7,1,0,medium,2,48.6
481,"Guilford, NC",large_city,6,1,0,dense,4,51.2
482,"McCracken, KY",town,3,1,0,sparse,1,37.4
483,"Owens Island, KY",tiny_island,1,0,0,sparse,1,9999.0
484,"Albuquerque, NM",large_city,1,1,0,dense,3,0.0
485,"Knoxville, TN",city,10,1,0,dense,5,82.6
486,"Tucumcari, NM",rural,13,1,1,dense,6,78.6
487,"Mecklenberg, NC",metropolis,9,1,0,dense,5,62.4
488,"Clayton, NM",pastoral,7,0,2,sparse,2,60.7
489,"Gaston, NC",city,8,1,1,dense,4,42.6
490,"Oklahoma Panhandle, OK",large_town,8,0,1,medium,3,84.4
491,"Onslow, NC",city,6,1,1,dense,4,46.0
492,"Clarksville, TN",large_town,4,0,0,medium,2,9999.0
493,"Enid, OK",town,7,1,1,medium,2,53.1
494,"Buncombe, NC",city,7,1,0,dense,4,58.6
495,"Tulsa, OK",large_city,20,1,2,dense,8,67.9
496,"Dickson, TN",town,6,1,0,medium,2,60.6
497,"Cumberland, NC",large_city,9,1,0,dense,5,52.0
498,"Phoenix, AZ",megalopolis,4,4,0,medium,2,0.0
499,"Coffee, TN",town,8,1,1,medium,3,56.9
500,"Flagstaff, AZ",large_town,3,1,0,sparse,1,34.7
501,"Northern Channel Islands, CA",small_island,3,0,0,sparse,1,9999.0
502,"Memphis, TN",metropolis,7,0,0,dense,4,9999.0
503,"Nashville, TN",metropolis,6,1,0,dense,4,41.0
504,"Chattanooga, TN",city,5,1,0,dense,3,70.6
505,"Tiptonville, KY",rural,1,0,0,sparse,1,9999.0
506,"New Hanover, NC",city,6,0,1,dense,4,63.2
507,"Dumas, TX",rural,9,1,1,medium,3,69.8
508,"Jonesboro, AR",large_town,8,0,1,medium,3,100.6
509,"Randolph, AR",rural,3,1,0,sparse,1,35.5
510,"Santa Fe, NM",large_town,13,1,0,dense,6,113.1
511,"Stillwater, OK",town,9,1,2,medium,3,77.5
512,"Searcy, AR",town,4,1,0,medium,2,51.0
513,"Haywood, NC",large_town,6,0,1,medium,2,48.5
514,"Whiteville, NC",rural,6,1,1,medium,2,34.0
515,"Saluda, NC",enclave,1,0,0,sparse,1,9999.0
516,"Maury, TN",large_town,9,1,1,medium,3,47.7
517,"York, SC",city,9,1,1,dense,5,48.7
518,"Greenville, SC",large_town,14,2,0,dense,6,55.5
519,"Amarillo, TX",city,11,1,1,dense,5,71.7
520,"Lawton, OK",large_town,9,0,2,medium,3,41.6
521,"Myrtle Beach, SC",town,2,1,0,sparse,1,47.5
522,"Southern Channel Islands, CA",small_island,3,0,0,sparse,1,9999.0
523,"Prescott, AZ",town,33,7,1,dense,8,77.1
524,"Hall, GA",city,7,1,0,dense,4,72.7
525,"Horry, SC",city,7,1,0,dense,4,55.7
526,"Whitfield, GA",large_town,6,0,1,medium,2,83.9
527,"Little River, AR",rural,8,0,1,medium,3,68.6
528,"Morgan, AL",city,9,2,0,dense,5,56.9
529,"Huntsville, AL",city,5,1,0,dense,3,102.9
530,"Sierra Vista, AZ",town,8,3,0,medium,3,74.0
531,"McAlester, OK",town,18,1,1,dense,8,80.9
532,"Ada, OK",rural,14,1,1,dense,6,48.6
533,"Hattiesburg, MS",town,7,0,0,medium,2,9999.0
534,"Lowndes, MS",large_town,3,0,0,sparse,1,9999.0
535,"Plainville, TX",pastoral,8,1,0,sparse,2,66.2
536,"Weldona, CO",enclave,2,1,0,sparse,1,35.2
537,"North Metro Atlanta, GA",metropolis,6,1,0,dense,4,71.6
538,"Richland, SC",large_city,6,1,0,dense,4,73.9
539,"Roswell, NM",town,12,1,1,dense,6,100.7
540,"Clovis, NM",town,10,1,2,medium,3,59.1
541,"South Metro Atlanta, GA",metropolis,10,1,0,dense,5,54.6
542,"Yoakum, TX",rural,4,1,0,medium,2,49.4
543,"Lubbock, TX",city,6,1,1,dense,4,59.2
544,"Vernon, TX",rural,9,1,0,medium,3,99.4
545,"Auburn, AL",town,12,1,3,dense,6,34.3
546,"Atlanta, GA",large_city,1,1,0,dense,3,0.0
547,"Charleston, SC",large_town,1,0,0,sparse,1,9999.0
548,"Pima, AZ",pastoral,23,7,0,dense,8,81.9
549,Baja California,megalopolis,40,3,3,dense,8,224.0
550,"Beaufort, SC",town,7,1,1,medium,2,57.9
551,"Columbia, GA",city,6,1,0,dense,4,53.5
552,"Las Cruces, NM",large_town,11,1,1,medium,3,67.7
553,Sonora,megalopolis,64,1,7,dense,8,112.9
554,"Wichita Falls, TX",large_town,5,1,0,medium,2,55.9
555,"Carlsbad, NM",town,12,1,0,dense,6,160.1
556,"Watson, AR",pastoral,1,0,0,sparse,1,9999.0
557,"Houston, GA",large_town,11,1,2,medium,3,51.3
558,"Texarkana, TX",town,9,0,2,medium,3,71.5
559,"Chatham, GA",city,12,1,1,dense,6,66.3
560,"San Angelo, TX",large_town,10,1,1,medium,3,52.7
561,"Abilene, TX",city,7,1,0,dense,4,56.7
562,"Duncan, AZ",rural,2,0,0,sparse,1,9999.0
563,"Muscogee, GA",city,6,0,1,dense,4,72.5
564,"Greater Dallas-Fort Worth Area, TX",megalopolis,13,1,1,dense,6,42.7
565,"ile Dondaine, QC",small_island,1,0,0,sparse,1,9999.0
566,"Citronelle, AL",pastoral,4,0,0,sparse,1,9999.0
567,"Stephenville, TX",town,11,1,2,medium,3,72.1
568,"Longview, TX",large_town,11,0,3,medium,3,47.3
569,"Jackson, MS",city,6,0,0,dense,4,9999.0
570,"Dallas-Fort Worth, TX",megalopolis,3,2,0,sparse,1,18.3
571,"Shreveport, LA",city,2,0,0,dense,3,9999.0
572,"Deming, NM",rural,5,0,0,medium,2,9999.0
573,"Lowndes, GA",large_town,8,1,1,medium,3,52.6
574,"Odessa, TX",large_town,10,1,1,medium,3,83.7
575,"Navarro, TX",town,17,1,2,dense,7,45.0
576,"Thomas, GA",town,15,2,1,dense,7,64.4
577,"Duluth, MN",large_town,29,1,0,dense,8,157.8
578,"El Paso, TX",metropolis,22,1,0,dense,8,268.4
579,Chihuahua,megalopolis,101,2,6,dense,8,124.3
580,"Tyler, TX",large_town,7,2,0,medium,2,37.7
581,"Reeves, TX",rural,9,1,1,medium,3,94.9
582,"Adams, MS",town,7,1,0,medium,2,60.8
583,"Barksdale AFB, LA",pastoral,1,0,0,sparse,1,9999.0
584,"Houma, LA",town,6,1,0,medium,2,69.2
585,"Crockett, TX",rural,9,1,0,medium,3,96.3
586,da,town,5,1,0,medium,2,71.5
587,"Waco, TX",city,11,2,0,dense,5,56.0
588,"San Carlos, AZ",pastoral,25,4,0,dense,8,104.7
589,"Ciudad Obregon, SO",city,22,0,1,dense,8,284.9
590,"Nogales, SO",city,2,0,0,dense,3,9999.0
591,"Escambia, FL",large_city,12,1,0,dense,6,171.9
592,"Fredericksburg, TX",rural,14,1,0,dense,6,135.5
593,"Alachua, FL",rural,11,2,0,medium,3,55.7
594,"Leon, FL",city,11,1,1,dense,5,87.0
595,"Duval, FL",metropolis,3,1,0,dense,3,50.8
596,"Beaumont, TX",city,11,2,1,dense,5,52.7
597,"Gulf Shores, AL",rural,2,0,0,sparse,1,9999.0
598,"Mobile, AL",city,4,1,0,dense,3,30.9
599,"Gulfport, MS",large_town,5,0,0,medium,2,9999.0
600,"Baton Rouge, LA",city,6,1,0,dense,4,71.2
601,"Klamath Falls, OR",town,5,1,0,medium,2,129.4
602,"Bastrop, TX",rural,8,1,1,medium,3,54.8
603,"Salem, OR",city,6,0,2,dense,4,41.7
604,"Marion, FL",large_city,6,0,2,dense,4,44.3
605,"Daytona Beach, FL",large_town,4,2,0,medium,2,47.5
606,"Hutchinson, MN",rural,7,1,1,medium,2,51.4
607,"Lake, Ohio",city,8,0,0,dense,4,9999.0
608,"Minneapolis, MN",large_city,1,1,0,dense,3,0.0
609,"Eugene, OR",city,12,1,3,dense,6,39.1
610,"Orlando, FL",city,14,1,0,dense,6,63.8
611,"Houston, TX",megalopolis,8,1,1,medium,3,41.6
612,"LaFourche, LA",large_town,6,0,1,medium,2,108.3
613,"San Antonio, TX",metropolis,11,1,2,dense,5,50.4
614,"Victoria, TX",large_town,14,1,2,dense,6,74.7
615,Coahuila,megalopolis,74,2,5,dense,8,164.5
616,"Yellowstone, WY",wasteland,1,0,0,sparse,1,9999.0
617,"Laredo, TX",city,12,1,2,dense,6,64.7
618,"Omaha, NE",large_city,1,1,0,dense,3,0.0
619,Baja California Sur,large_city,44,0,1,dense,8,288.0
620,"Cleveland, OH",large_city,2,1,0,dense,3,24.1
621,"Hillsborough, FL",metropolis,8,1,1,dense,4,45.5
622,"Grand Manan Island, ME",small_island,1,0,0,sparse,1,9999.0
623,"Bar Harbor, ME",rural,3,1,0,sparse,1,20.7
624,"Breton Sound Islands, LA",wasteland,3,1,0,sparse,1,17.1
625,"Shiprock, NM",rural,2,1,0,sparse,1,47.8
626,"Portland, TX",rural,8,1,1,medium,3,59.9
627,"Miami-Dade, FL",megalopolis,19,1,1,dense,8,70.1
628,"Sarasota, FL",large_city,10,1,1,dense,5,63.7
629,"Freeport, BS",town,2,1,0,sparse,1,81.2
630,"Whiteman AFB, MO",pastoral,1,0,1,sparse,1,12.0
631,"Aransas, TX",town,3,1,0,sparse,1,43.3
632,"Sterling, CO",rural,2,0,0,sparse,1,9999.0
633,"Corpus Christi, TX",large_city,19,2,2,dense,8,89.2
634,"Lee, FL",large_city,6,1,0,dense,4,74.4
635,"Monterrey, NL",metropolis,17,1,2,dense,7,84.3
636,District of Columbia,metropolis,1,1,0,dense,3,0.0
637,"Laredos, TM",city,2,0,0,dense,3,9999.0
638,"Los Mochis, SI",large_city,22,1,1,dense,8,86.0
639,"Guadalupe y Calvo, CH",town,5,1,1,medium,2,35.9
640,"El Carrizo, SI",rural,1,0,1,sparse,1,36.7
641,"Kansas City, KS",city,1,1,0,dense,3,0.0
642,"Gomez Palacio, DG",city,36,0,2,dense,8,200.2
643,"Salinas, CA",city,7,4,0,dense,4,35.6
644,"Eleuthera, BS",rural,2,1,0,sparse,1,49.0
645,"Fremont-Winema, OR",pastoral,26,2,0,dense,8,172.2
646,"New Providence, BS",large_city,1,1,0,dense,3,0.0
647,"Andros, BS",rural,6,1,0,medium,2,50.3
648,"Cat Island, BS",small_island,1,0,0,sparse,1,9999.0
649,"Overland Park, KS",city,1,1,0,dense,3,0.0
650,"Minot AFB, ND",pastoral,1,0,1,sparse,1,12.9
651,"Key West, FL",town,5,0,0,medium,2,9999.0
652,"Los Angeles, CA",megalopolis,5,5,0,medium,2,0.0
653,"Matamoros, TA",large_city,22,1,0,dense,8,126.5
654,"Los Angeles Metro, CA",megalopolis,17,7,0,dense,7,43.0
655,"San Diego Metro, CA",megalopolis,4,1,0,medium,2,56.6
656,"Elko, NV",town,17,1,0,dense,7,166.7
657,"Montemorelos, NL",town,13,0,0,dense,6,9999.0
658,"San Salvador, BS",rural,2,0,0,sparse,1,9999.0
659,"King's Bay Naval Base, GA",pastoral,1,1,0,sparse,1,0.0
660,"Santa Rosa, CA",city,9,5,0,dense,5,116.7
661,"Sacremento, CA",large_city,4,1,0,dense,3,48.7
662,"San Diego, CA",metropolis,2,2,0,dense,3,0.0
663,"Long Island, BS",small_island,3,0,0,sparse,1,9999.0
664,"Great Exuma, BS",rural,2,1,0,sparse,1,23.4
665,"Yreka, CA",rural,7,2,0,medium,2,37.3
666,"Ely, NV",pastoral,5,0,0,sparse,1,9999.0
667,"Alturas, CA",rural,15,1,0,dense,7,86.5
668,"Mazatlan, SI",city,15,1,0,dense,7,206.7
669,"Sequoia, CA",wasteland,9,0,2,sparse,2,84.1
670,"Durango, DG",large_city,22,2,2,dense,8,84.1
671,"Fresnillo, ZA",city,22,1,3,dense,8,72.0
672,"Crooked Island, BS",tiny_island,3,0,0,sparse,1,9999.0
673,"Tonopah, NV",pastoral,8,0,0,sparse,2,9999.0
674,"Santa Barbara, CA",large_town,8,5,0,medium,3,34.2
675,"Mayaguna, BS",enclave,1,0,0,sparse,1,9999.0
676,"Pine Bluffs, WY",pastoral,2,0,0,sparse,1,9999.0
677,"Pinedale, WY",pastoral,6,0,0,sparse,2,9999.0
678,"Austin, TX",metropolis,4,1,0,dense,3,26.4
679,Turks and Caicos Islands,small_island,4,0,1,medium,2,48.0
680,"Oklahoma City, OK",metropolis,2,1,0,dense,3,32.3
681,"Huntsville, TX",rural,21,1,4,dense,8,55.4
682,"Monctezuma, SL",rural,21,0,2,dense,8,116.9
683,"Sidney, NE",rural,4,1,0,medium,2,1300.1
684,"Cody, WY",rural,12,0,1,dense,6,136.8
685,"Matanzas, CU",metropolis,9,0,0,dense,5,9999.0
686,"Villa Clara, CU",metropolis,5,0,0,dense,3,9999.0
687,"Zacatecas, ZA",city,19,1,0,dense,8,130.0
688,"Ciudad Victoria, TM",large_city,21,0,2,dense,8,101.4
689,"El Centro, CA",town,8,2,0,medium,3,49.5
690,"Inagua, BS",rural,3,0,0,sparse,1,9999.0
691,"Mayabeque, CU",large_city,1,0,0,dense,3,9999.0
692,"Bakersfield, CA",city,4,2,0,dense,3,26.0
693,"Artemisa, CU",metropolis,2,0,0,dense,3,9999.0
694,"Havana, CU",megalopolis,1,1,0,sparse,1,0.0
695,"Fresno, CA",large_city,16,2,0,dense,7,95.9
696,"Ciego de Avila, CU",large_city,4,0,0,dense,3,9999.0
697,"Sancti Spiritus, CU",large_city,5,0,0,dense,3,9999.0
698,"Pinar del Rio, CU",metropolis,5,0,0,dense,3,9999.0
699,"Cienfuegos, CU",large_city,3,0,0,dense,3,9999.0
700,"Jardines del Rey, CU",town,5,0,0,medium,2,9999.0
701,"Yosemite, CA",wasteland,19,0,1,dense,8,260.0
702,"Camaguey, CU",metropolis,12,0,0,dense,6,9999.0
703,"Susanville, CA",rural,10,0,2,medium,3,49.9
704,"Napa, CA",large_town,7,0,2,medium,2,56.4
705,"Redding, CA",large_town,9,2,0,medium,3,86.8
706,"Tecuala, NA",town,3,0,0,sparse,1,9999.0
707,"San Juan, PR",large_city,2,2,0,dense,3,0.0
708,"Las Tunas, CU",metropolis,5,0,0,dense,3,9999.0
709,"Maria Trinidad Sanchez, DO",large_town,1,1,0,sparse,1,0.0
710,British Virgin Islands,small_island,2,1,0,sparse,1,7.4
711,"Holguin, CU",metropolis,4,0,0,dense,3,9999.0
712,"Samana, DO",large_town,1,0,0,sparse,1,9999.0
713,"Monte Cristi, DO",large_town,1,0,0,sparse,1,9999.0
714,"Puerto Plata, DO",city,1,0,0,dense,3,9999.0
715,"Duarte, DO",large_city,1,0,0,dense,3,9999.0
716,Este de Nayarit,city,5,0,0,dense,3,9999.0
717,US Virgin Islands,large_town,1,0,0,sparse,1,9999.0
718,"El Seybo, DO",city,1,0,0,dense,3,9999.0
719,"La Altagracia, DO",large_city,3,0,0,dense,3,9999.0
720,"Kirtland AFB, NM",pastoral,1,0,1,sparse,1,10.7
721,"Vieques, PR",rural,1,1,0,sparse,1,0.0
722,"Guantanamo, CU",metropolis,3,0,0,dense,3,9999.0
723,"Santiago, DO",large_city,5,0,0,dense,3,9999.0
724,"Hato Mayor, DO",large_town,1,0,0,sparse,1,9999.0
725,"Mezquitic, JA",rural,4,0,1,medium,2,49.7
726,"Nord-Est, HT",large_city,2,0,1,dense,3,25.5
727,"La Vega, DO",city,1,0,0,dense,3,9999.0
728,"Isla de Culebra, PR",small_island,1,0,0,sparse,1,9999.0
729,"Nord-Oueste, HT",metropolis,2,0,1,dense,3,23.9
730,"Dajabon, DO",town,2,0,1,sparse,1,26.0
731,"Isla de Juventud, CU",large_town,1,0,0,sparse,1,9999.0
732,"Nord, HT",metropolis,1,1,0,dense,3,0.0
733,"Santo Domingo, DO",metropolis,3,1,1,dense,3,21.5
734,"Santiago de Cuba, CU",large_city,5,1,2,dense,3,29.8
735,"Artibonite, HT",megalopolis,5,0,1,medium,2,39.5
736,"Granma, CU",metropolis,6,0,0,dense,4,9999.0
737,"La Romana, DO",city,1,0,0,dense,3,9999.0
738,"San Pedro de Macoris, DO",city,1,0,0,dense,3,9999.0
739,"Colotlan, JA",rural,1,0,0,sparse,1,9999.0
740,"La Estrelleta, DO",town,1,0,0,sparse,1,9999.0
741,Aguascalientes,metropolis,6,1,1,dense,4,44.7
742,"San Juan, DO",large_town,3,0,0,sparse,1,9999.0
743,"Guayalejo, VC",town,2,0,0,sparse,1,9999.0
744,"Centre, HT",metropolis,4,0,1,dense,3,35.3
745,"Brainerd, MN",rural,9,0,1,medium,3,56.2
746,"Pinos, Zacatecas",pastoral,2,0,0,sparse,1,9999.0
747,"San Luis Potosi, SL",city,7,1,3,dense,4,71.0
748,"Azua, DO",city,1,0,0,dense,3,9999.0
749,"Peravia, DO",city,2,0,0,dense,3,9999.0
750,"Ciudad Valles, SL",city,10,0,0,dense,5,9999.0
751,"San Francisco, CA",metropolis,1,1,0,dense,3,0.0
752,"Isla de Mona, PR",small_island,1,0,0,sparse,1,9999.0
753,"Tepic, NA",city,6,0,0,dense,4,9999.0
754,Veracruz,megalopolis,8,1,1,medium,3,66.8
755,Jalisco,megalopolis,10,2,1,medium,3,75.9
756,"San Francisco Metro, CA",megalopolis,6,4,0,medium,2,26.5
757,Quintana Roo,metropolis,3,0,0,dense,3,9999.0
758,"Axtla de Terrazas, SL",town,3,0,0,sparse,1,9999.0
759,Guanajuato,megalopolis,13,1,2,dense,6,78.3
760,"Ouest, HT",megalopolis,7,1,0,medium,2,52.0
761,Yucatan,megalopolis,11,1,2,medium,3,54.0
762,"Barahona, DO",city,3,0,0,dense,3,9999.0
763,"Isla Maria Madre, NA",tiny_island,3,0,0,sparse,1,9999.0
764,"Nellis AFB, NV",pastoral,1,0,0,sparse,1,9999.0
765,"Isla de la Gonave, HT",large_town,1,0,1,sparse,1,19.1
766,Queretaro,metropolis,2,2,0,dense,3,0.0
767,"Huejutla de Reyes, VC",large_town,1,0,0,sparse,1,9999.0
768,"Pedernales, DO",large_town,2,0,0,sparse,1,9999.0
769,"Sud-Est, HT",metropolis,1,0,1,dense,3,14.6
770,"Puerto Vallarta, JA",city,2,0,0,dense,3,9999.0
771,Hidalgo,megalopolis,1,0,1,sparse,1,22.3
772,"Malmstrom AFB, MT",pastoral,1,0,0,sparse,1,9999.0
773,"Nippes, HT",large_city,2,0,1,dense,3,39.1
774,"Queens, NY",megalopolis,1,1,0,sparse,1,0.0
775,"Staten Island, NY",large_city,1,1,0,dense,3,0.0
776,"The Bronx, NY",megalopolis,1,1,0,sparse,1,0.0
777,"Brooklyn, NY",megalopolis,1,1,0,sparse,1,0.0
778,"Saint Francis, KS",pastoral,1,0,0,sparse,1,9999.0
779,"Ohio, WV",town,1,1,0,sparse,1,0.0
