state_id,name,lat,lon,region_token,assoc_region_2,rule_used
309,"Trippe, SD",43.2356,-101.8492,Assoc_Region_South_Dakota,,us_state_abbr
310,"Pocatello, ID",42.2902,-112.4833,Assoc_Region_Idaho,,us_state_abbr
311,"Murray, MN",44.1122,-95.7841,Assoc_Region_Minnesota,,us_state_abbr
312,"Huron, MI",43.5327,-83.2223,Assoc_Region_Michigan,,us_state_abbr
313,"Monroe, NY",43.1566,-77.6109,Assoc_Region_New_York,,us_state_abbr
314,"Genesse, NY",43.1570,-78.1912,Assoc_Region_New_York,,us_state_abbr
315,"Barnstable, MA",41.7971,-69.9146,Assoc_Region_Massachusetts,,us_state_abbr
316,"Columbia, NY",41.9661,-73.8723,Assoc_Region_New_York,,us_state_abbr
317,"Mason, MI",44.2021,-86.3439,Assoc_Region_Michigan,,us_state_abbr
318,"Saginaw, MI",43.5362,-84.2076,Assoc_Region_Michigan,,us_state_abbr
319,"Providence, RI",41.6914,-71.3483,Assoc_Region_Rhode_Island,,us_state_abbr
320,"Albany, NY",42.6513,-74.5480,Assoc_Region_New_York,,us_state_abbr
321,"New London, CT",41.6685,-72.4139,Assoc_Region_Connecticut,,us_state_abbr
322,"Mankato, MN",44.0428,-93.8924,Assoc_Region_Minnesota,,us_state_abbr
323,"Ithaca, NY",42.3083,-76.6852,Assoc_Region_New_York,,us_state_abbr
324,"Lovelock, NV",41.4424,-118.9819,Assoc_Region_Nevada,,us_state_abbr
325,"Cattaraugus, NY",42.5559,-77.9089,Assoc_Region_New_York,,us_state_abbr
326,"Buffalo, NY",43.0397,-78.4992,Assoc_Region_New_York,,us_state_abbr
327,"Windham, NY",42.0204,-74.5284,Assoc_Region_New_York,,us_state_abbr
328,"Hartford, CT",41.5260,-73.2236,Assoc_Region_Connecticut,,us_state_abbr
329,"Benton Harbor, MI",42.2358,-86.3052,Assoc_Region_Michigan,,us_state_abbr
330,Grand Island,43.1489,-78.8068,Assoc_Region_New_York,,grand_island_ny
331,"Mojave, NV",39.3241,-116.5965,Assoc_Region_Nevada,,us_state_abbr
332,"Detroit, MI",42.3314,-83.0458,Assoc_Region_Michigan,,us_state_abbr
333,"Hamburg, NY",42.7489,-78.6535,Assoc_Region_New_York,,us_state_abbr
334,"Alpena, MI",45.1275,-84.0013,Assoc_Region_Michigan,,us_state_abbr
335,"Steuben, NY",42.3327,-77.4297,Assoc_Region_New_York,,us_state_abbr
336,"Oakland, MI",42.8501,-83.3164,Assoc_Region_Michigan,,us_state_abbr
337,"Dutchess, NY",41.4036,-73.6607,Assoc_Region_New_York,,us_state_abbr
338,"Orange, NY",41.4424,-74.3656,Assoc_Region_New_York,,us_state_abbr
339,"St. Clair, MI",42.9711,-82.7881,Assoc_Region_Michigan,,us_state_abbr
340,"Douglas, WY",42.8694,-104.9283,Assoc_Region_Wyoming,,us_state_abbr
341,"Chautauqua, NY",42.4213,-78.7180,Assoc_Region_New_York,,us_state_abbr
342,"Lackawanna, PA",41.5349,-75.6538,Assoc_Region_Pennsylvania,,us_state_abbr
343,"Fairfield, CT",41.1412,-73.2638,Assoc_Region_Connecticut,,us_state_abbr
344,"West Wendover, NV",41.1549,-115.0107,Assoc_Region_Nevada,,us_state_abbr
345,"Allegheny, PA",40.4406,-79.9959,Assoc_Region_Pennsylvania,,us_state_abbr
346,"Bradford, PA",41.4975,-76.8900,Assoc_Region_Pennsylvania,,us_state_abbr
347,"Davenport, IA",41.7018,-90.7586,Assoc_Region_Iowa,,us_state_abbr
348,"Detroit Metro, MI",42.3045,-83.2175,Assoc_Region_Michigan,,us_state_abbr
349,"Mason City, IA",42.9566,-93.4076,Assoc_Region_Iowa,,us_state_abbr
350,"Council Bluffs, IA",41.2098,-95.1823,Assoc_Region_Iowa,,us_state_abbr
351,"Kent, MI",42.8429,-85.8138,Assoc_Region_Michigan,,us_state_abbr
352,"Delta, UT",39.9266,-113.2300,Assoc_Region_Utah,,us_state_abbr
353,"Erie, PA",42.0241,-79.7768,Assoc_Region_Pennsylvania,,us_state_abbr
354,"Long Island, NY",40.7325,-73.2904,Assoc_Region_New_York,,us_state_abbr
355,"Cheyenne, WY",41.7949,-105.6930,Assoc_Region_Wyoming,,us_state_abbr
356,"McKean, PA",41.6765,-78.5226,Assoc_Region_Pennsylvania,,us_state_abbr
357,"Sussex, NJ",40.9883,-74.5161,Assoc_Region_New_Jersey,,us_state_abbr
358,"Cherry, NE",42.2803,-100.9340,Assoc_Region_Nebraska,,us_state_abbr
359,"Lehigh, PA",40.8064,-75.8081,Assoc_Region_Pennsylvania,,us_state_abbr
360,"South Bairoil, WY",42.0907,-107.5050,Assoc_Region_Wyoming,,us_state_abbr
361,"Sandusky, OH",41.2655,-83.0204,Assoc_Region_Ohio,,us_state_abbr
362,"Evanston, WY",41.2022,-110.3270,Assoc_Region_Wyoming,,us_state_abbr
363,"Northumberland, PA",40.7998,-77.8361,Assoc_Region_Pennsylvania,,us_state_abbr
364,"Rock Springs, WY",41.2103,-109.1260,Assoc_Region_Wyoming,,us_state_abbr
365,"Lawrence, PA",41.2103,-80.1490,Assoc_Region_Pennsylvania,,us_state_abbr
366,"Chicago Metro, IL",42.0506,-88.2979,Assoc_Region_Illinois,,us_state_abbr
367,"Middlesex, NJ",40.4920,-74.5543,Assoc_Region_New_Jersey,,us_state_abbr
368,"Superior, WY",41.6964,-108.6623,Assoc_Region_Wyoming,,us_state_abbr
369,"Rockford, IL",41.9685,-89.4565,Assoc_Region_Illinois,,us_state_abbr
370,"Carson City, NV",39.6670,-119.5996,Assoc_Region_Nevada,,us_state_abbr
371,"Centre, PA",40.9064,-79.3160,Assoc_Region_Pennsylvania,,us_state_abbr
372,"East Superior, WY",41.6228,-107.9263,Assoc_Region_Wyoming,,us_state_abbr
373,"Wamsutter, WY",41.2930,-106.9923,Assoc_Region_Wyoming,,us_state_abbr
374,"Monmouth, NJ",39.8776,-74.2651,Assoc_Region_New_Jersey,,us_state_abbr
375,"Rawlins, WY",41.6279,-106.7355,Assoc_Region_Wyoming,,us_state_abbr
376,"Bucks, PA",40.0924,-75.1419,Assoc_Region_Pennsylvania,,us_state_abbr
377,"Chicago, IL",42.0742,-87.7195,Assoc_Region_Illinois,,us_state_abbr
378,"Lancester, PA",40.2074,-76.1263,Assoc_Region_Pennsylvania,,us_state_abbr
379,"Williams, OH",41.4472,-84.3616,Assoc_Region_Ohio,,us_state_abbr
380,"Adobie Town Rim, WY",41.0825,-108.0251,Assoc_Region_Wyoming,,us_state_abbr
381,"Greenville, MS",33.5143,-89.9487,Assoc_Region_Mississippi,,us_state_abbr
382,"Fort Wayne, IN",41.2843,-85.3671,Assoc_Region_Indiana,,us_state_abbr
383,"Columbus, OH",40.0934,-82.6847,Assoc_Region_Ohio,,us_state_abbr
384,"Ogallala, NE",41.5151,-103.1560,Assoc_Region_Nebraska,,us_state_abbr
385,"Gary, IN",41.6956,-86.6601,Assoc_Region_Indiana,,us_state_abbr
386,"Wheeling, OH",40.0403,-81.6111,Assoc_Region_Ohio,,us_state_abbr
387,"Blair, PA",39.9677,-78.9995,Assoc_Region_Pennsylvania,,us_state_abbr
388,"York, PA",39.9769,-77.3343,Assoc_Region_Pennsylvania,,us_state_abbr
389,"Camden, NJ",39.3859,-74.7760,Assoc_Region_New_Jersey,,us_state_abbr
390,"Adams, IL",39.8456,-90.6687,Assoc_Region_Illinois,,us_state_abbr
391,"Westmoreland, PA",40.0178,-79.8331,Assoc_Region_Pennsylvania,,us_state_abbr
392,"Jasper, IN",40.9866,-86.6374,Assoc_Region_Indiana,,us_state_abbr
393,"Washington, PA",40.2373,-80.5198,Assoc_Region_Pennsylvania,,us_state_abbr
394,"Grand Junction, CO",39.7863,-108.1925,Assoc_Region_Colorado,,us_state_abbr
395,"Newcastle, DE",39.5237,-75.4650,Assoc_Region_Delaware,,us_state_abbr
396,"Mount Vernon, IL",38.0511,-88.6775,Assoc_Region_Illinois,,us_state_abbr
397,"Steamboat Springs, CO",40.2594,-106.8993,Assoc_Region_Colorado,,us_state_abbr
398,"Saint Anne, IL",41.1793,-87.4796,Assoc_Region_Illinois,,us_state_abbr
399,"Walden, CO",40.5935,-106.3580,Assoc_Region_Colorado,,us_state_abbr
400,"Lincoln, NE",40.8101,-96.8634,Assoc_Region_Nebraska,,us_state_abbr
401,"Kit Carson, CO",39.2867,-103.3819,Assoc_Region_Colorado,,us_state_abbr
402,"Aberdeen, MD",39.5842,-76.1951,Assoc_Region_Maryland,,us_state_abbr
403,"Harford, MD",39.4413,-75.6736,Assoc_Region_Maryland,,us_state_abbr
404,"Baltimore, MD",39.4314,-76.6389,Assoc_Region_Maryland,,us_state_abbr
405,"Bartholomew, IN",39.0989,-85.5543,Assoc_Region_Indiana,,us_state_abbr
406,"Carroll, MD",39.6329,-77.3566,Assoc_Region_Maryland,,us_state_abbr
407,"Clinton, OH",39.3681,-83.5900,Assoc_Region_Ohio,,us_state_abbr
408,"Randell, UT",39.2016,-109.1932,Assoc_Region_Utah,,us_state_abbr
409,"North Platte, NE",40.6725,-101.2195,Assoc_Region_Nebraska,,us_state_abbr
410,"Kent, DE",39.0128,-75.3619,Assoc_Region_Delaware,,us_state_abbr
411,"Queen Anne's, MD",38.7991,-75.8801,Assoc_Region_Maryland,,us_state_abbr
412,"Frederick, MD",39.4331,-77.5012,Assoc_Region_Maryland,,us_state_abbr
413,"Adams, NE",40.4247,-98.9087,Assoc_Region_Nebraska,,us_state_abbr
414,"Alleghany, MD",39.4562,-79.3111,Assoc_Region_Maryland,,us_state_abbr
415,"Berkeley, WV",39.3862,-78.2118,Assoc_Region_West_Virginia,,us_state_abbr
416,"Morgantown, WV",39.0783,-79.8163,Assoc_Region_West_Virginia,,us_state_abbr
417,"Mineral, WV",38.9796,-79.0374,Assoc_Region_West_Virginia,,us_state_abbr
418,"Montgomery, MD",39.1509,-77.2559,Assoc_Region_Maryland,,us_state_abbr
419,"Bishop, CA",37.9896,-118.0322,Assoc_Region_California,,us_state_abbr
420,"Sussex, DE",38.5876,-75.2640,Assoc_Region_Delaware,,us_state_abbr
421,"Monogalia, WV",39.1354,-80.6863,Assoc_Region_West_Virginia,,us_state_abbr
422,"Breckenridge, CO",39.8254,-105.9856,Assoc_Region_Colorado,,us_state_abbr
423,"Frederick, VA",38.6699,-78.4735,Assoc_Region_Virginia,,us_state_abbr
424,"Fairfax, VA",38.8091,-77.6454,Assoc_Region_Virginia,,us_state_abbr
425,"Prince George's, MD",38.5735,-76.8162,Assoc_Region_Maryland,,us_state_abbr
426,"Bowling Green, MO",39.0085,-91.4438,Assoc_Region_Missouri,,us_state_abbr
427,"Bloomington, IL",39.5066,-88.8272,Assoc_Region_Illinois,,us_state_abbr
428,"Aspen, CO",38.4027,-106.5700,Assoc_Region_Colorado,,us_state_abbr
429,"Wood, WV",38.9228,-81.6004,Assoc_Region_West_Virginia,,us_state_abbr
430,"Furnass, NE",40.2222,-100.4521,Assoc_Region_Nebraska,,us_state_abbr
431,"Wicomico, MD",38.2132,-75.5097,Assoc_Region_Maryland,,us_state_abbr
432,"Cincinnati, OH",39.3633,-84.3605,Assoc_Region_Ohio,,us_state_abbr
433,"Dove Creek, CO",38.2480,-107.9315,Assoc_Region_Colorado,,us_state_abbr
434,"Ellis, KS",39.3129,-98.8713,Assoc_Region_Kansas,,us_state_abbr
435,"Albemarle, VA",38.0152,-79.2198,Assoc_Region_Virginia,,us_state_abbr
436,"Topeka, KS",39.5171,-95.9246,Assoc_Region_Kansas,,us_state_abbr
437,"King George's, VA",37.8947,-76.9722,Assoc_Region_Virginia,,us_state_abbr
438,"Greenbrier, WV",38.1495,-80.7531,Assoc_Region_West_Virginia,,us_state_abbr
439,"Accomack, VA",37.7167,-75.7371,Assoc_Region_Virginia,,us_state_abbr
440,"Spotslyvania, VA",37.9574,-78.0473,Assoc_Region_Virginia,,us_state_abbr
441,"Pueblo, CO",38.2017,-105.6032,Assoc_Region_Colorado,,us_state_abbr
442,"Moab, UT",37.6707,-109.1155,Assoc_Region_Utah,,us_state_abbr
443,"Lynchburg, VA",37.3369,-79.6310,Assoc_Region_Virginia,,us_state_abbr
444,"Emporia, KS",37.7419,-95.0299,Assoc_Region_Kansas,,us_state_abbr
445,"Springfield, IL",38.9234,-89.6556,Assoc_Region_Illinois,,us_state_abbr
446,"Madison, KY",37.4884,-84.0606,Assoc_Region_Kentucky,,us_state_abbr
447,"Cabell, WV",38.1511,-82.3039,Assoc_Region_West_Virginia,,us_state_abbr
448,"Mesquite, NV",37.5451,-113.8663,Assoc_Region_Nevada,,us_state_abbr
449,"Kanawha, WV",38.3498,-81.6326,Assoc_Region_West_Virginia,,us_state_abbr
450,"Richmond, VA",37.3457,-76.9608,Assoc_Region_Virginia,,us_state_abbr
451,"Jefferson, MO",38.5966,-92.5694,Assoc_Region_Missouri,,us_state_abbr
452,"Raleight, WV",37.8131,-81.6161,Assoc_Region_West_Virginia,,us_state_abbr
453,"Lawrence, KS",38.8158,-95.5160,Assoc_Region_Kansas,,us_state_abbr
454,"Danville, VA",37.1532,-78.3463,Assoc_Region_Virginia,,us_state_abbr
455,"Floyd, IN",38.3967,-85.9561,Assoc_Region_Indiana,,us_state_abbr
456,"Prince George, VA",37.1227,-77.5160,Assoc_Region_Virginia,,us_state_abbr
457,"Gasconade, MO",38.2136,-91.0998,Assoc_Region_Missouri,,us_state_abbr
458,"Las Vegas, NV",36.2542,-115.4853,Assoc_Region_Nevada,,us_state_abbr
459,"Hampton Roads, VA",36.8266,-76.7561,Assoc_Region_Virginia,,us_state_abbr
460,"Trinidad, CO",37.4696,-104.0354,Assoc_Region_Colorado,,us_state_abbr
461,"Belleville, IL",38.0855,-89.5175,Assoc_Region_Illinois,,us_state_abbr
462,"Kaibab, AZ",36.7190,-112.6202,Assoc_Region_Arizona,,us_state_abbr
463,"Roanoake, VA",36.8191,-79.8933,Assoc_Region_Virginia,,us_state_abbr
464,"Washington, VA",36.8825,-81.5697,Assoc_Region_Virginia,,us_state_abbr
465,"Wichita, KS",37.4596,-98.2117,Assoc_Region_Kansas,,us_state_abbr
466,"Wise, VA",37.0519,-82.4226,Assoc_Region_Virginia,,us_state_abbr
467,"Elizabeth City, NC",36.4083,-76.9371,Assoc_Region_North_Carolina,,us_state_abbr
468,"Mexican Hat, UT",37.1142,-109.4779,Assoc_Region_Utah,,us_state_abbr
469,"Liberal, KS",37.4582,-100.9159,Assoc_Region_Kansas,,us_state_abbr
470,"Navajo Nation, AZ",36.3329,-110.1537,Assoc_Region_Arizona,,us_state_abbr
471,"Denver, CO",39.7392,-104.9903,Assoc_Region_Colorado,,us_state_abbr
472,"Nash, NC",36.2160,-78.6942,Assoc_Region_North_Carolina,,us_state_abbr
473,"Wake, NC",35.6843,-78.3499,Assoc_Region_North_Carolina,,us_state_abbr
474,"Beaufort, NC",35.8175,-76.4366,Assoc_Region_North_Carolina,,us_state_abbr
475,"Wayne, KY",36.8622,-84.1354,Assoc_Region_Kentucky,,us_state_abbr
476,"Mount Airy, NC",36.3592,-80.6528,Assoc_Region_North_Carolina,,us_state_abbr
477,"Farmington, NM",36.3476,-107.8615,Assoc_Region_New_Mexico,,us_state_abbr
478,"Cibola, NM",34.8475,-107.6150,Assoc_Region_New_Mexico,,us_state_abbr
479,"Pitt, NC",35.6627,-77.6272,Assoc_Region_North_Carolina,,us_state_abbr
480,"Johnson City, TN",36.2880,-82.4960,Assoc_Region_Tennessee,,us_state_abbr
481,"Guilford, NC",35.8515,-79.6266,Assoc_Region_North_Carolina,,us_state_abbr
482,"McCracken, KY",36.7759,-88.5307,Assoc_Region_Kentucky,,us_state_abbr
483,"Owens Island, KY",37.1066,-88.1834,Assoc_Region_Kentucky,,us_state_abbr
484,"Albuquerque, NM",35.0844,-106.6504,Assoc_Region_New_Mexico,,us_state_abbr
485,"Knoxville, TN",36.3750,-84.1466,Assoc_Region_Tennessee,,us_state_abbr
486,"Tucumcari, NM",35.4858,-104.5732,Assoc_Region_New_Mexico,,us_state_abbr
487,"Mecklenberg, NC",35.4029,-80.4457,Assoc_Region_North_Carolina,,us_state_abbr
488,"Clayton, NM",36.1663,-103.8880,Assoc_Region_New_Mexico,,us_state_abbr
489,"Gaston, NC",35.6302,-81.2953,Assoc_Region_North_Carolina,,us_state_abbr
490,"Oklahoma Panhandle, OK",36.6755,-101.5901,Assoc_Region_Oklahoma,,us_state_abbr
491,"Onslow, NC",35.1374,-77.0193,Assoc_Region_North_Carolina,,us_state_abbr
492,"Clarksville, TN",36.4847,-86.6552,Assoc_Region_Tennessee,,us_state_abbr
493,"Enid, OK",36.3678,-97.9129,Assoc_Region_Oklahoma,,us_state_abbr
494,"Buncombe, NC",35.5374,-82.4703,Assoc_Region_North_Carolina,,us_state_abbr
495,"Tulsa, OK",36.1874,-95.1195,Assoc_Region_Oklahoma,,us_state_abbr
496,"Dickson, TN",35.8871,-87.4724,Assoc_Region_Tennessee,,us_state_abbr
497,"Cumberland, NC",35.1525,-79.1694,Assoc_Region_North_Carolina,,us_state_abbr
498,"Phoenix, AZ",33.4017,-111.9613,Assoc_Region_Arizona,,us_state_abbr
499,"Coffee, TN",35.6067,-85.3748,Assoc_Region_Tennessee,,us_state_abbr
500,"Flagstaff, AZ",35.1224,-111.3743,Assoc_Region_Arizona,,us_state_abbr
501,"Northern Channel Islands, CA",33.8353,-119.9042,Assoc_Region_California,,us_state_abbr
502,"Memphis, TN",35.3386,-89.2117,Assoc_Region_Tennessee,,us_state_abbr
503,"Nashville, TN",35.9641,-86.4261,Assoc_Region_Tennessee,,us_state_abbr
504,"Chattanooga, TN",35.3287,-84.1364,Assoc_Region_Tennessee,,us_state_abbr
505,"Tiptonville, KY",36.5251,-89.3323,Assoc_Region_Kentucky,,us_state_abbr
506,"New Hanover, NC",34.8138,-77.9931,Assoc_Region_North_Carolina,,us_state_abbr
507,"Dumas, TX",35.9882,-101.9001,Assoc_Region_Texas,,us_state_abbr
508,"Jonesboro, AR",35.7999,-90.3120,Assoc_Region_Arkansas,,us_state_abbr
509,"Randolph, AR",36.2409,-91.4646,Assoc_Region_Arkansas,,us_state_abbr
510,"Santa Fe, NM",34.8121,-105.8542,Assoc_Region_New_Mexico,,us_state_abbr
511,"Stillwater, OK",35.4621,-96.7735,Assoc_Region_Oklahoma,,us_state_abbr
512,"Searcy, AR",35.9723,-92.4805,Assoc_Region_Arkansas,,us_state_abbr
513,"Haywood, NC",35.1012,-83.5248,Assoc_Region_North_Carolina,,us_state_abbr
514,"Whiteville, NC",34.2940,-78.5325,Assoc_Region_North_Carolina,,us_state_abbr
515,"Saluda, NC",35.1967,-81.9424,Assoc_Region_North_Carolina,,us_state_abbr
516,"Maury, TN",35.2150,-86.8300,Assoc_Region_Tennessee,,us_state_abbr
517,"York, SC",34.4261,-80.6296,Assoc_Region_South_Carolina,,us_state_abbr
518,"Greenville, SC",34.3784,-81.9642,Assoc_Region_South_Carolina,,us_state_abbr
519,"Amarillo, TX",35.2221,-101.5358,Assoc_Region_Texas,,us_state_abbr
520,"Lawton, OK",34.9290,-99.4651,Assoc_Region_Oklahoma,,us_state_abbr
521,"Myrtle Beach, SC",34.1873,-79.1882,Assoc_Region_South_Carolina,,us_state_abbr
522,"Southern Channel Islands, CA",33.2603,-118.7455,Assoc_Region_California,,us_state_abbr
523,"Prescott, AZ",34.5245,-113.2982,Assoc_Region_Arizona,,us_state_abbr
524,"Hall, GA",34.0128,-83.0166,Assoc_Region_Georgia,,us_state_abbr
525,"Horry, SC",33.7502,-79.7375,Assoc_Region_South_Carolina,,us_state_abbr
526,"Whitfield, GA",34.5652,-84.6999,Assoc_Region_Georgia,,us_state_abbr
527,"Little River, AR",33.8455,-93.6492,Assoc_Region_Arkansas,,us_state_abbr
528,"Morgan, AL",34.1810,-87.4611,Assoc_Region_Alabama,,us_state_abbr
529,"Huntsville, AL",34.7329,-86.7830,Assoc_Region_Alabama,,us_state_abbr
530,"Sierra Vista, AZ",31.5536,-109.9378,Assoc_Region_Arizona,,us_state_abbr
531,"McAlester, OK",34.3406,-95.0834,Assoc_Region_Oklahoma,,us_state_abbr
532,"Ada, OK",34.3829,-97.7505,Assoc_Region_Oklahoma,,us_state_abbr
533,"Hattiesburg, MS",31.4805,-89.3710,Assoc_Region_Mississippi,,us_state_abbr
534,"Lowndes, MS",34.2713,-88.2073,Assoc_Region_Mississippi,,us_state_abbr
535,"Plainville, TX",34.2079,-101.9813,Assoc_Region_Texas,,us_state_abbr
536,"Weldona, CO",40.6004,-104.4115,Assoc_Region_Colorado,,us_state_abbr
537,"North Metro Atlanta, GA",33.7430,-84.8414,Assoc_Region_Georgia,,us_state_abbr
538,"Richland, SC",33.4748,-81.0548,Assoc_Region_South_Carolina,,us_state_abbr
539,"Roswell, NM",33.5331,-105.4847,Assoc_Region_New_Mexico,,us_state_abbr
540,"Clovis, NM",33.2255,-103.8645,Assoc_Region_New_Mexico,,us_state_abbr
541,"South Metro Atlanta, GA",33.2788,-84.0330,Assoc_Region_Georgia,,us_state_abbr
542,"Yoakum, TX",32.9551,-103.0391,Assoc_Region_Texas,,us_state_abbr
543,"Lubbock, TX",32.8768,-102.0399,Assoc_Region_Texas,,us_state_abbr
544,"Vernon, TX",33.7901,-100.5038,Assoc_Region_Texas,,us_state_abbr
545,"Auburn, AL",33.0453,-85.7205,Assoc_Region_Alabama,,us_state_abbr
546,"Atlanta, GA",33.7490,-84.3880,Assoc_Region_Georgia,,us_state_abbr
547,"Charleston, SC",33.0430,-79.5892,Assoc_Region_South_Carolina,,us_state_abbr
548,"Pima, AZ",32.4780,-112.5516,Assoc_Region_Arizona,,us_state_abbr
549,Baja California,30.9629,-115.6229,Assoc_Region_Baja_California_Sur,,mexico_name
550,"Beaufort, SC",32.6700,-80.4307,Assoc_Region_South_Carolina,,us_state_abbr
551,"Columbia, GA",33.0279,-82.2237,Assoc_Region_Georgia,,us_state_abbr
552,"Las Cruces, NM",32.4816,-107.7506,Assoc_Region_New_Mexico,,us_state_abbr
553,Sonora,30.2002,-111.6634,Assoc_Region_Sonora,,mexico_name
554,"Wichita Falls, TX",33.4260,-98.3489,Assoc_Region_Texas,,us_state_abbr
555,"Carlsbad, NM",32.3719,-105.8156,Assoc_Region_New_Mexico,,us_state_abbr
556,"Watson, AR",33.8848,-90.8760,Assoc_Region_Arkansas,,us_state_abbr
557,"Houston, GA",32.3196,-83.3015,Assoc_Region_Georgia,,us_state_abbr
558,"Texarkana, TX",33.2430,-94.8291,Assoc_Region_Texas,,us_state_abbr
559,"Chatham, GA",32.0978,-81.6604,Assoc_Region_Georgia,,us_state_abbr
560,"San Angelo, TX",31.9358,-101.0067,Assoc_Region_Texas,,us_state_abbr
561,"Abilene, TX",32.5868,-100.1085,Assoc_Region_Texas,,us_state_abbr
562,"Duncan, AZ",32.1413,-109.2921,Assoc_Region_Arizona,,us_state_abbr
563,"Muscogee, GA",32.2141,-84.4468,Assoc_Region_Georgia,,us_state_abbr
564,"Greater Dallas-Fort Worth Area, TX",32.8723,-97.1996,Assoc_Region_Texas,,us_state_abbr
565,"ile Dondaine, QC",45.2478,-74.0820,Assoc_Region_Quebec,,canada_name
566,"Citronelle, AL",32.0141,-88.2386,Assoc_Region_Alabama,,us_state_abbr
567,"Stephenville, TX",32.1895,-98.7585,Assoc_Region_Texas,,us_state_abbr
568,"Longview, TX",32.6229,-94.6184,Assoc_Region_Texas,,us_state_abbr
569,"Jackson, MS",32.5111,-90.3798,Assoc_Region_Mississippi,,us_state_abbr
570,"Dallas-Fort Worth, TX",32.6914,-97.1013,Assoc_Region_Texas,,us_state_abbr
571,"Shreveport, LA",32.0740,-93.5188,Assoc_Region_Louisiana,,us_state_abbr
572,"Deming, NM",31.5062,-107.9657,Assoc_Region_New_Mexico,,us_state_abbr
573,"Lowndes, GA",31.0967,-81.9314,Assoc_Region_Georgia,,us_state_abbr
574,"Odessa, TX",31.6272,-102.6843,Assoc_Region_Texas,,us_state_abbr
575,"Navarro, TX",32.0769,-96.3118,Assoc_Region_Texas,,us_state_abbr
576,"Thomas, GA",31.1583,-83.7326,Assoc_Region_Georgia,,us_state_abbr
577,"Duluth, MN",47.3652,-91.2908,Assoc_Region_Minnesota,,us_state_abbr
578,"El Paso, TX",30.4158,-104.5558,Assoc_Region_Texas,,us_state_abbr
579,Chihuahua,28.6267,-106.6289,Assoc_Region_Chihuahua,,mexico_name
580,"Tyler, TX",31.7848,-94.4396,Assoc_Region_Texas,,us_state_abbr
581,"Reeves, TX",30.4741,-103.0300,Assoc_Region_Texas,,us_state_abbr
582,"Adams, MS",31.4429,-90.5936,Assoc_Region_Mississippi,,us_state_abbr
583,"Barksdale AFB, LA",32.3963,-93.3848,Assoc_Region_Louisiana,,us_state_abbr
584,"Houma, LA",29.7058,-91.1978,Assoc_Region_Louisiana,,us_state_abbr
585,"Crockett, TX",30.5029,-101.3128,Assoc_Region_Texas,,us_state_abbr
586,da,29.9270,-81.7511,Assoc_Region_Florida,,florida_da_name
587,"Waco, TX",31.1785,-98.0319,Assoc_Region_Texas,,us_state_abbr
588,"San Carlos, AZ",33.8364,-110.2881,Assoc_Region_Arizona,,us_state_abbr
589,"Ciudad Obregon, SO",28.0263,-109.6203,Assoc_Region_Sonora,,mexico_abbr
590,"Nogales, SO",30.4413,-108.8523,Assoc_Region_Sonora,,mexico_abbr
591,"Escambia, FL",30.5960,-86.1937,Assoc_Region_Florida,,us_state_abbr
592,"Fredericksburg, TX",30.5760,-99.8909,Assoc_Region_Texas,,us_state_abbr
593,"Alachua, FL",29.6521,-82.4340,Assoc_Region_Florida,,us_state_abbr
594,"Leon, FL",30.1303,-84.0506,Assoc_Region_Florida,,us_state_abbr
595,"Duval, FL",29.5991,-81.4286,Assoc_Region_Florida,,us_state_abbr
596,"Beaumont, TX",29.9154,-94.3703,Assoc_Region_Texas,,us_state_abbr
597,"Gulf Shores, AL",30.7841,-87.7929,Assoc_Region_Alabama,,us_state_abbr
598,"Mobile, AL",30.5940,-88.2614,Assoc_Region_Alabama,,us_state_abbr
599,"Gulfport, MS",30.7031,-89.3243,Assoc_Region_Mississippi,,us_state_abbr
600,"Baton Rouge, LA",30.5281,-90.6890,Assoc_Region_Louisiana,,us_state_abbr
601,"Klamath Falls, OR",42.7318,-120.3362,Assoc_Region_Oregon,,us_state_abbr
602,"Bastrop, TX",30.3120,-97.4706,Assoc_Region_Texas,,us_state_abbr
603,"Salem, OR",44.8569,-122.4019,Assoc_Region_Oregon,,us_state_abbr
604,"Marion, FL",28.8432,-82.2757,Assoc_Region_Florida,,us_state_abbr
605,"Daytona Beach, FL",28.4338,-81.0157,Assoc_Region_Florida,,us_state_abbr
606,"Hutchinson, MN",45.1869,-94.1673,Assoc_Region_Minnesota,,us_state_abbr
607,"Lake, Ohio",41.6498,-80.9702,Assoc_Region_Ohio,,us_state_abbr
608,"Minneapolis, MN",44.9778,-93.2650,Assoc_Region_Minnesota,,us_state_abbr
609,"Eugene, OR",44.7123,-123.0785,Assoc_Region_Oregon,,us_state_abbr
610,"Orlando, FL",28.2676,-81.5200,Assoc_Region_Florida,,us_state_abbr
611,"Houston, TX",29.5912,-95.4724,Assoc_Region_Texas,,us_state_abbr
612,"LaFourche, LA",29.7541,-90.4178,Assoc_Region_Louisiana,,us_state_abbr
613,"San Antonio, TX",29.5404,-98.9932,Assoc_Region_Texas,,us_state_abbr
614,"Victoria, TX",29.2367,-96.8218,Assoc_Region_Texas,,us_state_abbr
615,Coahuila,26.5977,-102.5937,Assoc_Region_Coahuila,,mexico_name
616,"Yellowstone, WY",44.8495,-110.6054,Assoc_Region_Wyoming,,us_state_abbr
617,"Laredo, TX",28.3902,-100.1400,Assoc_Region_Texas,,us_state_abbr
