lotd_state_id,name,lat,lon,nationality_id,culture_name,rule_used
368,"Superior, WY",41.6964,-108.6623,87,Frontier,us_state_default
369,"Rockford, IL",41.9685,-89.4565,563,Steel Belt (IL/MI),us_state_default
370,"Carson City, NV",39.6670,-119.5996,87,Frontier,us_state_default
371,"Centre, PA",40.9064,-79.3160,109,Panamanian,caribbean_name
372,"East Superior, WY",41.6228,-107.9263,87,Frontier,us_state_default
373,"Wamsutter, WY",41.2930,-106.9923,87,Frontier,us_state_default
374,"Monmouth, NJ",39.8776,-74.2651,559,Mid-Atlantic,mid_atlantic_south
375,"Rawlins, WY",41.6279,-106.7355,87,Frontier,us_state_default
376,"Bucks, PA",40.0924,-75.1419,109,Panamanian,caribbean_name
377,"Chicago, IL",42.0742,-87.7195,563,Steel Belt (IL/MI),us_state_default
378,"Lancester, PA",40.2074,-76.1263,109,Panamanian,caribbean_name
379,"Williams, OH",41.4472,-84.3616,85,Steel Belt,us_state_default
380,"Adobie Town Rim, WY",41.0825,-108.0251,87,Frontier,us_state_default
381,"Greenville, MS",33.5143,-89.9487,84,Dixie-African American,us_state_default
382,"Fort Wayne, IN",41.2843,-85.3671,85,Steel Belt,us_state_default
383,"Columbus, OH",40.0934,-82.6847,85,Steel Belt,us_state_default
384,"Ogallala, NE",41.5151,-103.1560,337,Midwestern,us_state_default
385,"Gary, IN",41.6956,-86.6601,85,Steel Belt,us_state_default
386,"Wheeling, OH",40.0403,-81.6111,85,Steel Belt,us_state_default
387,"Blair, PA",39.9677,-78.9995,109,Panamanian,caribbean_name
388,"York, PA",39.9769,-77.3343,109,Panamanian,caribbean_name
389,"Camden, NJ",39.3859,-74.7760,559,Mid-Atlantic,us_state_default
390,"Adams, IL",39.8456,-90.6687,563,Steel Belt (IL/MI),us_state_default
391,"Westmoreland, PA",40.0178,-79.8331,109,Panamanian,caribbean_name
392,"Jasper, IN",40.9866,-86.6374,85,Steel Belt,us_state_default
393,"Washington, PA",40.2373,-80.5198,109,Panamanian,caribbean_name
394,"Grand Junction, CO",39.7863,-108.1925,571,Southern Frontier,us_state_default
395,"Newcastle, DE",39.5237,-75.4650,559,Mid-Atlantic,us_state_default
396,"Mount Vernon, IL",38.0511,-88.6775,563,Steel Belt (IL/MI),us_state_default
397,"Steamboat Springs, CO",40.2594,-106.8993,571,Southern Frontier,us_state_default
398,"Saint Anne, IL",41.1793,-87.4796,563,Steel Belt (IL/MI),us_state_default
399,"Walden, CO",40.5935,-106.3580,571,Southern Frontier,us_state_default
400,"Lincoln, NE",40.8101,-96.8634,337,Midwestern,us_state_default
401,"Kit Carson, CO",39.2867,-103.3819,571,Southern Frontier,us_state_default
402,"Aberdeen, MD",39.5842,-76.1951,560,Mid-Atlantic (Maryland),us_state_default
403,"Harford, MD",39.4413,-75.6736,560,Mid-Atlantic (Maryland),us_state_default
404,"Baltimore, MD",39.4314,-76.6389,560,Mid-Atlantic (Maryland),us_state_default
405,"Bartholomew, IN",39.0989,-85.5543,85,Steel Belt,us_state_default
406,"Carroll, MD",39.6329,-77.3566,560,Mid-Atlantic (Maryland),us_state_default
407,"Clinton, OH",39.3681,-83.5900,85,Steel Belt,us_state_default
408,"Randell, UT",39.2016,-109.1932,573,Mormon,mormon_corridor
409,"North Platte, NE",40.6725,-101.2195,337,Midwestern,us_state_default
410,"Kent, DE",39.0128,-75.3619,559,Mid-Atlantic,us_state_default
411,"Queen Anne's, MD",38.7991,-75.8801,560,Mid-Atlantic (Maryland),us_state_default
412,"Frederick, MD",39.4331,-77.5012,560,Mid-Atlantic (Maryland),us_state_default
413,"Adams, NE",40.4247,-98.9087,337,Midwestern,us_state_default
414,"Alleghany, MD",39.4562,-79.3111,560,Mid-Atlantic (Maryland),us_state_default
415,"Berkeley, WV",39.3862,-78.2118,565,Appalachian,appalachian_core
416,"Morgantown, WV",39.0783,-79.8163,565,Appalachian,appalachian_core
417,"Mineral, WV",38.9796,-79.0374,565,Appalachian,appalachian_core
418,"Montgomery, MD",39.1509,-77.2559,560,Mid-Atlantic (Maryland),us_state_default
419,"Bishop, CA",37.9896,-118.0322,88,Californian,california
420,"Sussex, DE",38.5876,-75.2640,559,Mid-Atlantic,us_state_default
421,"Monogalia, WV",39.1354,-80.6863,565,Appalachian,appalachian_core
422,"Breckenridge, CO",39.8254,-105.9856,571,Southern Frontier,us_state_default
423,"Frederick, VA",38.6699,-78.4735,567,Tidewater,us_state_default
424,"Fairfax, VA",38.8091,-77.6454,567,Tidewater,us_state_default
425,"Prince George's, MD",38.5735,-76.8162,560,Mid-Atlantic (Maryland),us_state_default
426,"Bowling Green, MO",39.0085,-91.4438,564,Missourian,us_state_default
427,"Bloomington, IL",39.5066,-88.8272,563,Steel Belt (IL/MI),us_state_default
428,"Aspen, CO",38.4027,-106.5700,571,Southern Frontier,us_state_default
429,"Wood, WV",38.9228,-81.6004,565,Appalachian,appalachian_core
430,"Furnass, NE",40.2222,-100.4521,337,Midwestern,us_state_default
431,"Wicomico, MD",38.2132,-75.5097,560,Mid-Atlantic (Maryland),us_state_default
432,"Cincinnati, OH",39.3633,-84.3605,85,Steel Belt,us_state_default
433,"Dove Creek, CO",38.2480,-107.9315,571,Southern Frontier,us_state_default
434,"Ellis, KS",39.3129,-98.8713,337,Midwestern,us_state_default
435,"Albemarle, VA",38.0152,-79.2198,567,Tidewater,us_state_default
436,"Topeka, KS",39.5171,-95.9246,337,Midwestern,us_state_default
437,"King George's, VA",37.8947,-76.9722,567,Tidewater,us_state_default
438,"Greenbrier, WV",38.1495,-80.7531,565,Appalachian,appalachian_core
439,"Accomack, VA",37.7167,-75.7371,567,Tidewater,tidewater
440,"Spotslyvania, VA",37.9574,-78.0473,567,Tidewater,us_state_default
441,"Pueblo, CO",38.2017,-105.6032,571,Southern Frontier,us_state_default
442,"Moab, UT",37.6707,-109.1155,573,Mormon,mormon_corridor
443,"Lynchburg, VA",37.3369,-79.6310,565,Appalachian,appalachian_mtn
444,"Emporia, KS",37.7419,-95.0299,337,Midwestern,us_state_default
445,"Springfield, IL",38.9234,-89.6556,563,Steel Belt (IL/MI),us_state_default
446,"Madison, KY",37.4884,-84.0606,565,Appalachian,appalachian_ky
447,"Cabell, WV",38.1511,-82.3039,565,Appalachian,appalachian_core
448,"Mesquite, NV",37.5451,-113.8663,87,Frontier,us_state_default
449,"Kanawha, WV",38.3498,-81.6326,565,Appalachian,appalachian_core
450,"Richmond, VA",37.3457,-76.9608,567,Tidewater,tidewater
451,"Jefferson, MO",38.5966,-92.5694,564,Missourian,us_state_default
452,"Raleight, WV",37.8131,-81.6161,565,Appalachian,appalachian_core
453,"Lawrence, KS",38.8158,-95.5160,337,Midwestern,us_state_default
454,"Danville, VA",37.1532,-78.3463,565,Appalachian,appalachian_mtn
455,"Floyd, IN",38.3967,-85.9561,85,Steel Belt,us_state_default
456,"Prince George, VA",37.1227,-77.5160,567,Tidewater,tidewater
457,"Gasconade, MO",38.2136,-91.0998,564,Missourian,us_state_default
458,"Las Vegas, NV",36.2542,-115.4853,87,Frontier,us_state_default
459,"Hampton Roads, VA",36.8266,-76.7561,567,Tidewater,tidewater
460,"Trinidad, CO",37.4696,-104.0354,571,Southern Frontier,us_state_default
461,"Belleville, IL",38.0855,-89.5175,563,Steel Belt (IL/MI),us_state_default
462,"Kaibab, AZ",36.7190,-112.6202,571,Southern Frontier,us_state_default
463,"Roanoake, VA",36.8191,-79.8933,565,Appalachian,appalachian_mtn
464,"Washington, VA",36.8825,-81.5697,565,Appalachian,appalachian_mtn
465,"Wichita, KS",37.4596,-98.2117,337,Midwestern,us_state_default
466,"Wise, VA",37.0519,-82.4226,565,Appalachian,appalachian_mtn
467,"Elizabeth City, NC",36.4083,-76.9371,567,Tidewater,tidewater
468,"Mexican Hat, UT",37.1142,-109.4779,573,Mormon,mormon_corridor
469,"Liberal, KS",37.4582,-100.9159,337,Midwestern,us_state_default
470,"Navajo Nation, AZ",36.3329,-110.1537,571,Southern Frontier,us_state_default
471,"Denver, CO",39.7392,-104.9903,571,Southern Frontier,us_state_default
472,"Nash, NC",36.2160,-78.6942,565,Appalachian,appalachian_mtn
473,"Wake, NC",35.6843,-78.3499,565,Appalachian,appalachian_mtn
474,"Beaufort, NC",35.8175,-76.4366,567,Tidewater,tidewater
475,"Wayne, KY",36.8622,-84.1354,565,Appalachian,appalachian_ky
476,"Mount Airy, NC",36.3592,-80.6528,565,Appalachian,appalachian_mtn
477,"Farmington, NM",36.3476,-107.8615,571,Southern Frontier,southern_frontier
478,"Cibola, NM",34.8475,-107.6150,571,Southern Frontier,southern_frontier
479,"Pitt, NC",35.6627,-77.6272,567,Tidewater,tidewater
480,"Johnson City, TN",36.2880,-82.4960,565,Appalachian,appalachian_mtn
481,"Guilford, NC",35.8515,-79.6266,565,Appalachian,appalachian_mtn
482,"McCracken, KY",36.7759,-88.5307,565,Appalachian,us_state_default
483,"Owens Island, KY",37.1066,-88.1834,565,Appalachian,us_state_default
484,"Albuquerque, NM",35.0844,-106.6504,571,Southern Frontier,southern_frontier
485,"Knoxville, TN",36.3750,-84.1466,565,Appalachian,appalachian_mtn
486,"Tucumcari, NM",35.4858,-104.5732,571,Southern Frontier,southern_frontier
487,"Mecklenberg, NC",35.4029,-80.4457,565,Appalachian,appalachian_mtn
488,"Clayton, NM",36.1663,-103.8880,571,Southern Frontier,southern_frontier
489,"Gaston, NC",35.6302,-81.2953,565,Appalachian,appalachian_mtn
490,"Oklahoma Panhandle, OK",36.6755,-101.5901,570,Oklahoman,us_state_default
491,"Onslow, NC",35.1374,-77.0193,567,Tidewater,us_state_default
492,"Clarksville, TN",36.4847,-86.6552,566,Appalachian-African American,us_state_default
493,"Enid, OK",36.3678,-97.9129,570,Oklahoman,us_state_default
494,"Buncombe, NC",35.5374,-82.4703,565,Appalachian,appalachian_mtn
495,"Tulsa, OK",36.1874,-95.1195,570,Oklahoman,us_state_default
496,"Dickson, TN",35.8871,-87.4724,566,Appalachian-African American,us_state_default
497,"Cumberland, NC",35.1525,-79.1694,565,Appalachian,appalachian_mtn
498,"Phoenix, AZ",33.4017,-111.9613,571,Southern Frontier,us_state_default
499,"Coffee, TN",35.6067,-85.3748,566,Appalachian-African American,us_state_default
500,"Flagstaff, AZ",35.1224,-111.3743,571,Southern Frontier,us_state_default
501,"Northern Channel Islands, CA",33.8353,-119.9042,88,Californian,california
502,"Memphis, TN",35.3386,-89.2117,566,Appalachian-African American,us_state_default
503,"Nashville, TN",35.9641,-86.4261,566,Appalachian-African American,us_state_default
504,"Chattanooga, TN",35.3287,-84.1364,565,Appalachian,appalachian_mtn
505,"Tiptonville, KY",36.5251,-89.3323,565,Appalachian,us_state_default
506,"New Hanover, NC",34.8138,-77.9931,567,Tidewater,us_state_default
507,"Dumas, TX",35.9882,-101.9001,86,Texan,us_state_default
508,"Jonesboro, AR",35.7999,-90.3120,83,Dixie,us_state_default
509,"Randolph, AR",36.2409,-91.4646,83,Dixie,us_state_default
510,"Santa Fe, NM",34.8121,-105.8542,571,Southern Frontier,southern_frontier
511,"Stillwater, OK",35.4621,-96.7735,570,Oklahoman,us_state_default
512,"Searcy, AR",35.9723,-92.4805,83,Dixie,us_state_default
513,"Haywood, NC",35.1012,-83.5248,565,Appalachian,appalachian_mtn
514,"Whiteville, NC",34.2940,-78.5325,567,Tidewater,us_state_default
515,"Saluda, NC",35.1967,-81.9424,565,Appalachian,appalachian_mtn
516,"Maury, TN",35.2150,-86.8300,566,Appalachian-African American,us_state_default
517,"York, SC",34.4261,-80.6296,84,Dixie-African American,us_state_default
518,"Greenville, SC",34.3784,-81.9642,84,Dixie-African American,us_state_default
519,"Amarillo, TX",35.2221,-101.5358,86,Texan,us_state_default
520,"Lawton, OK",34.9290,-99.4651,570,Oklahoman,us_state_default
521,"Myrtle Beach, SC",34.1873,-79.1882,84,Dixie-African American,us_state_default
522,"Southern Channel Islands, CA",33.2603,-118.7455,88,Californian,california
523,"Prescott, AZ",34.5245,-113.2982,571,Southern Frontier,us_state_default
524,"Hall, GA",34.0128,-83.0166,83,Dixie,us_state_default
525,"Horry, SC",33.7502,-79.7375,84,Dixie-African American,us_state_default
526,"Whitfield, GA",34.5652,-84.6999,83,Dixie,us_state_default
527,"Little River, AR",33.8455,-93.6492,83,Dixie,us_state_default
528,"Morgan, AL",34.1810,-87.4611,83,Dixie,us_state_default
529,"Huntsville, AL",34.7329,-86.7830,83,Dixie,us_state_default
530,"Sierra Vista, AZ",31.5536,-109.9378,571,Southern Frontier,us_state_default
531,"McAlester, OK",34.3406,-95.0834,570,Oklahoman,us_state_default
532,"Ada, OK",34.3829,-97.7505,570,Oklahoman,us_state_default
533,"Hattiesburg, MS",31.4805,-89.3710,84,Dixie-African American,black_belt_core
534,"Lowndes, MS",34.2713,-88.2073,84,Dixie-African American,us_state_default
535,"Plainville, TX",34.2079,-101.9813,86,Texan,us_state_default
536,"Weldona, CO",40.6004,-104.4115,571,Southern Frontier,us_state_default
537,"North Metro Atlanta, GA",33.7430,-84.8414,83,Dixie,us_state_default
538,"Richland, SC",33.4748,-81.0548,84,Dixie-African American,black_belt_core
539,"Roswell, NM",33.5331,-105.4847,571,Southern Frontier,southern_frontier
540,"Clovis, NM",33.2255,-103.8645,571,Southern Frontier,southern_frontier
541,"South Metro Atlanta, GA",33.2788,-84.0330,83,Dixie,us_state_default
542,"Yoakum, TX",32.9551,-103.0391,86,Texan,us_state_default
543,"Lubbock, TX",32.8768,-102.0399,86,Texan,us_state_default
544,"Vernon, TX",33.7901,-100.5038,86,Texan,us_state_default
545,"Auburn, AL",33.0453,-85.7205,84,Dixie-African American,black_belt_al
546,"Atlanta, GA",33.7490,-84.3880,83,Dixie,us_state_default
547,"Charleston, SC",33.0430,-79.5892,84,Dixie-African American,black_belt_core
548,"Pima, AZ",32.4780,-112.5516,571,Southern Frontier,us_state_default
549,Baja California,30.9629,-115.6229,695,Bajan Mexican,mexico_name
550,"Beaufort, SC",32.6700,-80.4307,84,Dixie-African American,black_belt_core
551,"Columbia, GA",33.0279,-82.2237,83,Dixie,us_state_default
552,"Las Cruces, NM",32.4816,-107.7506,571,Southern Frontier,southern_frontier
553,Sonora,30.2002,-111.6634,697,Norteno Mexican (Sonora),mexico_name
554,"Wichita Falls, TX",33.4260,-98.3489,86,Texan,us_state_default
555,"Carlsbad, NM",32.3719,-105.8156,571,Southern Frontier,southern_frontier
556,"Watson, AR",33.8848,-90.8760,83,Dixie,us_state_default
557,"Houston, GA",32.3196,-83.3015,84,Dixie-African American,black_belt_ga
558,"Texarkana, TX",33.2430,-94.8291,86,Texan,us_state_default
559,"Chatham, GA",32.0978,-81.6604,84,Dixie-African American,black_belt_ga
560,"San Angelo, TX",31.9358,-101.0067,86,Texan,us_state_default
561,"Abilene, TX",32.5868,-100.1085,86,Texan,us_state_default
562,"Duncan, AZ",32.1413,-109.2921,571,Southern Frontier,us_state_default
563,"Muscogee, GA",32.2141,-84.4468,84,Dixie-African American,black_belt_ga
564,"Greater Dallas-Fort Worth Area, TX",32.8723,-97.1996,86,Texan,us_state_default
565,"ile Dondaine, QC",45.2478,-74.0820,93,Quebecois,canada_name
566,"Citronelle, AL",32.0141,-88.2386,84,Dixie-African American,black_belt_al
567,"Stephenville, TX",32.1895,-98.7585,86,Texan,us_state_default
568,"Longview, TX",32.6229,-94.6184,86,Texan,us_state_default
569,"Jackson, MS",32.5111,-90.3798,84,Dixie-African American,black_belt_core
570,"Dallas-Fort Worth, TX",32.6914,-97.1013,86,Texan,us_state_default
571,"Shreveport, LA",32.0740,-93.5188,569,Louisianan,us_state_default
572,"Deming, NM",31.5062,-107.9657,571,Southern Frontier,southern_frontier
573,"Lowndes, GA",31.0967,-81.9314,84,Dixie-African American,black_belt_ga
574,"Odessa, TX",31.6272,-102.6843,86,Texan,us_state_default
575,"Navarro, TX",32.0769,-96.3118,86,Texan,us_state_default
576,"Thomas, GA",31.1583,-83.7326,84,Dixie-African American,black_belt_ga
577,"Duluth, MN",47.3652,-91.2908,337,Midwestern,us_state_default
578,"El Paso, TX",30.4158,-104.5558,86,Texan,texas
579,Chihuahua,28.6267,-106.6289,698,Norteno Mexican (Chihuahua),mexico_name
580,"Tyler, TX",31.7848,-94.4396,86,Texan,us_state_default
581,"Reeves, TX",30.4741,-103.0300,86,Texan,us_state_default
582,"Adams, MS",31.4429,-90.5936,84,Dixie-African American,black_belt_core
583,"Barksdale AFB, LA",32.3963,-93.3848,569,Louisianan,us_state_default
584,"Houma, LA",29.7058,-91.1978,569,Louisianan,us_state_default
585,"Crockett, TX",30.5029,-101.3128,86,Texan,us_state_default
586,da,29.9270,-81.7511,568,Floridian,florida_lat
587,"Waco, TX",31.1785,-98.0319,86,Texan,us_state_default
588,"San Carlos, AZ",33.8364,-110.2881,571,Southern Frontier,us_state_default
589,"Ciudad Obregon, SO",28.0263,-109.6203,697,Norteno Mexican (Sonora),mexico_abbr
590,"Nogales, SO",30.4413,-108.8523,697,Norteno Mexican (Sonora),mexico_abbr
591,"Escambia, FL",30.5960,-86.1937,568,Floridian,us_state_default
592,"Fredericksburg, TX",30.5760,-99.8909,86,Texan,us_state_default
593,"Alachua, FL",29.6521,-82.4340,568,Floridian,us_state_default
594,"Leon, FL",30.1303,-84.0506,568,Floridian,us_state_default
595,"Duval, FL",29.5991,-81.4286,568,Floridian,us_state_default
596,"Beaumont, TX",29.9154,-94.3703,86,Texan,us_state_default
597,"Gulf Shores, AL",30.7841,-87.7929,83,Dixie,us_state_default
598,"Mobile, AL",30.5940,-88.2614,83,Dixie,us_state_default
599,"Gulfport, MS",30.7031,-89.3243,84,Dixie-African American,black_belt_core
600,"Baton Rouge, LA",30.5281,-90.6890,84,Dixie-African American,black_belt_la
601,"Klamath Falls, OR",42.7318,-120.3362,574,Pacific Northwestern,pacific_nw
602,"Bastrop, TX",30.3120,-97.4706,86,Texan,us_state_default
603,"Salem, OR",44.8569,-122.4019,574,Pacific Northwestern,pacific_nw
604,"Marion, FL",28.8432,-82.2757,568,Floridian,us_state_default
605,"Daytona Beach, FL",28.4338,-81.0157,568,Floridian,us_state_default
606,"Hutchinson, MN",45.1869,-94.1673,337,Midwestern,us_state_default
607,"Lake, Ohio",41.6498,-80.9702,85,Steel Belt,us_state_default
608,"Minneapolis, MN",44.9778,-93.2650,337,Midwestern,us_state_default
609,"Eugene, OR",44.7123,-123.0785,574,Pacific Northwestern,pacific_nw
610,"Orlando, FL",28.2676,-81.5200,568,Floridian,us_state_default
611,"Houston, TX",29.5912,-95.4724,86,Texan,us_state_default
612,"LaFourche, LA",29.7541,-90.4178,569,Louisianan,us_state_default
613,"San Antonio, TX",29.5404,-98.9932,86,Texan,us_state_default
614,"Victoria, TX",29.2367,-96.8218,86,Texan,us_state_default
615,Coahuila,26.5977,-102.5937,699,Norteno Mexican (Coahuila),mexico_name
616,"Yellowstone, WY",44.8495,-110.6054,87,Frontier,us_state_default
617,"Laredo, TX",28.3902,-100.1400,86,Texan,us_state_default
618,"Omaha, NE",41.2565,-95.9345,337,Midwestern,us_state_default
619,Baja California Sur,26.1640,-113.2040,696,Bajan Mexican,mexico_name
620,"Cleveland, OH",41.4728,-81.9127,85,Steel Belt,us_state_default
621,"Hillsborough, FL",27.8798,-82.2864,568,Floridian,us_state_default
622,"Grand Manan Island, ME",44.5645,-67.1014,82,New Englander,new_england_lat
623,"Bar Harbor, ME",43.9860,-68.9586,82,New Englander,new_england_lat
624,"Breton Sound Islands, LA",29.2470,-89.4038,569,Louisianan,us_state_default
625,"Shiprock, NM",35.5992,-108.5435,571,Southern Frontier,southern_frontier
626,"Portland, TX",28.1880,-98.3198,86,Texan,us_state_default
627,"Miami-Dade, FL",25.9526,-80.5365,568,Floridian,us_state_default
628,"Sarasota, FL",27.0763,-81.7310,568,Floridian,us_state_default
629,"Freeport, BS",26.4770,-77.7738,96,Antillean,caribbean_name
630,"Whiteman AFB, MO",38.6100,-93.3219,564,Missourian,us_state_default
631,"Aransas, TX",28.3201,-96.5751,86,Texan,us_state_default
632,"Sterling, CO",40.8979,-103.9978,571,Southern Frontier,us_state_default
633,"Corpus Christi, TX",26.5515,-98.4610,86,Texan,us_state_default
634,"Lee, FL",26.2696,-81.5454,568,Floridian,us_state_default
635,"Monterrey, NL",25.3285,-100.7135,700,Norteno Mexican (Nuevo Leon/Tamaulipas),mexico_name
636,District of Columbia,38.9072,-77.0369,561,African-American Mid-Atlantic (DC),us_full_state_name
637,"Laredos, TM",25.8101,-99.7607,700,Norteno Mexican (Nuevo Leon/Tamaulipas),mexico_name
638,"Los Mochis, SI",25.5619,-108.9804,701,Norteno Mexican (Sinaloa),mexico_name
639,"Guadalupe y Calvo, CH",25.9873,-107.8310,698,Norteno Mexican (Chihuahua),mexico_abbr
640,"El Carrizo, SI",26.2263,-109.8503,701,Norteno Mexican (Sinaloa),mexico_name
641,"Kansas City, KS",39.0331,-94.6795,337,Midwestern,us_state_default
642,"Gomez Palacio, DG",24.9283,-105.8246,702,Norteno Mexican (Durango/Zacatecas/Aguascalientes),mexico_name
643,"Salinas, CA",35.9687,-120.9487,88,Californian,california
644,"Eleuthera, BS",25.2137,-76.3583,96,Antillean,caribbean_name
645,"Fremont-Winema, OR",43.7704,-120.4397,574,Pacific Northwestern,pacific_nw
646,"New Providence, BS",25.0479,-77.3554,96,Antillean,caribbean_name
647,"Andros, BS",24.4011,-77.8470,96,Antillean,caribbean_name
648,"Cat Island, BS",24.3492,-75.4138,96,Antillean,caribbean_name
649,"Overland Park, KS",38.6292,-94.5368,337,Midwestern,us_state_default
650,"Minot AFB, ND",47.0677,-98.9721,337,Midwestern,us_state_default
651,"Key West, FL",24.7097,-81.1025,568,Floridian,us_state_default
652,"Los Angeles, CA",33.9730,-118.2497,88,Californian,california
653,"Matamoros, TA",24.2776,-98.8901,700,Norteno Mexican (Nuevo Leon/Tamaulipas),mexico_name
654,"Los Angeles Metro, CA",34.0635,-117.7732,88,Californian,california
655,"San Diego Metro, CA",32.9006,-116.8464,88,Californian,california
656,"Elko, NV",41.2775,-116.8405,87,Frontier,us_state_default
657,"Montemorelos, NL",23.7335,-100.5753,715,Altiplano Mexican (Morelos),mexico_name
658,"San Salvador, BS",23.8144,-74.5764,96,Antillean,caribbean_name
659,"King's Bay Naval Base, GA",30.6975,-81.4083,84,Dixie-African American,black_belt_ga
660,"Santa Rosa, CA",39.4417,-123.6071,88,Californian,california
661,"Sacremento, CA",38.7708,-121.2682,88,Californian,california
662,"San Diego, CA",32.7126,-117.1464,88,Californian,california
663,"Long Island, BS",23.2285,-75.0585,96,Antillean,caribbean_name
664,"Great Exuma, BS",23.4986,-75.6683,96,Antillean,caribbean_name
665,"Yreka, CA",41.7264,-122.4807,88,Californian,california
666,"Ely, NV",39.1370,-114.2694,87,Frontier,us_state_default
667,"Alturas, CA",41.9768,-120.5641,88,Californian,california
668,"Mazatlan, SI",23.4806,-107.9845,701,Norteno Mexican (Sinaloa),mexico_name
669,"Sequoia, CA",36.0190,-117.7288,88,Californian,california
670,"Durango, DG",23.2957,-106.3114,702,Norteno Mexican (Durango/Zacatecas/Aguascalientes),mexico_name
671,"Fresnillo, ZA",22.9516,-103.4825,702,Norteno Mexican (Durango/Zacatecas/Aguascalientes),mexico_name
672,"Crooked Island, BS",22.5327,-74.0947,96,Antillean,caribbean_name
673,"Tonopah, NV",38.0252,-116.8122,87,Frontier,us_state_default
674,"Santa Barbara, CA",35.2694,-120.1957,88,Californian,california
675,"Mayaguna, BS",22.2202,-72.8809,96,Antillean,caribbean_name
676,"Pine Bluffs, WY",41.4408,-104.5966,87,Frontier,us_state_default
677,"Pinedale, WY",42.3456,-109.6010,87,Frontier,us_state_default
678,"Austin, TX",30.6085,-98.2061,86,Texan,us_state_default
679,Turks and Caicos Islands,21.5647,-71.7914,96,Antillean,caribbean_name
680,"Oklahoma City, OK",35.2825,-97.3624,570,Oklahoman,us_state_default
681,"Huntsville, TX",30.8102,-95.0058,86,Texan,us_state_default
682,"Monctezuma, SL",22.1934,-102.1642,705,Norteno Mexican (San Luis Potosi),mexico_name
683,"Sidney, NE",36.9002,-101.8660,337,Midwestern,us_state_default
684,"Cody, WY",43.9977,-108.9089,87,Frontier,us_state_default
685,"Matanzas, CU",22.5583,-81.3977,100,Cuban,caribbean_name
686,"Villa Clara, CU",22.4918,-80.0132,100,Cuban,caribbean_name
687,"Zacatecas, ZA",21.8724,-104.8565,702,Norteno Mexican (Durango/Zacatecas/Aguascalientes),mexico_name
688,"Ciudad Victoria, TM",22.2493,-99.8798,700,Norteno Mexican (Nuevo Leon/Tamaulipas),mexico_name
689,"El Centro, CA",33.1594,-115.9086,88,Californian,california
690,"Inagua, BS",21.1659,-73.0982,96,Antillean,caribbean_name
691,"Mayabeque, CU",22.8752,-82.1445,100,Cuban,caribbean_name
692,"Bakersfield, CA",35.4187,-119.0096,88,Californian,california
693,"Artemisa, CU",22.7884,-82.8773,100,Cuban,caribbean_name
694,"Havana, CU",22.8100,-82.5304,100,Cuban,caribbean_name
695,"Fresno, CA",36.7538,-120.1323,88,Californian,california
696,"Ciego de Avila, CU",22.0116,-78.7739,100,Cuban,caribbean_name
697,"Sancti Spiritus, CU",21.9726,-79.5449,100,Cuban,caribbean_name
698,"Pinar del Rio, CU",22.4231,-84.0330,100,Cuban,caribbean_name
699,"Cienfuegos, CU",22.2495,-80.7190,100,Cuban,caribbean_name
700,"Jardines del Rey, CU",22.3119,-78.0664,100,Cuban,caribbean_name
701,"Yosemite, CA",38.3637,-120.1835,88,Californian,california
702,"Camaguey, CU",21.4821,-77.9889,100,Cuban,caribbean_name
703,"Susanville, CA",40.1141,-120.3542,88,Californian,california
704,"Napa, CA",38.4508,-122.0498,88,Californian,california
705,"Redding, CA",40.2761,-123.1939,88,Californian,california
706,"Tecuala, NA",22.0019,-107.2284,707,Occidental Mexican (Nayarit/Jalisco/Colima),mexico_abbr
707,"San Juan, PR",18.4336,-65.9610,90,Boricua,caribbean_name
708,"Las Tunas, CU",21.0986,-77.0348,100,Cuban,caribbean_name
709,"Maria Trinidad Sanchez, DO",19.0731,-70.1621,102,Quisqueyano,caribbean_name
710,British Virgin Islands,18.4592,-64.5827,98,Dutch-Antillean,caribbean_name
711,"Holguin, CU",20.7396,-75.7165,100,Cuban,caribbean_name
712,"Samana, DO",18.8346,-69.6373,102,Quisqueyano,caribbean_name
713,"Monte Cristi, DO",19.5071,-71.2654,102,Quisqueyano,caribbean_name
714,"Puerto Plata, DO",19.2804,-70.7519,102,Quisqueyano,caribbean_name
715,"Duarte, DO",18.8462,-70.3104,102,Quisqueyano,caribbean_name
716,Este de Nayarit,21.5891,-106.5584,707,Occidental Mexican (Nayarit/Jalisco/Colima),mexico_name
717,US Virgin Islands,18.4361,-64.8382,98,Dutch-Antillean,caribbean_name
718,"El Seybo, DO",18.4645,-69.2136,102,Quisqueyano,caribbean_name
719,"La Altagracia, DO",18.1389,-68.8630,102,Quisqueyano,caribbean_name
720,"Kirtland AFB, NM",34.8668,-106.5741,571,Southern Frontier,southern_frontier
721,"Vieques, PR",18.2504,-65.4061,90,Boricua,caribbean_name
722,"Guantanamo, CU",20.2670,-74.6936,100,Cuban,caribbean_name
723,"Santiago, DO",19.0390,-71.1054,102,Quisqueyano,caribbean_name
724,"Hato Mayor, DO",18.4913,-69.5532,102,Quisqueyano,caribbean_name
725,"Mezquitic, JA",21.4898,-105.9179,707,Occidental Mexican (Nayarit/Jalisco/Colima),mexico_name
726,"Nord-Est, HT",19.2919,-71.9004,101,Haitian,caribbean_name
727,"La Vega, DO",18.6642,-70.6985,102,Quisqueyano,caribbean_name
728,"Isla de Culebra, PR",18.4162,-65.2320,90,Boricua,caribbean_name
