name,abbr,lon,lat,population,label,source,geoname_id
Elmwood Park,IL,-87.80923,41.92114,24840,"Elmwood Park, IL",geonames,4891051
Vineyard,CA,-121.34692,38.46449,24836,"Vineyard, CA",geonames,7176039
Lodi,NJ,-74.0832,40.88232,24835,"Lodi, NJ",geonames,5100604
Guastatoya,GUA,-90.06991,14.85442,24831,Guastatoya,geonames,3596421
Hazleton,PA,-75.97465,40.95842,24825,"Hazleton, PA",geonames,5193011
Coronado,CA,-117.18309,32.68589,24812,"Coronado, CA",geonames,5339663
Eagle River,AK,-149.56778,61.32139,24793,"Eagle River, AK",geonames,5861187
Ardmore,OK,-97.1436,34.1743,24788,"Ardmore, OK",curated,
South Salt Lake,UT,-111.88827,40.71884,24788,"South Salt Lake, UT",geonames,5781794
Paris,TX,-95.55551,33.66094,24782,"Paris, TX",geonames,4717560
Northport,AL,-87.57723,33.22901,24772,"Northport, AL",geonames,4080555
Uniondale,NY,-73.59291,40.70038,24759,"Uniondale, NY",geonames,5141927
Ponca City,OK,-97.08559,36.70698,24758,"Ponca City, OK",geonames,4548267
Muskego,WI,-88.13898,42.90585,24755,"Muskego, WI",geonames,5264049
Collinsville,IL,-89.98455,38.67033,24754,"Collinsville, IL",geonames,4236191
Reading,MA,-71.09533,42.52565,24747,"Reading, MA",geonames,4948462
San Francisco de Yojoa,HN,-87.9716,15.01442,24740,"San Francisco de Yojoa, HN",geonames,3602272
Belmont,MA,-71.17867,42.39593,24729,"Belmont, MA",geonames,4930282
Dedham,MA,-71.16616,42.24177,24729,"Dedham, MA",geonames,4934664
Short Pump,VA,-77.61249,37.65042,24729,"Short Pump, VA",geonames,4785576
De Pere,WI,-88.06038,44.44888,24724,"De Pere, WI",geonames,5250201
Zumpango del Rio,GR,-99.52725,17.65437,24719,"Zumpango del Rio, GR",geonames,3513967
Watertown,NY,-75.9108,43.9748,24685,"Watertown, NY",curated,
Caledonia,WI,-87.92425,42.8078,24684,"Caledonia, WI",geonames,5247415
San Luis Jilotepeque,GUA,-89.72463,14.64724,24679,San Luis Jilotepeque,geonames,3589822
Inkster,MI,-83.30993,42.2942,24672,"Inkster, MI",geonames,4832554
Vincentown,NJ,-74.74849,39.934,24664,"Vincentown, NJ",geonames,4504618
Bixby,OK,-95.88332,35.94204,24657,"Bixby, OK",geonames,4530801
Walker,MI,-85.76809,43.00141,24647,"Walker, MI",geonames,5013924
Marcovia,HN,-87.30972,13.28806,24646,"Marcovia, HN",geonames,3605000
Junction City,KS,-96.8314,39.02861,24621,"Junction City, KS",geonames,4273680
Seal Beach,CA,-118.10479,33.74141,24619,"Seal Beach, CA",geonames,5394086
San Luis,HN,-88.43931,15.12692,24606,"San Luis, HN",geonames,3601932
Tarpon Springs,FL,-82.75677,28.14612,24605,"Tarpon Springs, FL",geonames,4174855
Franklin,IN,-86.05499,39.48061,24598,"Franklin, IN",geonames,4828382
Herndon,VA,-77.3861,38.96955,24568,"Herndon, VA",geonames,4763793
Austin,MN,-92.97464,43.66663,24563,"Austin, MN",geonames,5016884
Tamazunchale,SL,-98.78935,21.25993,24562,"Tamazunchale, SL",geonames,3516385
La Isla,VE,-96.15,18.6,24558,"La Isla, VE",geonames,3525596
Sachse,TX,-96.59527,32.97623,24554,"Sachse, TX",geonames,4724564
Sun City West,AZ,-112.34127,33.66198,24535,"Sun City West, AZ",geonames,5316205
Watauga,TX,-97.25474,32.85791,24525,"Watauga, TX",geonames,4740214
Kingstown,VC,-61.22742,13.15527,24518,Kingstown,geonames,3577887
Burlington,MA,-71.19561,42.50482,24498,"Burlington, MA",geonames,4931737
San Benito,TX,-97.6311,26.13258,24496,"San Benito, TX",geonames,4726290
Freeport,IL,-89.62123,42.29669,24476,"Freeport, IL",geonames,4893171
Forest Grove,OR,-123.11066,45.51984,24457,"Forest Grove, OR",geonames,5727190
Arriaga,CS,-93.89972,16.23557,24447,"Arriaga, CS",geonames,3816739
San Felipe,GUA,-91.595,14.62304,24446,San Felipe,geonames,3590288
Palmetto Bay,FL,-80.32477,25.62177,24439,"Palmetto Bay, FL",geonames,4167634
Jalostotitlan,JA,-102.46097,21.16813,24423,"Jalostotitlan, JA",geonames,4004153
Staunton,VA,-79.0732,38.14991,24416,"Staunton, VA",geonames,4787440
Selma,CA,-119.61208,36.57078,24414,"Selma, CA",geonames,5394329
South Windsor,CT,-72.6212,41.82371,24412,"South Windsor, CT",geonames,4843353
North Potomac,MD,-77.26498,39.08289,24410,"North Potomac, MD",geonames,4363990
Bridlewood,ON,-75.8569,45.28522,24400,"Bridlewood, ON",geonames,5908737
Waterdown,ON,-79.88293,43.33341,24400,"Waterdown, ON",geonames,6176722
San Antonio Tecomitl,DF,-98.98806,19.21778,24397,"San Antonio Tecomitl, DF",geonames,8858100
Homer Glen,IL,-87.93811,41.60003,24395,"Homer Glen, IL",geonames,4896336
Saint-Bruno-de-Montarville,QC,-73.34916,45.53341,24388,"Saint-Bruno-de-Montarville, QC",geonames,6137540
Coral Terrace,FL,-80.3045,25.74593,24376,"Coral Terrace, FL",geonames,4151921
Midland,ON,-79.88296,44.7501,24353,"Midland, ON",geonames,6073363
Ridgeland,MS,-90.13231,32.42848,24351,"Ridgeland, MS",geonames,4443296
Scaggsville,MD,-76.90025,39.14511,24333,"Scaggsville, MD",geonames,4368918
Cudahy,CA,-118.18535,33.96057,24311,"Cudahy, CA",geonames,5341051
Washington,UT,-113.50829,37.13054,24299,"Washington, UT",geonames,5549222
New Smyrna Beach,FL,-80.927,29.02582,24298,"New Smyrna Beach, FL",geonames,4165913
Ebano,SL,-98.37706,22.21808,24296,"Ebano, SL",geonames,3529619
South Plainfield,NJ,-74.41154,40.57927,24290,"South Plainfield, NJ",geonames,5104844
Kalispell,MT,-114.3154,48.1914,24288,"Kalispell, MT",curated,
Pasadena,MD,-76.57108,39.119,24287,"Pasadena, MD",geonames,4364990
Columbine,CO,-105.06943,39.58777,24280,"Columbine, CO",geonames,5417657
Greenbelt,MD,-76.87553,39.00455,24272,"Greenbelt, MD",geonames,4356847
Loreto,ZA,-101.98602,22.27194,24260,"Loreto, ZA",geonames,3998291
South Riding,VA,-77.50388,38.92094,24256,"South Riding, VA",geonames,4786667
Citrus Park,FL,-82.56982,28.07835,24252,"Citrus Park, FL",geonames,4151157
Boca Del Mar,FL,-80.14671,26.34508,24244,"Boca Del Mar, FL",geonames,4148399
El Salto,DG,-105.36038,23.77846,24241,"El Salto, DG",geonames,4007673
Jiquilpan de Juarez,MI,-102.71843,19.99173,24233,"Jiquilpan de Juarez, MI",geonames,4003923
Norton Shores,MI,-86.26395,43.1689,24208,"Norton Shores, MI",geonames,5004005
Calliaqua,VC,-61.19178,13.12867,24205,Calliaqua,geonames,3748746
Barstow Heights,CA,-117.05615,34.86971,24202,"Barstow Heights, CA",geonames,5326305
Rockville Centre,NY,-73.64124,40.65871,24201,"Rockville Centre, NY",geonames,5134203
Noord,AW,-70.03198,12.56596,24193,Noord,geonames,3577159
Rolling Meadows,IL,-88.01313,42.08419,24190,"Rolling Meadows, IL",geonames,4908052
Licenciado Benito Juarez,SI,-107.545,24.65667,24185,"Licenciado Benito Juarez, SI",geonames,8858101
Carteret,NJ,-74.2282,40.57733,24170,"Carteret, NJ",geonames,5096316
Fort Dodge,IA,-94.168,42.4975,24168,"Fort Dodge, IA",curated,
Immokalee,FL,-81.4173,26.41869,24154,"Immokalee, FL",geonames,4159553
Medford,NY,-73.00011,40.8176,24142,"Medford, NY",geonames,5126518
Riverbank,CA,-120.93549,37.73604,24122,"Riverbank, CA",geonames,5387844
Ometepec,GR,-98.40797,16.69008,24120,"Ometepec, GR",geonames,3522343
San Juan Ixtayopan,DF,-98.99867,19.23187,24120,"San Juan Ixtayopan, DF",geonames,3518650
Zion,IL,-87.83285,42.44613,24117,"Zion, IL",geonames,4917358
Chambas,CU,-78.91414,22.19265,24114,Chambas,geonames,3564394
Trotwood,OH,-84.31133,39.79728,24096,"Trotwood, OH",geonames,4526576
North Haven,CT,-72.85954,41.39093,24093,"North Haven, CT",geonames,4839704
Summerlin South,NV,-115.33001,36.11708,24085,"Summerlin South, NV",geonames,7262622
Perico,CU,-81.01845,22.76889,24073,Perico,geonames,3544393
Mahwah,NJ,-74.14376,41.08871,24062,"Mahwah, NJ",geonames,5100776
Loma Linda,CA,-117.26115,34.04835,24045,"Loma Linda, CA",geonames,5367696
Peekskill,NY,-73.92042,41.29009,24043,"Peekskill, NY",geonames,5130831
Keystone,FL,-82.62121,28.15585,24039,"Keystone, FL",geonames,4160822
Jalapa,NI,-86.12346,13.92221,24037,"Jalapa, NI",geonames,3618954
Baldwin,NY,-73.6093,40.65649,24033,"Baldwin, NY",geonames,5107760
Zaragoza,GUA,-90.89034,14.64968,24022,Zaragoza,geonames,3587543
Fairfax,VA,-77.30637,38.84622,24013,"Fairfax, VA",geonames,4758023
Maywood,IL,-87.84312,41.8792,24012,"Maywood, IL",geonames,4901514
Sebastian,FL,-80.47061,27.81641,24007,"Sebastian, FL",geonames,4172372
La Gomera,GUA,-91.05383,14.08213,24001,La Gomera,geonames,3594575
Degelis,QC,-68.6449,47.5475,24000,"Degelis, QC",curated,
Huron,MI,-83.0005,43.8021,24000,"Huron, MI",curated,
Mahoosuc Range,ME,-70.7901,44.4059,24000,"Mahoosuc Range, ME",curated,
Wayne,KY,-84.8251,36.7822,24000,Wayne,curated,
East Gwillimbury,ON,-79.43785,44.10087,23991,"East Gwillimbury, ON",geonames,5945707
Alotenango,GUA,-90.80437,14.48585,23986,Alotenango,geonames,3599788
Patarra,CR,-84.03551,9.88059,23983,"Patarra, CR",geonames,3622507
San Miguel el Alto,JA,-102.40227,21.03053,23982,"San Miguel el Alto, JA",geonames,3985323
Holt,MI,-84.51525,42.64059,23973,"Holt, MI",geonames,4996306
Muscatine,IA,-91.04321,41.42447,23968,"Muscatine, IA",geonames,4868404
Elk River,MN,-93.56718,45.30385,23963,"Elk River, MN",geonames,5025471
Golden Gate,FL,-81.69509,26.18787,23961,"Golden Gate, FL",geonames,4156920
Corsicana,TX,-96.46887,32.09543,23952,"Corsicana, TX",geonames,4683462
Sabanagrande,HN,-87.25917,13.80778,23943,"Sabanagrande, HN",geonames,3602680
Miahuatlan de Porfirio Diaz,OA,-96.59606,16.329,23940,"Miahuatlan de Porfirio Diaz, OA",geonames,3523240
Hialeah Gardens,FL,-80.3245,25.8651,23926,"Hialeah Gardens, FL",geonames,4158482
Waverly,MI,-84.62081,42.7392,23925,"Waverly, MI",geonames,5014208
Hunt Valley,MD,-76.64108,39.49983,23915,"Hunt Valley, MD",geonames,4358701
Fuquay-Varina,NC,-78.80001,35.58432,23907,"Fuquay-Varina, NC",geonames,4467485
Fountain Hills,AZ,-111.71736,33.61171,23899,"Fountain Hills, AZ",geonames,5295177
Champlin,MN,-93.39745,45.18885,23894,"Champlin, MN",geonames,5020859
South Portland Gardens,ME,-70.31533,43.63897,23893,"South Portland Gardens, ME",geonames,4979245
Brockville,ON,-75.68705,44.59132,23886,"Brockville, ON",geonames,5909294
Centerville,OH,-84.15938,39.62839,23882,"Centerville, OH",geonames,4508204
Strathroy,ON,-81.62232,42.9551,23871,"Strathroy, ON",geonames,6158027
Bloomington,CA,-117.39588,34.07029,23851,"Bloomington, CA",geonames,5329408
Yurecuaro,MI,-102.28219,20.33954,23843,"Yurecuaro, MI",geonames,3979856
Bainbridge Island,WA,-122.52124,47.62621,23840,"Bainbridge Island, WA",geonames,5816320
Ciudad Serdan,PU,-97.44643,18.98856,23824,"Ciudad Serdan, PU",geonames,3530584
Marshall,TX,-94.36742,32.54487,23820,"Marshall, TX",geonames,4709272
Morrisville,NC,-78.82556,35.82348,23820,"Morrisville, NC",geonames,4480285
Squamish,BC,-123.15631,49.69925,23819,"Squamish, BC",geonames,6154636
Watertown,WI,-88.72899,43.19472,23819,"Watertown, WI",geonames,5278005
Le Robert,MQ,-60.94228,14.67751,23814,Le Robert,geonames,3570412
Kernersville,NC,-80.07365,36.11986,23811,"Kernersville, NC",geonames,4474221
Providenciales,TC,-72.25206,21.78254,23769,Providenciales,geonames,11703857
Motozintla,CS,-92.24673,15.36615,23755,"Motozintla, CS",geonames,3522926
Old Bridge,NJ,-74.36543,40.41483,23753,"Old Bridge, NJ",geonames,5102162
Rio Cauto,CU,-76.91665,20.55981,23737,Rio Cauto,geonames,3542167
Teocaltiche,JA,-102.57427,21.43434,23726,"Teocaltiche, JA",geonames,3982034
Fort Washington,MD,-77.02303,38.70734,23717,"Fort Washington, MD",geonames,4355355
Purepero de Echaiz,MI,-102.00691,19.91025,23713,"Purepero de Echaiz, MI",geonames,3991253
Dinuba,CA,-119.38707,36.54328,23702,"Dinuba, CA",geonames,5343171
Comonfort,GT,-100.7612,20.72005,23683,"Comonfort, GT",geonames,4013094
Fairland,MD,-76.95775,39.07622,23681,"Fairland, MD",geonames,4354573
White Rock,BC,-122.79507,49.02049,23670,"White Rock, BC",geonames,6180961
Brookings,SD,-96.79839,44.31136,23657,"Brookings, SD",geonames,5226534
Blue Island,IL,-87.68005,41.65726,23652,"Blue Island, IL",geonames,4885186
Faribault,MN,-93.26883,44.29496,23650,"Faribault, MN",geonames,5026291
Castanos,CO,-101.43211,26.78932,23649,"Castanos, CO",geonames,4015022
Chestnut Hill,MA,-71.16616,42.33065,23649,"Chestnut Hill, MA",geonames,4932957
Baileys Crossroads,VA,-77.1297,38.85039,23643,"Baileys Crossroads, VA",geonames,4745272
Allende,VE,-94.39425,18.15401,23620,"Allende, VE",geonames,3533056
Eagle,ID,-116.35401,43.69544,23612,"Eagle, ID",geonames,5591778
Aguada de Pasajeros,CU,-80.84792,22.3852,23606,Aguada de Pasajeros,geonames,3569546
Norland,FL,-80.21227,25.94898,23604,"Norland, FL",geonames,4166066
Liberal,KS,-100.921,37.0431,23599,"Liberal, KS",curated,
Scotch Plains,NJ,-74.38987,40.65538,23584,"Scotch Plains, NJ",geonames,5104473
Glenville,OH,-81.61735,41.53338,23559,"Glenville, OH",geonames,5155858
Juan Jose Rios,SI,-108.8242,25.75714,23553,"Juan Jose Rios, SI",geonames,4005864
El Cerrito,CA,-122.31164,37.91576,23549,"El Cerrito, CA",geonames,5345623
Teloloapan,GR,-99.87185,18.36663,23549,"Teloloapan, GR",geonames,3516060
Santa Cruz de El Seibo,DO,-69.03991,18.76484,23547,Santa Cruz de El Seibo,geonames,3492984
Brandon,MS,-89.98592,32.2732,23529,"Brandon, MS",geonames,4419290
Rock Springs,WY,-109.2029,41.5875,23526,"Rock Springs, WY",curated,
Derby,KS,-97.26893,37.54557,23509,"Derby, KS",geonames,4270356
Rouyn-Noranda,QC,-79.02311,48.23656,23504,"Rouyn-Noranda, QC",geonames,6128577
San Martin Cuautlalpan,EM,-98.83167,19.27618,23501,"San Martin Cuautlalpan, EM",geonames,3817649
Graham,WA,-122.29428,47.05288,23491,"Graham, WA",geonames,5795906
La Paz Centro,NI,-86.67528,12.34,23481,"La Paz Centro, NI",geonames,3618411
Ilchester,MD,-76.76469,39.25094,23476,"Ilchester, MD",geonames,4358864
San Jose Iturbide,GT,-100.3858,21.00022,23471,"San Jose Iturbide, GT",geonames,3986088
Bayonet Point,FL,-82.68343,28.32667,23467,"Bayonet Point, FL",geonames,4146901
Easton,MA,-71.12866,42.02454,23459,"Easton, MA",geonames,4935623
Loves Park,IL,-89.05816,42.32002,23455,"Loves Park, IL",geonames,4900579
Avon Lake,OH,-82.0282,41.50532,23453,"Avon Lake, OH",geonames,5146286
San Lorenzo,CA,-122.13321,37.67412,23452,"San Lorenzo, CA",geonames,5392281
Morton Grove,IL,-87.78256,42.04059,23448,"Morton Grove, IL",geonames,4902763
Kingston,NY,-73.99736,41.92704,23436,"Kingston, NY",geonames,5123477
McDonough,GA,-84.14686,33.44734,23417,"McDonough, GA",geonames,4208442
Romulus,MI,-83.3966,42.22226,23417,"Romulus, MI",geonames,5007531
Rosemount,MN,-93.12577,44.73941,23413,"Rosemount, MN",geonames,5043779
Northwest One,DC,-77.01196,38.90428,23386,Washington D.C.,geonames,13526898
Mansfield,MA,-71.21894,42.03343,23380,"Mansfield, MA",geonames,4943021
Eloise,FL,-81.73813,27.99474,23366,"Eloise, FL",geonames,4154396
Laguna Beach,CA,-117.78311,33.54225,23365,"Laguna Beach, CA",geonames,5364275
Springfield,PA,-75.32019,39.93067,23363,"Springfield, PA",geonames,4561407
La Prairie,QC,-73.49917,45.41678,23357,"La Prairie, QC",geonames,6049863
Bellview,FL,-87.31497,30.46159,23355,"Bellview, FL",geonames,4147290
San Marcos,NI,-86.20351,11.90949,23347,"San Marcos, NI",geonames,3616682
Manoa,HI,-157.80423,21.31608,23343,"Manoa, HI",geonames,9409821
Teotihuacan de Arista,EM,-98.86083,19.68972,23325,"Teotihuacan de Arista, EM",geonames,8858102
Terrytown,LA,-90.03257,29.91021,23319,"Terrytown, LA",geonames,4343327
Tamboril,DO,-70.61104,19.48538,23304,Tamboril,geonames,3492517
Ixtlan del Rio,NA,-104.3688,21.03514,23303,"Ixtlan del Rio, NA",geonames,4004267
Nebaj,GUA,-91.14682,15.40614,23301,Nebaj,geonames,3592237
Crestview,FL,-86.57051,30.76213,23270,"Crestview, FL",geonames,4152311
Keene,NH,-72.27814,42.93369,23265,"Keene, NH",geonames,5088262
Greenwood,SC,-82.16179,34.1954,23260,"Greenwood, SC",geonames,4580569
Calimete,CU,-80.91105,22.5342,23255,Calimete,geonames,3566134
Motul,YU,-89.28332,21.09571,23240,"Motul, YU",geonames,3522924
South Old Bridge,NJ,-74.35432,40.40816,23233,"South Old Bridge, NJ",geonames,5104835
Duncan,OK,-97.95781,34.5023,23231,"Duncan, OK",geonames,4535389
Tecumseh,ON,-82.884,42.316,23229,"Tecumseh, ON",geonames,6162416
Griffin,GA,-84.26409,33.24678,23211,"Griffin, GA",geonames,4198322
Dolton,IL,-87.60727,41.63892,23197,"Dolton, IL",geonames,4890009
Webster Groves,MO,-90.35734,38.59255,23177,"Webster Groves, MO",geonames,4413872
Columbus,MS,-88.42726,33.49567,23168,"Columbus, MS",geonames,4422442
Denison,TX,-96.53666,33.75566,23150,"Denison, TX",geonames,4685892
Jesus del Monte,EM,-99.29444,19.375,23150,"Jesus del Monte, EM",geonames,8858103
Kerrville,TX,-99.14032,30.04743,23136,"Kerrville, TX",geonames,4703078
Pooler,GA,-81.24706,32.11548,23133,"Pooler, GA",geonames,4216948
Mequon,WI,-88.03001,43.21555,23132,"Mequon, WI",geonames,5262649
Alvarado,VE,-95.76181,18.77143,23128,"Alvarado, VE",geonames,3532964
Wright,FL,-86.63829,30.45575,23127,"Wright, FL",geonames,4178775
Zacualtipan,HG,-98.65628,20.65002,23125,"Zacualtipan, HG",geonames,3514134
Palm City,FL,-80.26616,27.16783,23120,"Palm City, FL",geonames,4167536
Middleborough,MA,-70.91115,41.89316,23116,"Middleborough, MA",geonames,4943888
San Jorge Pueblo Nuevo,EM,-99.62778,19.25417,23107,"San Jorge Pueblo Nuevo, EM",geonames,8858104
Arnold,MD,-76.50274,39.03206,23106,"Arnold, MD",geonames,4347426
Isla Vista,CA,-119.86097,34.41333,23096,"Isla Vista, CA",geonames,5359864
Oxkutzkab,YU,-89.41809,20.30734,23096,"Oxkutzkab, YU",geonames,3522251
Vero Beach South,FL,-80.41308,27.61638,23092,"Vero Beach South, FL",geonames,7260233
Van Buren,AR,-94.34827,35.43676,23081,"Van Buren, AR",geonames,4134716
East Peoria,IL,-89.5801,40.66615,23080,"East Peoria, IL",geonames,4890549
Landover,MD,-76.89664,38.934,23078,"Landover, MD",geonames,4360287
Palmira,CU,-80.39164,22.24217,23078,Palmira,geonames,3545040
Windham,CT,-72.15702,41.69982,23072,"Windham, CT",geonames,4845898
Jacksonville Beach,FL,-81.39314,30.29469,23064,"Jacksonville Beach, FL",geonames,4160023
Solon,OH,-81.44123,41.38978,23043,"Solon, OH",geonames,5172387
Chantilly,VA,-77.4311,38.89428,23039,"Chantilly, VA",geonames,4751935
Cabrican,GUA,-91.648,15.07485,23033,Cabrican,geonames,3599287
Candler-McAfee,GA,-84.27246,33.72672,23025,"Candler-McAfee, GA",geonames,7260019
Roselle,IL,-88.07979,41.98475,22994,"Roselle, IL",geonames,4908173
Copiague,NY,-73.39984,40.68149,22993,"Copiague, NY",geonames,5113683
Munster,IN,-87.51254,41.56448,22984,"Munster, IN",geonames,4924014
Ladera Ranch,CA,-117.63561,33.57086,22980,"Ladera Ranch, CA",geonames,5364199
Papalotla,TL,-98.20389,19.16861,22969,"Papalotla, TL",geonames,3815447
Lisle,IL,-88.07479,41.80114,22964,"Lisle, IL",geonames,4900080
Paradise,NL,-52.88136,47.52909,22957,"Paradise, NL",geonames,6096729
Rodolfo Sanchez Taboada,BC,-116.57196,31.72294,22957,"Rodolfo Sanchez Taboada, BC",geonames,3996737
Picnic Point-North Lynnwood,WA,-122.29497,47.86278,22953,"Picnic Point-North Lynnwood, WA",geonames,7262110
East Naples,FL,-81.76648,26.13842,22951,"East Naples, FL",geonames,4154031
Crystal,MN,-93.36023,45.03274,22943,"Crystal, MN",geonames,5023571
Dixiana,AL,-86.64938,33.74021,22940,"Dixiana, AL",geonames,8605041
Highland,IN,-87.45198,41.55365,22936,"Highland, IN",geonames,4921402
Machesney Park,IL,-89.039,42.34724,22927,"Machesney Park, IL",geonames,4900801
North Platte,NE,-100.7654,41.1239,22905,"North Platte, NE",curated,
Pelham,AL,-86.80999,33.28567,22885,"Pelham, AL",geonames,4082569
San Antonio de Cortes,HN,-88.04074,15.11611,22884,"San Antonio de Cortes, HN",geonames,3602444
Auburn,ME,-70.23117,44.09785,22871,"Auburn, ME",geonames,4956976
Sainte-Anne,GP,-61.38098,16.22564,22859,Sainte-Anne,geonames,3578466
Lincolnia,VA,-77.14331,38.81845,22855,"Lincolnia, VA",geonames,4769608
Zapotiltic,JA,-103.41752,19.62749,22833,"Zapotiltic, JA",geonames,3979727
Tixtla de Guerrero,GR,-99.39799,17.56732,22826,"Tixtla de Guerrero, GR",geonames,3515510
Valinda,CA,-117.94367,34.04529,22822,"Valinda, CA",geonames,5405326
Marysville,OH,-83.36714,40.23645,22817,"Marysville, OH",geonames,5162077
Haines City,FL,-81.62009,28.1145,22807,"Haines City, FL",geonames,4157827
Columbus,NE,-97.36838,41.42973,22797,"Columbus, NE",geonames,5066001
Bristol,RI,-71.26616,41.67705,22795,"Bristol, RI",geonames,5221077
Frontera,TB,-92.6453,18.54326,22795,"Frontera, TB",geonames,3527545
Millbrae,CA,-122.38719,37.59855,22795,"Millbrae, CA",geonames,5373129
Newberg,OR,-122.97316,45.30012,22780,"Newberg, OR",geonames,5742726
Atlacomulco de Fabela,EM,-99.875,19.79919,22774,"Atlacomulco de Fabela, EM",geonames,3532617
Acajutla,SV,-89.8275,13.59278,22763,"Acajutla, SV",geonames,3587498
The Crossings,FL,-80.40117,25.67066,22758,"The Crossings, FL",geonames,4175091
Valley Station,KY,-85.87024,38.11118,22756,Valley Station,geonames,4311963
East Lake-Orient Park,FL,-82.37878,27.98269,22753,"East Lake-Orient Park, FL",geonames,7259705
Lennox,CA,-118.35258,33.93807,22753,"Lennox, CA",geonames,5365937
Manuel Ojinaga,CH,-104.41639,29.56444,22744,"Manuel Ojinaga, CH",geonames,8858105
Farmington,MN,-93.14355,44.64024,22731,"Farmington, MN",geonames,5026321
Wilsonville,OR,-122.77371,45.29984,22729,"Wilsonville, OR",geonames,5761287
Hutto,TX,-97.54667,30.5427,22722,"Hutto, TX",geonames,4699626
Lerma de Villada,EM,-99.51163,19.28881,22713,"Lerma de Villada, EM",geonames,3524389
Bloomingdale,FL,-82.24037,27.89364,22711,"Bloomingdale, FL",geonames,4148207
Inglewood-Finn Hill,WA,-122.23167,47.72049,22707,"Inglewood-Finn Hill, WA",geonames,7261476
West Odessa,TX,-102.49876,31.84235,22707,"West Odessa, TX",geonames,5533366
Oak Harbor,WA,-122.64322,48.29316,22693,"Oak Harbor, WA",geonames,5805441
Le Moule,GP,-61.34656,16.33164,22692,Le Moule,geonames,3578967
'Ewa Gentry,HI,-158.03039,21.33999,22690,"'Ewa Gentry, HI",geonames,5855070
Oak Ridge,FL,-81.42452,28.47112,22685,"Oak Ridge, FL",geonames,4166583
Rosemont,CA,-121.36467,38.55185,22681,"Rosemont, CA",geonames,5388873
Tequixquiac,EM,-99.14472,19.90944,22676,"Tequixquiac, EM",geonames,3515794
Auburn Hills,MI,-83.2341,42.68753,22672,"Auburn Hills, MI",geonames,4984565
Pottstown,PA,-75.64963,40.24537,22664,"Pottstown, PA",geonames,5207069
San Mateo Otzacatipan,EM,-99.60345,19.33273,22656,"San Mateo Otzacatipan, EM",geonames,3827254
Watertown,SD,-97.1151,44.8997,22655,"Watertown, SD",curated,
West Puente Valley,CA,-117.9684,34.05168,22636,"West Puente Valley, CA",geonames,5408191
Maple Heights,OH,-81.56596,41.41533,22631,"Maple Heights, OH",geonames,5161803
Willoughby,OH,-81.4065,41.63977,22631,"Willoughby, OH",geonames,5176937
Benbrook,TX,-97.46058,32.67319,22629,"Benbrook, TX",geonames,4673482
Cranford,NJ,-74.29959,40.65844,22627,"Cranford, NJ",geonames,5097017
San Miguel Coatlinchan,EM,-98.87274,19.44999,22619,"San Miguel Coatlinchan, EM",geonames,3518277
Garden City,NY,-73.6343,40.72677,22612,"Garden City, NY",geonames,5118226
Chambly,QC,-73.28246,45.45008,22608,"Chambly, QC",geonames,5919566
Lajas,CU,-80.29363,22.41436,22602,Lajas,geonames,3553343
Pedro Meoqui,CH,-105.48051,28.26847,22574,"Pedro Meoqui, CH",geonames,3996234
Farmington,UT,-111.88744,40.9805,22566,"Farmington, UT",geonames,5774662
Wasco,IL,-88.40452,41.93808,22560,"Wasco, IL",geonames,4915539
Riley Park,BC,-123.09319,49.24303,22555,"Riley Park, BC",geonames,13495380
Hastings,MN,-92.85243,44.7433,22554,"Hastings, MN",geonames,5029500
El Salto,JA,-104.5,20.33333,22550,"El Salto, JA",geonames,4007684
Avon,OH,-82.03542,41.45171,22544,"Avon, OH",geonames,5146277
San Jose del Valle,NA,-105.22813,20.76376,22541,"San Jose del Valle, NA",geonames,4029308
San Francisco Zapotitlan,GUA,-91.52144,14.58939,22533,San Francisco Zapotitlan,geonames,3590197
North Augusta,SC,-81.96512,33.5018,22522,"North Augusta, SC",geonames,4589368
Guilford,CT,-72.68176,41.28899,22498,"Guilford, CT",geonames,4835512
Cottage Lake,WA,-122.07735,47.74427,22494,"Cottage Lake, WA",geonames,5790971
Corcoran,CA,-119.5604,36.09801,22477,"Corcoran, CA",geonames,5339539
Mount Pearl,NL,-52.78135,47.51659,22477,"Mount Pearl, NL",geonames,6082231
East Patchogue,NY,-72.99622,40.76704,22469,"East Patchogue, NY",geonames,5116004
West Springfield,VA,-77.22109,38.77261,22460,"West Springfield, VA",geonames,4792901
Cosoleacaque,VE,-94.6359,17.99913,22454,"Cosoleacaque, VE",geonames,3530167
Wahiawa-Whitmore,HI,-158.03353,21.50565,22448,"Wahiawa-Whitmore, HI",geonames,13645943
Hudson,OH,-81.44067,41.24006,22437,"Hudson, OH",geonames,5158164
Tejar,CR,-84.23219,9.74301,22433,"Tejar, CR",geonames,3621335
Port Hueneme,CA,-119.19511,34.14778,22423,"Port Hueneme, CA",geonames,5384339
Holiday,FL,-82.73955,28.18779,22403,"Holiday, FL",geonames,4158865
Radcliff,KY,-85.94913,37.84035,22387,Radcliff,geonames,4305504
Hopewell,VA,-77.2872,37.30432,22378,"Hopewell, VA",geonames,4764826
New Castle,PA,-80.34701,41.00367,22375,"New Castle, PA",geonames,5203127
South Elgin,IL,-88.2923,41.99419,22365,"South Elgin, IL",geonames,4911893
New Brighton,MN,-93.20189,45.06552,22351,"New Brighton, MN",geonames,5039080
